Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20
50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1000.0,961.1111111111111,950.0,949.9999999999999,950.0,950.0,950.0,950.000000000002,950.0,950.0,950.0000000000001,950.0,950.0,950.0,950.0,949.9999999999999,950.0,950.0,950.0,950.0
1000.0,899.9999999999999,899.9999999999999,899.9999999999999,899.9999999999999,900.0000000000002,900.0,900.0,900.0000000000002,900.0000000000002,899.9999999999999,900.0000000000002,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
1000.0,1000.0,1000.0,966.1111111111114,880.0,880.0000000000002,880.0,880.0,880.0,880.0000000000002,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0
1000.0,1000.0,1000.0,900.0000000000002,899.9999999999998,900.0000000000002,900.0,900.0000000000023,900.0,900.0,899.9999999999995,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
1000.0,1000.0,950.0,949.9999999999997,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,976.6089642943557,950.0,950.0
1000.0,875.000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,850.0,1000.0,1000.0,1000.0,1000.0,986.0968386270963,976.6815515869334,1000.0,978.9168338367148
1000.0,1000.0,914.0459242523826,899.9999999999998,899.9999999999999,899.9999999999999,900.0,900.0000000000023,900.0,900.0,900.0,1000.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
1000.0,750.0,710.0,710.0,721.1111111111111,715.0,700.0,761.0702614379061,710.0000000000002,713.7999108412064,761.0294117647018,850.0,800.0,800.0,801.5987306507905,800.0,813.6774837883867,804.2621967482232,803.7037037037038,800.0
1000.0,950.0,950.0,950.0,950.0,850.0,890.0,900.000000000002,890.0,890.0,900.0,641.5327305360823,700.0,700.0,700.0,640.0,655.6984287630407,655.6984287630409,678.7037037037038,682.229508715893
1000.0,1000.0,704.0101845957988,700.0,736.1111111111113,715.0000000000002,750.0,710.0000000000005,736.1111111111111,750.0000000000002,710.0816993464125,750.0,710.0,735.0,710.0,735.0,722.1936772541927,705.0,710.0,710.0
1000.0,1000.0,854.6668868879294,800.0,800.0,816.0682539682531,800.0,750.0,800.0,800.0,690.9841909873485,700.0,700.0,695.1345486111109,694.9956391657852,690.0,690.0,690.0,660.4893294106461,676.0831661632849
1000.0,1000.0,707.0651868587283,694.736842105263,706.9444444444443,706.9444444444449,701.0999999999999,661.1111111111068,706.9444444444445,706.9444444444446,680.2111111111112,700.0,700.0,660.0,654.7583706472678,645.0,650.0,650.0,650.0,676.7152700686481
1000.0,1000.0,784.9462365591397,746.6374269005853,723.715651135006,723.7156511350053,730.0,680.0,723.715651135006,616.188769414576,630.0,590.9444952419664,595.0,640.0,640.0,669.4152046783626,677.4193548387096,677.4193548387096,671.9180779967613,645.0
1000.0,1000.0,707.0651868587283,694.7368421052632,706.9444444444442,706.944444444445,701.0999999999999,660.0,706.9444444444445,706.9444444444443,680.211111111111,700.0,701.6500000000001,660.0,660.0,711.6959064327484,650.0,650.0,675.0,637.8336676734297
1000.0,1000.0,704.0101845957988,700.0,750.0,755.0428571428575,736.1111111111111,710.0,750.0,736.1111111111109,750.0,725.1666158691447,721.1111111111111,721.1111111111111,710.0,700.0,700.0,700.0,700.0,710.0
1000.0,950.0,950.0,950.0,950.0,884.9571428571423,879.0668555340861,700.0,640.0000000000002,640.0000000000002,624.9999999999999,675.225250777164,676.4154032035354,664.7404032035355,696.1111111111118,650.0000000000001,672.1221664667813,672.1221664667813,716.2579627982694,678.8816023952185
1000.0,750.0,710.0,734.9999999999997,700.0,716.111111111112,721.111111111111,900.0,811.1111111111113,807.3112002699049,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,748.1212729673987,814.367896094637
1000.0,900.0,999.9999999999999,1000.0,899.9999999999999,900.0,900.0,900.0,900.0,900.0,899.9999999999999,900.0000000000002,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
1000.0,974.9999999999999,850.0,850.0000000000008,975.0,975.0000000000002,975.0,975.0,975.0,975.0,975.0000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,998.1212729673985,1000.0
1000.0,950.0,1000.0,999.9999999999998,950.0,950.0,950.0,950.0,950.0,950.0,949.9999999999999,950.0000000000002,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0
1000.0,925.0,1000.0,1000.0,900.0,900.0,900.0,900.0000000000002,900.0,900.0,899.9999999999999,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
1000.0,900.0,850.0000000000001,775.0,850.0,760.0000000000002,850.0,850.0000000000002,850.0,850.0000000000002,850.0,850.0000000000002,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0
1000.0,1000.0,1000.0,1000.0,900.0,1000.0,900.0000000000008,900.0000000000009,900.0,900.0,900.0,900.0,900.0000000000009,900.0000000000008,900.0,900.0000000000009,900.0000000000008,900.0,900.0000000000008,900.0
