Column1,Column2,Column3,Column4,Column5
1000.0,1000.0,50.0,50.0,50.0
1000.0,1000.0,100.0,100.0,100.0
150.0,150.0,150.0,150.0,150.0
1000.0,896.1111111111111,971.1111111111111,170.0,170.0
1000.0,0.0,61.1875,62.375000000000114,150.0
1000.0,837.5634517766498,825.0,825.0,100.0
50.0,50.0,50.0,50.0,50.0
150.0,150.0,150.0,150.0,150.0
