Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,485.55555555555554,500.0,500.0,500.0,500.0
550.0,550.0,550.0,550.0,400.0,550.0,550.0,469.44444444444446,455.0,455.0,455.0,454.9999999999997
1000.0,1000.0,1000.0,1000.0,600.0,446.11111111111217,405.00000000000006,485.55555555555554,450.0,450.0,450.0,450.0
1000.0,1000.0,1000.0,1000.0,1000.0,470.0,571.11111111111,464.44444444444446,470.0000000000001,470.0000000000001,470.0,470.00000000000006
1000.0,1000.0,1000.0,1000.0,600.0,444.99999999999915,405.00000000000006,416.6666666666652,490.0,490.0,490.0,490.0000000000007
550.0,550.0,550.0,550.0,400.0,550.0,549.9999999999998,550.0,465.0,465.0,465.0,464.9999999999992
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,485.55555555555554,485.55555555555554,469.9999999999991
1000.0,1000.0,1000.0,1000.0,482.1666666666663,504.99999999999966,504.9999999999998,508.1481481476845,505.0,450.0,450.0,434.2112817413541
1000.0,700.0,700.0,550.0,458.05555555555594,435.0000000000003,435.0000000000002,431.8518518523156,457.24737858281253,500.0,500.0,499.9999837209297
1000.0,1000.0,1000.0,450.0,467.8333333333335,489.9999999999997,489.9999999999998,496.4814814810172,500.0,450.0,450.0,499.99997209302313
1000.0,1000.0,1000.0,1000.0,550.0,550.0,550.0,550.0,495.0602163301919,551.6758792918342,553.3038416593461,475.7887647702738
1000.0,1000.0,1000.0,1000.0,600.0,600.0,600.0,600.0000000000002,580.0975443970983,549.5233248080899,551.0048062895712,559.211235229726
1000.0,1000.0,1000.0,880.0,500.0,500.0,497.5,510.92592592546265,534.9024556029017,530.4766751919101,550.1063048215399,557.6886255353808
1000.0,1000.0,1000.0,1000.0,525.0,525.0,527.5,604.4444444458359,611.2459835751159,583.9585566273665,562.700964630225,584.9451231770526
1000.0,1000.0,1000.0,621.1111111111111,592.3888888888885,571.1111111111113,571.1111111111113,510.9259259254625,493.7540164248841,509.99999999999966,528.148148148148,520.0548768229473
1000.0,900.0,416.1111111111111,365.0,430.0,439.9999999999999,474.9814175736668,480.00000000000034,491.2459835751159,531.1111111111114,550.0,525.8985014680327
1000.0,1000.0,650.0,650.0,647.6111111111111,650.0,580.0371648526684,607.5925925928238,545.3703703703702,523.8888888888886,472.96296296296305,524.2592592592564
1000.0,1000.0,700.0,700.0,700.0,700.0,550.0,550.0000000000002,529.6296296296296,526.1111111111112,402.037037037037,395.7407407407421
1000.0,1000.0,990.0,1000.0,1000.0,1000.0,485.53697312922145,468.51851851828656,510.37037037037044,513.8888888888888,577.0370370370371,575.3703703703711
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
550.0,550.0,550.0,550.0,550.0,535.0,550.0,550.0,550.0,550.0,469.537037037037,503.05555555555526
1000.0,1000.0,1000.0,1000.0,503.5000000000006,449.99999999999926,425.0000000000006,415.00000000000006,421.1111111111111,426.1111111111111,482.03703703703707,414.99999999999983
1000.0,1000.0,615.0,493.7903643991891,475.0,475.0000000000005,479.9999999999993,475.0,480.0,475.0,480.0,475.0
1000.0,700.0,340.0,531.2096356008109,550.0,550.0,545.0,550.0,545.0,550.0,545.0,550.0
