Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11
1000.0,730.0000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,205.0,205.0,205.0
235.00000000000034,225.00000000000003,220.00000000000006,220.00000000000003,220.00000000000003,225.00000000000009,220.0000000000002,220.00000000000014,220.00000000000003,220.00000000000026,255.0
1000.0,900.0000000000001,940.0,940.0,940.0,900.0,792.7777777777779,730.0000000000001,672.5814307818939,705.0000000000003,304.99999999999994
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2.777777777777866,131.56095855580872,190.5404863297237,172.2222222222216,185.37037037036941
1000.0,1000.0,1000.0,940.0,900.0000000000005,1000.0,972.7777777777776,250.00000000000017,252.41856921810617,274.6296296296305,295.37037037037226
107.95321637426946,205.00000000000063,200.0000000000001,220.0000000000001,225.00000000000006,205.0000000000001,200.00000000000009,255.0,255.0,255.0,255.0
205.0,175.0,170.00000000000006,175.0000000000001,170.00000000000017,170.00000000000023,175.0000000000001,170.00000000000006,170.00000000000006,205.0,205.0
1000.0,840.3846153846208,840.3846153846208,840.3846153846163,840.0,840.3846153846208,800.0,840.0,840.0000000000001,290.00000000000006,290.0000000000003
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,334.3974065598817,249.8672768878758,249.86727688787573,225.0,225.0000000000003
1000.0,919.5214790647087,1000.0,385.0000000000003,165.8464830168496,285.0,85.60259344011834,278.12191711161756,278.1219171116178,223.88888888888908,290.00000000000017
1000.0,1000.0,1000.0,1000.0,220.2646280942613,185.0000000000001,369.3974065598817,205.00000000000009,190.00000000000009,346.11111111111103,190.00000000000014
1000.0,1000.0,1000.0,384.9999999999999,235.00000000000026,235.0,220.0000000000001,255.00000000000017,290.0000000000009,270.0000000000001,255.0000000000004
1000.0,1000.0,285.00000000000034,120.00000000000034,285.0000000000001,255.00000000000023,250.0,270.0000000000008,290.00000000000045,290.0,290.00000000000017
1000.0,585.0000000000009,310.00000000000034,305.0000000000007,270.00000000000006,360.0000000000007,305.0000000000001,305.00000000000006,360.00000000000006,360.00000000000034,360.0000000000001
1000.0,595.0000000000002,386.9675213675267,570.7264957264948,285.00000000000006,290.0000000000001,305.0,270.0000000000002,290.0,290.0,290.00000000000045
1000.0,1000.0,975.7264957264898,1000.0,185.00000000000017,350.72649572649016,362.787984835229,391.11111111111074,403.3149171270718,365.0,380.55555555555543
1000.0,1000.0,1000.0,1000.0,420.0,301.6666666666665,340.0000000000001,340.0000000000001,325.00000000000017,255.0000000000001,255.0000000000004
1000.0,985.0,984.9999999999999,940.0,1000.0,188.33333333333348,167.212015164771,150.0000000000001,100.0,220.00000000000034,220.0000000000003
1000.0,850.0,860.72649572649,875.0000000000008,950.0,818.3333333333337,882.787984835229,205.00000000000006,290.0000000000001,290.0000000000002,290.0000000000002
0.0,150.0000000000001,150.00000000000006,155.00000000000006,150.00000000000006,155.00000000000006,150.00000000000006,205.0,205.0,205.0,205.0
186.57894736842172,220.00000000000017,219.99999999999994,220.00000000000006,220.00000000000006,220.00000000000003,220.00000000000006,225.00000000000003,220.00000000000003,255.0,255.0
1000.0,895.7264957264902,825.0000000000001,790.7264957264941,836.1111111111111,759.6139700220791,773.8265781946674,727.0165833310053,720.8599662006875,288.51140687496496,288.51140687496456
1000.0,843.2845601520277,945.7264957264905,1000.0,1000.0,173.88747429558902,153.82657819466743,160.90547221989505,169.7488550895767,183.51140687496485,183.5114068749646
1000.0,1000.0,289.27350427350956,315.0,315.00000000000006,331.1125257044109,351.1734218053326,344.09452778010484,335.25114491042336,321.4885931250352,321.4885931250356
