Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24
500.0,450.000000000001,450.000000000001,361.1111111111135,411.1111111111125,461.11111111111313,461.1111111111135,500.0,500.0,500.0,450.000000000001,450.00000000000125,438.8888888888889,480.0000000000001,430.0,445.0000000000001,445.0,445.0,445.0,445.0,445.0,460.0,444.9999999999998,470.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,370.0,284.999999999999,419.99999999999864,431.1111111111111,389.9999999999999,440.0,424.9999999999999,425.0,425.0,425.0,425.0,425.0,410.0,425.0000000000003,400.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,450.000000000001,420.0,438.8888888888889,450.0,430.0,444.99999999999994,415.0,445.0,445.0,445.0,445.0,460.0,444.9999999999996,470.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,450.0,431.1111111111111,415.0,440.0,425.0,450.0,425.0,425.0,425.0,425.0,410.0,424.99999999999983,400.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,410.0,430.0,420.0,445.0,415.0,415.0,445.0,445.0,445.0,460.0,445.0000000000004,460.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,441.1111111111111,440.0,450.0,425.0,450.0,450.0,425.0,400.0,425.0,410.0,425.0000000000015,410.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,345.0,350.0,350.0,345.0,385.0,345.0,350.0,344.9999999999998,350.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,450.0,450.0,450.00000000000006,450.0,315.0,355.0,370.0,400.0,435.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,455.0,350.0,335.0,350.0000000000007,320.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,350.0,350.0,350.0,350.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,400.0,400.0000000000002,400.0000000000002,380.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,334.9999999999998,355.0
500.0,500.0,461.111111111114,311.1111111111123,311.11111111111114,334.9999999999999,356.11111111111217,316.11111111111103,349.99999999999994,345.0,363.92636312535126,296.11111111111103,336.1111111111111,350.0,311.11111111111103,374.99999999999994,400.0,399.99999999999994,400.0,399.9999999999999,400.0,399.9999999999999,400.0000000000002,380.0
500.0,500.0,500.0,311.1111111111123,311.11111111111114,361.11111111111205,340.0,400.0,385.0,390.0,371.0736368746487,385.0,398.88888888888886,385.0,370.0,360.0,335.0,335.0,335.0,335.0,332.5,335.0,334.99999999999966,354.99999999999994
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,300.0000000000001,300.0,300.0,300.00000000000017,317.5,300.0,300.0,280.00000000000006
500.0,500.0,500.0,500.0,461.11111111111137,499.44444444444514,123.63125351321031,200.0,200.0,231.1111111111111,137.81525201424023,200.0,164.33333333333348,240.00000000000006,164.33333333333348,236.11111111111097,250.0,164.33333333333343,250.0,355.0,252.5,355.00000000000017,355.00000000000017,375.0000000000001
500.0,500.0,500.0,500.0,500.0,500.0,263.6312535132103,200.0,200.0,188.88888888888889,288.9263631253513,200.0,400.0,350.0,400.0,388.888888888889,350.0,400.0,350.0,200.0,372.5,269.99999999999983,269.9999999999998,245.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,320.00000000000017,320.0000000000003,345.0
350.0,261.1111111111134,261.1111111111133,261.1111111111123,261.11111111111114,292.2222222222228,311.11111111111234,350.0,350.0,318.27160493827205,350.0,350.0,350.0,350.0,350.0,350.0,318.2716049382724,350.0,350.0,350.0,350.0,329.8444444444446,329.84444444444455,310.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,380.0000000000001
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,455.0,415.0,446.1111111111111,420.55555555555554,415.0,400.0,240.00000000000006
500.0,500.0,500.0,500.0,500.0,500.0,500.0,450.0,435.0,450.0,450.0,450.0,450.0,450.0,400.0,450.00000000000045,450.00000000000045,210.0,250.0,210.0,244.44444444444443,250.0,315.0,364.99999999999994
500.0,500.0,500.0,500.0,500.0,480.0,500.0,350.0,200.0,350.0,350.0,350.0,200.0,350.00000000000034,300.0,325.0,265.0,425.0,400.0,425.0,400.0,400.0,350.0000000000001,350.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,450.0,355.0,415.0,410.0,420.0,410.0,420.0,420.0,450.0,450.0
