Column1
23920.25925314552
23361.694914504238
24000.0
23991.11111111111
24000.0
22922.11111111111
23996.11111111111
23961.11111111111
23666.11111111111
23034.933333333334
23327.77777777778
23364.166666666664
23706.11111111111
23726.11111111111
23341.111111111208
22883.058479532174
22644.722222222255
23065.391111111145
22741.11111111128
23116.111111111197
