Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,645.0
1000.0,1000.0,1000.0,1000.0,1000.0,606.1111111111111,625.0,655.0,650.0,431.1111111111111
1000.0,1000.0,315.0,625.0,625.0,504.9999999977704,480.0,460.0,485.0,590.0
1000.0,770.0,685.0,450.0,461.1111111111111,465.0000000022296,503.52182539682576,620.0,620.0,556.1111111111111
1000.0,1000.0,1000.0,585.0,585.0,601.1111111088815,582.5892857142852,400.0,400.0,553.8888888888889
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,581.1111111111111,570.0000000000002,538.6111111111111
650.0,650.0,650.0,650.0,650.0,650.0,650.0,623.8888888888889,590.0,590.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,600.0,600.0
1000.0,1000.0,500.0,752.5,595.8904109589035,645.0,705.0,691.1111111111111,500.0,500.0
1000.0,950.0,600.0,367.5,524.1095890410965,475.0,415.0,550.0,573.0555555555554,600.0
1000.0,1000.0,1000.0,644.6499999999991,535.0,620.0,590.0,550.0,620.0,550.0
1000.0,1000.0,900.0,640.3500000000009,750.0,645.0,595.0,668.0555555555554,650.0000000000003,625.0000000000001
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,690.0,601.1111111111109,650.0,615.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,666.9444444444446,666.1111111111107,670.0
1000.0,1000.0,950.0,911.1111111111111,620.0,650.0,610.0,618.0555555555554,635.0000000000003,650.0
1000.0,1000.0,1000.0,1000.0,615.0,660.0000000022296,625.0,636.9444444444446,634.9999999999997,620.0
1000.0,1000.0,1000.0,1000.0,1000.0,474.99999999777026,515.5555555555555,598.0555555555554,600.0000000000002,590.0
1000.0,1000.0,1000.0,1000.0,850.0,645.0000000022302,500.0,426.9444444444446,500.0,516.111111111111
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,520.0,525.0000000000001,586.1111111111109,600.0
650.0,650.0,650.0,650.0,650.0,650.0,646.1111111111111,500.0,500.0,500.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,553.0555555555555,700.0,680.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,350.6521739130435,463.05555555555554,355.00000000000006,455.0
1000.0,1000.0,1000.0,1000.0,800.0,800.0,754.3478260869565,650.0,650.0,620.0
1000.0,1000.0,1000.0,1000.0,850.0,850.0,850.0,816.9444444444445,755.0,745.0
