Column1,Column2,Column3,Column4,Column5
1000.0,50.0,50.00000000000125,50.0,50.00000000000125
100.0,100.0,100.0,100.0,100.0
150.0,150.0,150.0,150.0,150.0
1000.0,170.0,170.0,170.0,170.0
1000.0,1000.0,150.0,150.0,150.0
100.0,100.0,100.0,100.0,100.0
50.0,50.0,50.0,50.0,50.0
150.0,150.0,150.0,150.0,150.0
250.0,250.0,250.0,250.0,250.0
350.0,290.0,315.0,205.0,200.0
1000.0,300.0,265.0,230.0,300.0
1000.0,350.0,350.0,345.0,275.0
