Column1,Column2
500.0,500.0
500.0,468.36830999999995
500.0,420.129636
500.0,468.394674
500.0,378.47379
500.0,428.300616
500.0,472.93901400000004
500.0,500.0
500.0,500.0
500.0,500.0
500.0,492.81501000000003
500.0,446.6305350710292
500.0,451.8937800000001
500.0,500.0
500.0,430.8436200000001
500.0,436.00036
500.0,326.81431
500.0,248.3248799999999
250.0,0.0
500.0,217.1150295381697
500.0,357.41595188851295
500.0,278.09851000000003
500.0,441.71477400000003
500.0,480.16639300000145
