Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
1000.0,1000.0,1000.0,1000.0,1000.0,888.8888888888891,250.0,250.0,250.0,245.44859723391806,250.0,232.09929974473874,246.19439939017593,217.3892300328693,218.1135864115157
300.0,300.0,300.0,300.0,300.0,300.0,255.0,255.0,255.0,259.55140276608194,255.0,272.90070025526126,258.80560060982407,212.38923003286925,213.11358641151497
1000.0,1000.0,1000.0,1000.0,1000.0,201.11111111111086,250.0,251.30848233997563,258.2516996639799,275.662513877193,266.25000000000006,277.9007002552613,263.8056006098241,292.61076996713075,291.88641358848525
1000.0,1000.0,1000.0,1000.0,100.01555732498849,241.11111111111092,234.30072463768124,233.04092163345507,226.3560121191714,210.02076394736798,218.6552717391304,207.4380113035105,221.65712144403156,169.99999999999957,166.8864138110547
1000.0,1000.0,1000.0,1000.0,1000.0,205.0,250.0,251.30848233997574,258.2516996639799,275.662513877193,266.25,277.9007002552613,263.8056006098242,304.3609405391211,306.1401263183732
300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,259.551402766082,255.0,242.0702987865552,243.6111111111111,272.38923003286925,271.9444446633106
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,245.448597233918,250.0,174.04081232455587,172.5,132.61076996713075,133.05555533668945
1000.0,1000.0,1000.0,1000.0,1000.0,311.4141414141414,319.33175399479705,329.9999999999999,329.24830033602,200.0,200.0,280.9591876754441,282.49999999999994,270.00000000000017,270.0000000000001
1000.0,1000.0,1000.0,1000.0,238.88895561791955,178.5858585858586,173.8888888888889,160.88085356884014,160.75169966398,250.0,253.70583937198057,209.040812324556,207.50000000000006,220.0,220.0
1000.0,1000.0,239.99999999999991,305.0000000000001,251.11104438208022,288.5858585858585,251.1111111111111,310.0,310.7516996639799,250.0,307.5,306.1111111111111,317.49999999999994,305.0,305.0
1000.0,650.0,300.0,300.0,300.0000591269894,300.0,300.0,240.0,300.0,300.0,242.5,259.9999999999999,273.3748413805472,300.0,300.0
1000.0,661.1111111111086,500.0000000000002,496.11111111111177,500.0,500.0,500.0,400.0,350.0,350.0,397.5,380.0000000000001,341.8614283500167,346.1111111111111,345.00018970848004
1000.0,700.0000000000026,326.11111111111103,400.0000000000002,400.0,323.9393939393941,400.0,272.4074074074074,315.0,400.0,227.50000000000023,209.37952388332792,228.1385716499833,250.0000000000001,251.1110541985678
991.1111111111111,1000.0,350.0,226.11111111111165,270.0000000000001,328.5858585858585,270.0,353.7037037037037,335.35941144713127,253.05555555555554,398.61111111111086,405.6204761166721,386.8614283500167,364.9999999999999,363.88888888888795
1000.0,1000.0,150.0,335.0,365.0000000000001,363.58585858585855,335.0,313.7037037037037,395.37584983198997,398.05555555555554,400.0,400.0,328.1385716499833,350.00000000000034,351.11111111111205
1000.0,575.2631578947373,450.0,300.0,269.9999999999999,255.0,300.0,326.2962962962963,215.37584983198997,236.94444444444446,225.0000000000001,230.2453174972195,282.3520633444557,215.00000000000009,200.0000000037086
1000.0,550.0,550.0,221.441897000344,227.66049716071825,335.0000000000001,321.41025641025624,350.0,334.62415016801003,313.05555555555554,250.0,250.0,245.0,334.9999999999999,350.0
1000.0,1000.0,1000.0,271.44189700034445,277.66049716071814,185.0,171.41025641025632,213.26388888888886,235.3758498319899,256.9444444444444,250.0,250.00000000000006,265.62047611667225,210.5555555555555,214.9999999962913
1000.0,1000.0,1000.0,968.5581029996561,962.339502839282,305.0,318.5897435897438,290.0,254.62415016801017,233.0555555555556,200.0,200.0,200.0,279.4444444444445,275.00000000370864
224.73684210526267,250.0,250.0,250.0,250.0,250.0,250.0,250.0,167.7724659787968,178.5567632850241,250.0,250.0,249.3795238833277,175.55555555555554,178.05555555555506
300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,280.9420289855073,280.94202898550725,255.0,255.0,244.3795238833277,240.55555555555554,239.99999999629583
1000.0,1000.0,1000.0,997.1014492753629,219.39393939393867,273.93939393939394,303.5897435897439,305.0,324.0579710144927,324.05797101449275,260.0000000000001,260.6204761166723,260.6204761166723,265.3102380583361,200.0
1000.0,1000.0,1000.0,232.1014492753617,250.0000000000001,250.0,250.0,230.00000000000003,219.0579710144927,219.05797101449275,250.0,240.0,240.0,240.0,250.0
1000.0,1000.0,450.0,272.8985507246382,300.0,300.0,300.0,300.0,285.9420289855073,285.94202898550725,300.0,300.0,300.0,300.0,300.0
