c[1],c[2],c[3],c[4],c[5],c[6],c[7],c[8],c[9],c[10],c[11],c[12],c[13],c[14],c[15],c[16],c[17],c[18],c[19],c[20],c[21],c[22],c[23],c[24],c[25],c[26],c[27],c[28],c[29],c[30],c[31],c[32],c[33],c[34],c[35],c[36],c[37],c[38],c[39],c[40],c[41],c[42],c[43],c[44],c[45],c[46],c[47],c[48],c[49],p[1],p[2],p[3],p[4],p[5],p[6],p[7],p[8],p[9],p[10],p[11],p[12],p[13],p[14],p[15],p[16],p[17],p[18],p[19],p[20],p[21],p[22],p[23],p[24],p[25],p[26],p[27],p[28],p[29],p[30],p[31],p[32],p[33],p[34],p[35],p[36],p[37],p[38],p[39],p[40],p[41],p[42],p[43],p[44],p[45],p[46],p[47],p[48],p[49],h[1],g_plus[1],g_minus[1],dr[1],μ[1],μ[2],μ[3]
28418.95325693439,28418.95325693439,28418.95325693439,28418.95325693439,3.139502987010191,86.5,3.136726145604182,3.151481706316778,3.151481706316778,3.151481706316778,3.151481706316778,3.151481706316778,452.4105906412874,3.860001060649017,3.8570692732335274,3.885436579734737,1050.0694365797347,3.858622215261213,3.861855189863687,3.8642481481787634,376.5271368139997,67.6,154.8,1.4,133.5,1607.4507003048625,1607.4507003048625,1607.4507003048625,4723.980642064809,4723.980642064809,92.4,3.137170962519068,845.1106395660233,845.1106395660233,845.1106395660233,845.1106395660233,3940.568439131887,3.874485901086607,1250.2079214201722,3.86987408109632,3.86987408109632,3.86987408109632,3.86987408109632,3.86987408109632,3.1448599406191406,3.1506425605125834,4234.146441813686,2306.5278879611424,2306.5278879611424,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,86.67409663987485,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,11.346096639874842,0.17409663987484075,0.17409663987484075,0.17409663987484075,18.17409663987484,0.17409663987484075,0.17409663987484075,0.17409663987484075,7.374096639874841,67.77409663987484,154.97409663987486,1.5740966398748406,133.67409663987485,52.199096639874845,52.199096639874845,52.199096639874845,178.73409663987485,178.73409663987485,92.57409663987485,0.17409663987484075,31.066096639874843,31.066096639874843,31.066096639874843,31.066096639874843,128.7659966646889,0.17409663987484075,26.17409663987484,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,441.4590966398749,67.67409663987485,67.67409663987485,0.17409663987484075,0.0,0.38688142194409053,300.6963865594994,100.17409663987485,100.17409663987485,100.17409663987485
3.136618205687464,3.136618205687464,3.136618205687464,3.136618205687464,3.139502987010191,86.5,0.0,771.9305345063168,771.9305345063168,771.9305345063168,771.9305345063168,392.61097935896305,3.151481706316778,0.0,3.8570692732335274,0.0,0.0,0.0,0.0,3.8642481481787634,0.0,67.6,154.8,1.4,133.5,1354.3910241601252,0.0,0.0,5610.052328205549,5610.052328205549,92.4,0.0,0.0,0.0,0.0,3.182809526179059,3595.668023860953,0.0,0.0,3.86987408109632,3.86987408109632,3.86987408109632,3.86987408109632,3.86987408109632,332.7884698311466,384.96824999804113,4617.214280267246,2306.5278879611424,2306.5278879611424,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,86.67409663987485,0.0,28.09409663987484,28.09409663987484,28.09409663987484,28.09409663987484,8.20590336012516,0.17409663987484075,0.007513362904367452,0.17409663987484075,0.0,0.0,0.0,0.0,0.17409663987484075,0.0,67.77409663987484,154.97409663987486,1.5740966398748406,133.67409663987485,39.02,0.0,0.0,223.54819327974968,223.54819327974968,92.57409663987485,0.0,0.0,0.0,0.0,0.17409663987484075,114.73190002481407,0.0,0.0,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,5.075903360125159,7.80590336012516,498.54819327974974,67.67409663987485,67.67409663987485,0.0,0.0,0.0,291.9276874160366,100.17409663987485,100.17409663987485,91.40539749641204
3.136618205687464,3.136618205687464,3.136618205687464,3.136618205687464,3.139502987010191,86.5,3.136726145604182,771.9305345063168,771.9305345063168,771.9305345063168,771.9305345063168,3.151481706316778,3.151481706316778,3.860001060649017,3.8570692732335274,3.885436579734737,3.885436579734737,3.858622215261213,3.861855189863687,3.8642481481787634,3.1451776669869145,67.6,154.8,1.4,133.5,3.2163805812461224,2693.5781142946207,3118.1323855812466,6506.5314430282615,3.4174056188936075,92.4,3.137170962519068,992.8668090744086,841.7819631701252,841.7819631701252,841.7819631701252,4.104483231058858,3.874485901086607,3.899921420172319,3.86987408109632,3.86987408109632,3.86987408109632,3.86987408109632,3.86987408109632,3.1448599406191406,3.1506425605125834,5000.282118720806,3.9753879611420686,3.9753879611420686,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,86.67409663987485,0.17409663987484075,28.09409663987484,28.09409663987484,28.09409663987484,28.09409663987484,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,67.77409663987484,154.97409663987486,1.5740966398748406,133.67409663987485,0.17409663987484075,108.42378144676002,130.22409663987486,268.3622899196245,0.17409663987484075,92.57409663987485,0.17409663987484075,38.788096639874844,30.892000000000003,30.892000000000003,30.892000000000003,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,555.6372899196245,0.17409663987484075,0.17409663987484075,0.0,0.0,0.0,300.6963865594994,100.17409663987485,100.17409663987485,100.17409663987485
3.136618205687464,3.136618205687464,3.136618205687464,3.136618205687464,0.0,86.5,3.136726145604182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.6,154.8,1.4,133.5,0.0,2438.0160712655293,3118.1323855812466,0.0,9499.422752821698,92.4,0.0,841.7819631701252,690.8109247642269,690.8109247642269,690.8109247642269,0.0,0.0,3.899921420172319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5092.120591813685,0.0,0.0,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.0,86.67409663987485,0.17409663987484075,0.009114095913698723,0.009114095913698723,0.009114095913698723,0.009114095913698723,0.0,0.0,0.007513362904367452,0.0,0.0,0.007466286978340085,0.0,0.0,0.0,0.0,67.77409663987484,154.97409663987486,1.5740966398748406,133.67409663987485,0.0,95.24468480688518,130.22409663987486,0.0,415.28516800625766,92.57409663987485,0.0,30.892000000000003,22.995903360125162,22.995903360125162,22.995903360125162,0.0,0.0,0.17409663987484075,0.007495019649507037,0.007495019649507037,0.007495019649507037,0.007495019649507037,0.007495019649507037,0.0,0.0,569.3240966398748,0.0,0.0,0.0,0.0,0.0,190.760076376574,100.17409663987485,90.41188309682431,0.0
0.0,0.0,0.0,0.0,0.0,86.1518067202503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.2518067202503,154.45180672025032,1.085903360125159,133.1518067202503,0.0,0.0,0.0,9220.407192960127,8574.93662016293,92.05180672025031,0.0,690.8109247642269,690.8109247642269,690.8109247642269,841.7819631701252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4709.052753360125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.32590336012515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.42590336012515,154.62590336012516,1.2599999999999998,133.32590336012515,0.0,0.0,0.0,401.76,370.47107136638283,92.22590336012516,0.0,22.995903360125162,22.995903360125162,22.995903360125162,30.892000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.235,0.0,0.0,0.0,26.391201607508865,0.0,0.0,0.0,0.0,0.0
3.136618205687464,3.136618205687464,3.136618205687464,3.136618205687464,3.139502987010191,86.5,3.136726145604182,3.151481706316778,3.151481706316778,3.151481706316778,3.151481706316778,3.151481706316778,3.151481706316778,3.860001060649017,3.8570692732335274,3.885436579734737,3.885436579734737,3.858622215261213,3.861855189863687,3.8642481481787634,3.1451776669869145,67.6,154.8,1.4,133.5,3.2163805812461224,3.2163805812461224,3.2163805812461224,10144.893325618896,9499.422752821698,92.4,3.137170962519068,841.7819631701252,841.7819631701252,841.7819631701252,992.8668090744086,4.104483231058858,3.874485901086607,3.899921420172319,3.86987408109632,3.86987408109632,3.86987408109632,3.86987408109632,3.86987408109632,3.1448599406191406,3.1506425605125834,5092.120591813685,3.9753879611420686,3.9753879611420686,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,86.67409663987485,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,67.77409663987484,154.97409663987486,1.5740966398748406,133.67409663987485,0.17409663987484075,0.17409663987484075,0.17409663987484075,446.5740966398748,415.28516800625766,92.57409663987485,0.17409663987484075,30.892000000000003,30.892000000000003,30.892000000000003,38.788096639874844,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,569.3240966398748,0.17409663987484075,0.17409663987484075,23.57798480688314,0.0,0.0,300.6963865594994,100.17409663987485,100.17409663987485,100.17409663987485
3.136618205687464,3.136618205687464,3.136618205687464,3.136618205687464,0.0,86.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8642481481787634,0.0,67.6,154.8,1.3659033601251593,133.5,0.0,0.0,1351.0480909903877,9220.407192960127,8574.93662016293,92.4,0.0,690.8109247642269,690.8109247642269,690.8109247642269,841.7819631701252,0.0,0.0,0.0,3.86987408109632,3.86987408109632,3.86987408109632,3.86987408109632,3.86987408109632,0.0,0.0,5092.120591813685,3.9753879611420686,3.9753879611420686,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.0,86.67409663987485,0.0,0.009114095913698723,0.009114095913698723,0.009114095913698723,0.009114095913698723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17409663987484075,0.0,67.77409663987484,154.97409663987486,1.54,133.67409663987485,0.00893963829837765,0.0,38.84590336012516,401.76,370.47107136638283,92.57409663987485,0.0,22.995903360125162,22.995903360125162,22.995903360125162,30.892000000000003,0.0,0.0,0.0,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.17409663987484075,0.0,0.0,569.3240966398748,0.17409663987484075,0.17409663987484075,23.4038881670083,0.0,0.0,156.64940886094683,56.30121558119714,100.17409663987485,0.0
0.0,0.0,0.0,0.0,0.0,86.1518067202503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.2518067202503,154.45180672025032,1.0518067202503185,133.1518067202503,0.0,0.0,0.0,9988.243202797097,7663.769330441621,92.05180672025031,0.0,690.8109247642269,690.8109247642269,690.8109247642269,690.8109247642269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5092.120591813685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.32590336012515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.42590336012515,154.62590336012516,1.2259033601251592,133.32590336012515,0.0,0.0,0.0,438.9805444006489,325.656974726508,92.22590336012516,0.0,22.995903360125162,22.995903360125162,22.995903360125162,22.995903360125162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.3240966398748,0.0,0.0,23.22979152713346,0.0,0.0,0.17409663987484075,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,86.1518067202503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.2518067202503,154.45180672025032,1.0518067202503185,133.1518067202503,0.0,0.0,0.0,9926.390054074567,6756.198120956369,92.05180672025031,0.0,0.0,0.0,690.8109247642269,690.8109247642269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5092.120591813685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.32590336012515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.42590336012515,154.62590336012516,1.2259033601251592,133.32590336012515,0.0,0.0,0.0,435.9822376803953,280.84287808663316,92.22590336012516,0.0,0.0,0.0,22.995903360125162,22.995903360125162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.3240966398748,0.0,0.0,23.055694887258618,0.0,0.0,0.17409663987484075,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,86.1518067202503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.2518067202503,154.8,1.085903360125159,133.1518067202503,0.0,0.0,0.0,9092.46902833599,5859.719006133657,92.05180672025031,0.0,0.0,690.8109247642269,0.0,690.8109247642269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5092.120591813685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.32590336012515,0.0,0.0,0.0,0.0,0.0,0.009114095913698723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.42590336012515,154.97409663987486,1.2599999999999998,133.32590336012515,0.0,0.0,0.0,395.55824848545296,236.02878144675833,92.22590336012516,0.0,0.0,22.995903360125162,0.0,22.995903360125162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.3240966398748,0.0,0.0,22.881598247383778,0.0,0.0,0.17409663987484075,0.0,0.0,0.0
