Column1,Column2,Column3,Column4,Column5,Column6,Column7
2000.0,1878.0889621087324,1878.0889621087301,1661.3863895577229,248.8817781617622,282.2434069833585,441.2943444771139
500.0,500.0,500.0,500.0,350.0000000000001,350.0,300.0
2000.0,1538.4615384615383,1150.9501043363935,918.5819986353674,970.0,928.0339576468511,312.19512195121956
2000.0,1921.875,0.0,193.7982111531144,250.3499999999999,176.33754302835982,226.19512195121945
2000.0,1615.3846153846152,1428.9940828402366,1076.345418093763,1006.0739644970415,290.3499965686995,327.8048780487805
500.0,500.0,500.0,500.0,500.0,350.0000000000002,300.0
450.0,450.0,450.0,450.0,450.0,450.0,300.0
2000.0,1538.4615384615383,1107.6923076923076,984.6153846153845,984.6153846153845,923.0769230769232,372.6216446827777
2000.0,1966.6666666666667,0.0,228.44444444444426,164.11111111111106,204.99999999999972,232.3783553172222
2000.0,735.0,449.99999999999994,367.93333333333345,400.0,400.0000000000002,400.0
2000.0,850.0,534.0,258.4444444444438,292.0052839175412,350.0,350.0
2000.0,2000.0,2000.0,550.0,550.0,550.0000000000002,550.0
2000.0,2000.0,2000.0,800.0,550.0,550.0000000000001,550.0
2000.0,2000.0,2000.0,820.0,616.1553684523084,614.5444393510521,530.0
2000.0,2000.0,2000.0,600.0,450.0,449.99999999999955,450.0
2000.0,850.0,561.7749569708005,215.9333333333336,350.0,350.0000000000002,350.0
2000.0,750.0,483.0271084337619,388.0,335.0812123241796,398.9358477060098,400.0
2000.0,2000.0,6.972891566238104,217.0,279.6243581156508,261.64902616515224,203.72511572071534
2000.0,1615.3846153846152,1287.650602409597,980.0,1069.10582719357,160.00000000000057,372.7905586708073
450.0,450.0,450.0,450.0,450.0,402.7895667284336,300.0
500.0,500.0,500.0,500.0,500.0,500.0,350.0
2000.0,1538.4615384615383,1107.7666295057597,1003.3444816053511,1000.0,1000.0,293.9333471565735
2000.0,1937.7777777777778,63.93719806763289,87.17391304347825,89.99999999999989,89.99999999999989,191.62632165269534
2000.0,565.0,441.06280193236705,487.82608695652175,485.0000000000001,485.0000000000001,420.0946600781765
