Column1,Column2,Column3,Column4,Column5,Column6
1000.0,1000.0,1000.0,1000.0,50.0,50.0
1000.0,1000.0,160.91270555555582,165.15191631504945,155.0,234.99999999999892
1000.0,219.9999999999999,260.9127055555558,260.15191631504945,251.2807431498842,255.30383263010108
1000.0,240.00000000000023,254.28571428571436,254.99999999999855,220.0,239.99999999999994
1000.0,1000.0,215.0,220.00000000000136,255.0,210.0
1000.0,1000.0,255.0,255.00000000000136,255.0,255.0
1000.0,100.00000000000065,119.99999999999989,161.22419913696,161.2241991369596,190.91081672238022
1000.0,1000.0,1000.0,232.3353102480709,232.33531024807115,280.91081672238107
311.6269841269844,300.00000000000034,299.9999999999998,170.0000000000002,170.0,170.0000000000001
1000.0,1000.0,1000.0,933.77580086304,933.7758008630399,904.0891832776198
1000.0,1000.0,1000.0,1000.0,1000.0,354.99999999999994
1000.0,1000.0,285.0000000000006,299.99999999999477,300.00000000000045,150.0000000000001
1000.0,585.0000000000002,276.1111111111106,279.94345598708026,279.94345598707537,340.0000000000009
1000.0,605.0000000000002,270.00000000000006,360.0000000000007,360.0000000000008,360.00000000000045
1000.0,1000.0,350.0,200.00000000000023,199.99999999999977,200.0
1000.0,1000.0,1000.0,405.00000000000045,405.0000000000001,405.0
1000.0,1000.0,1000.0,105.00000000000023,104.99999999999994,105.00000000000006
1000.0,1000.0,300.0000000000001,370.0,370.0,351.1111111111103
1000.0,1000.0,199.99998571428483,179.99999999999966,200.00000000000057,259.99999999999994
1000.0,1000.0,1000.0,1000.0,999.0230894802138,95.00000000000014
219.99999999999994,219.99999999999994,190.0,190.00000000000017,190.00000000000063,220.00000000000023
1000.0,1000.0,910.0,910.0000000000002,910.0000000000008,785.0000000000001
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
354.2857142857145,385.0000000000002,385.0000028571431,385.0,385.0,370.0000000000001
