Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,600.0,600.0000000000002,600.0,600.0000000000002,600.0,600.0,600.0
1000.0,1000.0,1000.0,1000.0,698.8888888888887,650.0,610.0,650.0,625.0,395.0000000000004,394.9999999999995,395.0,390.0,394.9999999999999,395.0,423.47222222222115
1000.0,1000.0,1000.0,1000.0,216.11111111111128,310.0,350.0,344.99999999999994,296.1249998811752,500.0,535.0000000000005,543.8635514455187,595.0000000000011,500.00000000000193,500.0,550.0000000000002
1000.0,1000.0,1000.0,916.1111111111113,720.0000000000002,570.0000000000005,370.0,620.5924520345776,616.1111111111138,525.0,511.1111111111112,453.3840082200736,369.99999999999994,491.11111111111035,515.3355902777778,530.0
1000.0,1000.0,1000.0,1000.0,1000.0,365.8730158730162,453.8461538461538,344.99999999999994,360.000000000004,415.3703703703704,488.88888888888914,546.6159917799264,501.7624216725319,445.00000000000045,499.99999999999966,460.0
1000.0,1000.0,1000.0,975.0,1000.0,650.0,588.4188034188035,650.0,650.0,650.0,606.1111111111109,548.3840082200736,535.0,649.9999999999995,495.0,570.0
950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,488.88888888888914,546.6159917799264,559.9999999999889,445.0000000000004,600.0,550.0
1000.0,1000.0,1000.0,985.0352112676055,1000.0,1000.0,1000.0,999.9999999999995,700.0000000000002,700.0,656.1111111111109,598.3840082200736,585.0000000000114,699.9999999999995,545.0,640.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,451.12499999999966,403.2593750000013,428.88888888888897,551.8518518518517,484.6743447192845,433.88888888888425,545.2086805555557,430.55555555555685
1000.0,765.0,919.9647887323945,714.9647887323945,829.9647887323945,654.9647887323945,889.9647887323945,770.8148850938226,458.8750000000017,545.0,556.1111111111113,428.14814814814844,493.21838319591257,495.0,464.7913194444442,550.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,209.18511490617738,566.1249999999986,503.96284722222185,440.0653364632235,627.9629629629627,531.7816168040875,602.4930555555547,560.4399305555559,539.4444444444454
1000.0,1000.0,1000.0,1000.0,1000.0,945.238095238095,1000.0,800.2962260172885,608.8750000000014,602.148263888886,674.869327073553,547.0370370370373,603.2183831959128,538.6180555555577,585.23125,576.1111111111093
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,459.98611109870876,509.3704861111118,447.8538781298895,579.0740740740741,598.2183831959117,599.7291666666692,595.4399305555553,600.0000000000005
1000.0,921.0758998435056,1000.0,1000.0,1000.0,920.4365079365081,1000.0,1000.0,770.0000000000009,770.0,820.0,582.9629629629629,620.0,620.0,620.0,620.0
1000.0,950.0000000000009,1000.0,807.7777777777778,791.1111111111111,727.3809523809525,600.0,684.9999999999958,679.9861111111195,600.0,550.0000000000002,550.0,600.0000000000002,600.0,595.4399305555557,600.0000000000011
1000.0,1000.0,1000.0,27.77777777777777,223.8888888888889,357.6190476190475,575.0,440.0000000000042,445.0138888888814,608.888888888888,550.0,550.0000000000002,570.0000000000009,574.9999999999998,575.0,563.6111111111102
1000.0,1000.0,1000.0,827.7777777777778,550.0,722.6190476190475,550.0,550.0000000000011,550.0,495.0,550.0,550.0,550.0,550.0,550.0,550.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,444.30555555555566,450.0,450.000000000001,566.1111111111115,545.0,544.9999999999999,500.0,450.0,450.0,450.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,539.3055555555557,471.62977018764525,545.0000000000014,424.9999999999999,429.99999999999875,470.0000000000001,491.11111111112007,509.9999999999992,481.61073495375797,522.4999999999997
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,440.00000000000006,419.9999999999982,500.00000000000006,550.0000000000011,509.9999999999999,540.0,515.0,519.1647858795753,483.61111111111137
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,500.0,455.0,486.1111111111129,395.0000000000024,453.055555555556,473.05555555555594,448.05555555555577,448.7037037037041,456.7785300925926,499.99999999999955
1000.0,1000.0,1000.0,1000.0,550.0,700.0000000000002,502.5,539.4813409234661,508.8888888888892,599.9999999999977,550.0,549.9999999999997,550.0,549.9999999999997,550.0,522.5000000000007
1000.0,1000.0,1000.0,1000.0,400.0,205.87301587301613,382.50000000000006,480.51865907653394,406.1111111111137,343.0555555555569,414.9999999999979,455.0,479.3486894385809,415.0,444.6335319262307,383.4983498349827
1000.0,1000.0,984.9999999999999,1000.0,1000.0,664.1269841269839,617.5,450.0,643.8888888888869,650.0,650.0000000000002,610.0,600.0,650.0,620.3664680737693,611.5016501650165
