Column1,Column2,Column3
1000.0,950.0000000000025,1000.0
1000.0,1000.0,1000.0
1000.0,1000.0,1000.0
1000.0,1000.0,1000.0
1000.0,1000.0,1000.0
1000.0,1000.0,1000.0
1000.0,1000.0,1000.0
1000.0,1000.0,1000.0
1000.0,1000.0,1000.0
1000.0,1000.0,950.0
1000.0,1000.0,871.1111111111111
1000.0,900.0,900.0
