Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
1000.0,1000.0,550.0,550.0,500.0,499.99999999999966,546.7729351627656,500.0
1000.0,700.0,200.0,200.0,305.0,320.00000000000045,320.7923056228141,320.0
1000.0,952.3809523809471,846.5608465608418,800.0,450.0,450.0,323.2270648372343,399.99999999999983
1000.0,829.5454545454545,730.0,730.0,730.0,730.0,401.7729351627657,316.1111111111105
1000.0,777.7777777777777,700.0,700.0,700.0,700.0,700.0,365.5148494388726
1000.0,701.7543859649144,700.0,700.0,700.0,700.0,700.0,700.7700770077012
850.0,600.0000000000001,600.0,599.9999999999999,600.0000000000001,600.0,600.0,600.0
1000.0,722.2222222222222,650.0,650.0,650.0000000000001,650.0,650.0,650.0
1000.0,750.0,600.0,600.0,600.0,600.0,600.0,600.000006969257
1000.0,785.7142857142858,617.3469387755102,550.0,550.0,550.0,550.0,550.0
1000.0,923.2804232804315,923.2804232804314,769.4003527336928,689.6551724137747,641.1669606114107,641.1669606114107,480.8752204585579
1000.0,1000.0,1000.0,580.9292929292928,369.6822773186409,350.0,361.1111111111111,350.0
1000.0,1000.0,1000.0,500.0,300.0,300.0,300.0,300.0000000000002
1000.0,1000.0,1000.0,670.0,493.1460211075871,320.0,320.0,320.0000000000002
1000.0,1000.0,1000.0,500.0,300.0,300.0,300.0,299.99999999999983
1000.0,833.3333333333334,709.8765432098766,694.4444444444445,578.7037037037037,553.295855379169,500.0,500.0
1000.0,785.7142857142858,617.3469387755102,550.0,550.0,550.0,550.0,550.0
1000.0,750.0,600.0,600.0,600.0,600.0,600.0,600.0
895.522388059702,650.0,650.0,650.0,650.0,650.0,650.0,650.0
850.0,600.0000000000001,599.9999999999999,600.0,600.0000000000001,600.0000000000001,600.0,600.0
1000.0,701.7543859649129,700.0,700.0,700.0,700.0,700.0,700.0000000000001
1000.0,1000.0,777.7777777777777,700.0,700.0,632.2939618515484,663.858987997265,426.97959230445355
1000.0,1000.0,1000.0,851.9465757317419,941.1764705882354,482.7060381484516,493.3257562707929,300.0
1000.0,1000.0,1000.0,1000.0,625.0000000000001,497.7060381484516,466.141012002735,549.9999999999989
