Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40
1000.0,1000.0,1000.0,1000.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1000.0,1000.0,1000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
1000.0,1000.0,715.0,715.0,720.0,700.0,709.9999999999998,170.0,170.0,170.0,170.0,170.0,170.0,170.0,169.99999999999997,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,169.99999999999997,170.0,169.99999999999997
1000.0,1000.0,135.0,135.0,130.0,150.0,140.00000000000023,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
1000.0,0.0,97.09335899903635,75.0,65.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1000.0,920.0,822.9066410009635,822.9066410009635,822.9066410009635,50.0,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,49.999999999999986,50.0,50.0,50.0,49.999999999999986,50.0,50.0,50.0,50.0,50.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,142.49999999999952,142.5,143.22222222222226,144.9999999999999,138.055555555556,140.37037037037058,144.99999999999994,142.4074074074074,149.9999999999999,137.96296296296302,150.0,143.88888888888894,124.99999999999994,149.9999999999999,132.49999999999983,150.0,142.03703703703678
1000.0,831.1111111111111,820.0,820.0,820.0,740.0,740.0,247.49999999999983,249.99999999999974,250.0,231.52207930378825,250.0,231.40262893359437,247.50000000000006,250.0000000000001,249.99999999999847,241.11111111110958,250.0,250.00000000000009,249.9999999999994,250.0,220.37037037037004,250.00000000000009,212.50000000000054,212.50000000000006,211.7777777777778,210.00000000000017,250.0,249.99999999999994,243.0555555555556,222.59259259259292,246.08288648093688,217.03703703703664,215.00000000000009,211.111111111111,250.00000000000006,250.00000000000003,235.00000000000006,247.12962962962874,245.0
350.0,350.0,350.0,350.0,350.0,350.0,350.0,207.4999999999998,200.0,200.0,223.47792069621178,200.00000000000034,223.5973710664054,207.49999999999994,200.0000000000001,205.0000000000009,213.8888888888904,200.0,200.0,200.0,200.0,234.62962962962993,200.0,242.50000000000045,242.49999999999994,216.4444444444444,215.55555555555526,200.0000000000001,200.0,200.0,200.00000000000034,188.91711351906315,199.75308641975442,200.0000000000001,200.0,200.0,177.4999999999998,200.0,200.0,200.0
1000.0,1000.0,1000.0,909.0909090909075,909.0909090909091,909.0909090909091,305.00000000000006,293.61111111111177,300.00000000000006,300.00000000000006,300.00000000000006,300.00000000000006,300.00000000000006,293.6111111111111,300.00000000000006,291.11111111111313,300.00000000000006,300.0000000000001,300.00000000000006,300.0,261.11111111111154,240.37037037037047,284.02777777777777,247.49999999999946,247.50000000000006,248.2222222222222,250.00000000000006,224.99999999999994,224.99999999999994,224.99999999999994,224.99999999999955,266.00812092705763,257.2839506172822,250.00000000000003,250.0,215.00000000000006,247.50000000000026,224.99999999999994,255.55555555555503,250.00000000000006
1000.0,1000.0,1000.0,276.026718913978,280.9090909090909,278.7495551723194,215.83333333333337,281.3888888888881,274.9999999999999,275.00000000000006,252.63319041489942,275.0,252.51374004470577,281.3888888888889,264.99999999999983,283.888888888887,255.62402646552445,272.3064663023675,251.1111111111113,241.11111111111123,274.99999999999955,300.0,210.69444444444443,272.50000000000057,272.5000000000001,300.0,300.0,296.5277777777776,295.3703703703699,293.05555555555554,295.00000000000034,236.1111111111112,246.3580246913606,199.99999999999991,199.99999999999991,300.0,242.87037037037018,275.0000000000003,288.42592592592604,199.99999999999991
1000.0,550.0,263.2044701101475,204.11356101924002,214.11356101923843,258.36467657605874,334.4444444444444,338.61111111111194,345.00000000000017,345.00000000000006,350.0,241.79084967320267,350.0000000000001,338.61111111111114,304.9999999999995,238.51764705882437,274.20684163779123,337.3064663023669,294.99999999999983,345.00000000000045,249.99999999999994,249.99999999999994,316.66666666666686,249.9999999999999,249.99999999999994,249.9999999999999,250.0,246.52777777777834,249.99999999999994,249.99999999999994,250.00000000000006,274.22080252953697,303.14814814814827,318.05555555555344,314.9999999999997,250.0,305.74074074074065,249.9999999999999,213.42592592592598,302.0370370370369
1000.0,1000.0,270.0,277.8222488038305,266.1111111111111,246.63532342394132,190.5555555555556,218.79629629629605,221.384620605402,225.90277777777777,226.52967726910754,335.00000000000006,210.5555555555556,234.99999999999994,269.9999999999999,334.99999999999983,262.5282959388464,253.80464480874383,256.11111111111126,246.11111111111074,330.00000000000006,325.7407407407406,228.05555555555543,334.99999999999983,313.6111111111111,272.88888888888886,275.5555555555555,268.05555555555515,265.7407407407413,268.05555555555566,266.11111111111086,269.9999999999999,259.99999999999994,269.99999999999864,270.0,271.1111111111111,269.9999999999999,286.111111111111,303.14814814814827,270.0000000000001
1000.0,1000.0,1000.0,243.17123430239542,250.0,271.6353234239413,335.55555555555554,349.99999999999994,350.0,350.0,306.52207930378836,250.0,321.40262893359477,287.6716626698639,290.0000000000002,250.0,345.02829593884644,279.59585610200475,340.0,290.0,250.0,250.0,296.94444444444446,250.00000000000009,250.00000000000014,250.0,250.0,275.00000000000017,249.9999999999999,250.0,269.9999999999999,239.47266907461895,265.0,254.99999999999932,261.11111111111137,249.9999999999999,235.7407407407408,250.0,240.27777777777956,254.99999999999974
1000.0,1000.0,300.0,181.82876569760458,175.0,153.36467657605868,145.5555555555555,173.79629629629605,176.0820777340387,180.90277777777777,181.52967726910754,249.99999999999994,183.59737106640543,244.13389288569164,241.11111111111154,250.00000000000006,205.62597353447444,200.0,215.0,224.99999999999986,250.0000000000001,250.0,264.44444444444446,249.99999999999994,249.99999999999994,249.99999999999994,249.99999999999994,249.99999999999977,249.99999999999994,249.99999999999994,255.0,270.7844790121498,254.32098765432028,263.05555555555827,260.0,249.99999999999994,245.37037037037035,250.0,226.85185185185068,247.03703703703763
1000.0,350.0,199.99999999999994,316.3757044125431,323.20447011014755,347.7464345350524,344.4444444444444,341.1111111111111,327.25979216626814,313.40277777777777,350.0,285.00000000000006,346.95818448915014,246.5605515587527,199.9999999999996,244.9999999999998,250.0,246.9023224043718,199.99999999999994,200.0,239.99999999999991,199.99999999999994,199.99999999999994,200.00000000000006,200.0,199.99999999999994,200.0,200.0,199.99999999999994,200.0,198.7037037037033,220.0694840121924,200.0,199.99999999999994,200.0,199.99999999999994,229.25925925925912,199.99999999999994,231.57407407407496,200.0
1000.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,215.42616412331574,250.0,216.639186577255,208.43944844124718,250.0,210.00000000000009,205.0,208.09767759562814,239.9999999999999,250.0,214.99999999999994,225.3703703703702,250.0,250.0,237.49999999999986,249.99999999999994,245.55555555555557,248.47222222222152,249.99999999999994,250.0,250.0,205.78447901215026,244.32098765431988,250.0,249.99999999999994,250.0,225.7407407407408,249.99999999999994,192.40740740740694,237.0370370370374
1000.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,131.66666666666646,116.11111111111116,150.0,150.0,150.0,130.00000000000003,149.99999999999994,150.0,145.00000000000006,149.2155209878497,130.0,143.0555555555574,149.99999999999994,150.0,129.2592592592592,150.0,150.0,149.99999999999994
1000.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1000.0,1000.0,1000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1000.0,1000.0,1000.0,1000.0,1000.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
