Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,946.264548670394,971.8671398123041,1000.0,871.1111111111111,910.0000000000003,910.0,910.0000000000003,910.0000000000003,910.0000000000003,910.0000000000002,900.0000000000002
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,990.0
1000.0,1000.0,1000.0,1000.0,1000.0,990.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,980.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,860.0,1000.0,949.9999999999999,950.0,949.9999999999999,950.0,950.0,950.0,950.0,971.1111111111111,949.9999999999999,950.0000000000001,950.0,950.0,950.0
1000.0,1000.0,1000.0,800.0,935.0000000000019,850.0,850.0,850.0,861.1111111111111,850.0,850.0,850.0,850.0,850.0,850.0,850.0,861.1111111111111
1000.0,1000.0,1000.0,861.1111111111111,750.000000000001,800.0,800.0,800.0,800.0,750.0,811.1111111111101,800.0,800.0,800.0,800.0,800.0,800.0
1000.0,1000.0,1000.0,1000.0,842.1052631578948,789.4736842105264,824.8465624407174,789.4736842105264,760.0,831.5291501053723,801.1695906432748,758.2683886263799,758.2683886263796,789.4736842105264,758.2683886263796,789.4736842105264,758.2683886263796
1000.0,1000.0,1000.0,1000.0,1000.0,892.4731182795698,757.8995295061474,837.8967433320506,768.2201198984932,730.1082767952125,772.4333942905871,784.9462365591397,784.9462365591397,784.9462365591397,778.2828559431878,762.1637426900586,730.0
1000.0,1000.0,1000.0,1000.0,869.5906432748517,801.169590643275,800.0,759.7702870882805,750.0,789.4736842105264,756.3970150661389,766.7853748144804,750.0,766.6911903414451,754.5598665415437,789.4736842105264,841.7316113736204
1000.0,1000.0,811.1111111111111,1000.0,800.0,850.0,800.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0
1000.0,1000.0,1000.0,910.0,950.0,950.0,950.0,950.0,950.0,949.9999999999999,950.0,950.0,947.8964859255916,950.0,1000.0,950.0,950.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
