Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,450.0,450.0,450.0,450.0,450.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,477.5,500.0,365.00000000000074,365.0,364.9999999999998,365.00000000000034,365.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,400.0,380.20094562647773,337.5,355.81560283690965,374.1489361702369,400.0000000000008,450.00000000000017,400.0,448.05555555555566
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,343.05555555555645,500.0,392.26638772663864
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,414.9999999999983,335.555555555555,448.52278010227815
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,381.7991631799163
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,450.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,475.0,469.11111111111364,500.0,456.94444444444446,487.222222222224,376.5033730158779,469.9999999999997,400.0
500.0,500.0,500.0,500.0,400.0,430.0,430.0,441.6666666666717,425.0,345.0,441.6666666666717,443.05555555555554,427.77777777777715,499.34623015872796,430.00000000000034,500.0
500.0,500.0,400.0000000000002,500.0,500.0,400.0000000000002,400.0000000000002,458.33333333332826,450.00000000000045,500.0,458.3333333333283,500.0,472.22222222222285,418.8888888888887,499.99999999999994,500.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,406.3888888888914,438.05555555555554,453.88888888888846,411.1111111111113,438.05555555555554,418.05555555555554
500.0,500.0,500.0,500.0,500.0,500.0,450.0,500.0,500.0,495.0,500.0,495.0,491.1111111111113,495.0,495.0,400.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,450.00000000000045,499.99999999999994,450.00000000000045,500.0,500.0,500.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,470.0000000000009,470.00000000000045,470.00000000000114,500.0,500.0,500.0,470.00000000000057
500.0,500.0,500.0,500.0,450.0000000000007,500.0,450.0,500.0,500.0,450.0000000000007,500.0,493.8888888888887,460.0,446.3888888888887,466.1111111111111,500.0
500.0,500.0,500.0,500.0,500.0,500.0,450.0,367.49999999999983,451.1111111111113,500.0,459.44444444443894,451.11111111111126,475.00000000000006,498.6111111111113,478.8888888888889,500.0
500.0,500.0,500.0,500.0,450.00000000000045,450.00000000000045,400.0000000000002,461.11111111111137,453.94799054375926,446.11111111111154,450.0,450.0,411.111111111111,450.0,397.22222222222246,448.05555555555566
500.0,500.0,500.0,500.0,500.0,500.0,500.0,265.0,265.98108747043716,230.0,300.0,420.0000000000002,423.88888888888926,431.1111111111115,437.77777777777777,435.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,466.9621749408732,386.1111111111109,382.4999999999998,379.1666666666667,400.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,450.0,450.0,450.0,411.1111111111113
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,340.0,343.61111111111114,346.94444444444423,403.8888888888887
500.0,315.0,400.0,400.0,400.0,400.0,400.0,350.0,400.0,400.0,350.0,400.0,475.0,471.3888888888883,468.05555555555566,400.0
500.0,500.0,450.0000000000002,450.0000000000002,450.0000000000002,450.0000000000002,450.0000000000002,500.0,450.0000000000002,500.0,500.0,500.0,500.0,500.0,427.5,450.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,457.5,434.9999999999997
