
The msp objective value list is: 
[11950.0, 3187.4269005848655, 2439.570302568036, 2047.2951073524332]
The list of gammas it figured out packed into columns of a matrix is: 
24×4 Matrix{Float64}:
 500.0  500.0    400.0     400.0
 500.0   50.0     50.0      50.0
 500.0   50.0     50.0      50.0
 500.0   50.0     50.0      50.0
 500.0   50.0     41.7633   50.0
 500.0  250.0     50.0      50.0
 500.0   50.0     50.0      50.0
 500.0   50.0     50.0      50.0
 500.0   50.0     50.0      50.0
 500.0   50.0     50.0      50.0
 500.0   50.0     50.0      50.0
 500.0   50.0     50.0      50.0
 500.0   50.0     50.0      50.0
 500.0  135.278   50.0      50.0
 500.0  170.278   50.0      77.8507
 500.0   50.0     50.0      50.0
 500.0  331.871  497.807   250.0
 500.0  250.0     50.0      50.0
 500.0   50.0     50.0      50.0
 500.0   50.0     50.0      50.0
 500.0  250.0     50.0      50.0
 500.0   50.0     50.0      50.0
 450.0   50.0     50.0      50.0
 500.0  500.0    500.0     319.444
The termination status is: 0

c[(1, 1)] = 9.997434063e7
c[(2, 1)] = 0.0
c[(3, 1)] = 695.5
c[(4, 1)] = 0.0
c[(5, 1)] = 1138.96
c[(6, 1)] = 0.0
c[(1, 2)] = 0.0
c[(2, 2)] = 0.0
c[(3, 2)] = 0.0
c[(4, 2)] = 0.0
c[(5, 2)] = 0.0
c[(6, 2)] = 650.5
c[(1, 3)] = 0.0
c[(2, 3)] = 0.0
c[(3, 3)] = 695.5
c[(4, 3)] = 0.0
c[(5, 3)] = 0.0
c[(6, 3)] = 0.0
c[(1, 4)] = 0.0
c[(2, 4)] = 0.0
c[(3, 4)] = 695.5
c[(4, 4)] = 0.0
c[(5, 4)] = 0.0
c[(6, 4)] = 0.0
c[(1, 5)] = 0.0
c[(2, 5)] = 0.0
c[(3, 5)] = 0.0
c[(4, 5)] = 0.0
c[(5, 5)] = 0.0
c[(6, 5)] = 650.5
c[(1, 6)] = 0.0
c[(2, 6)] = 0.0
c[(3, 6)] = 695.5
c[(4, 6)] = 0.0
c[(5, 6)] = 0.0
c[(6, 6)] = 0.0
c[(1, 7)] = 0.0
c[(2, 7)] = 0.0
c[(3, 7)] = 0.0
c[(4, 7)] = 0.0
c[(5, 7)] = 0.0
c[(6, 7)] = 650.5
c[(1, 8)] = 0.0
c[(2, 8)] = 0.0
c[(3, 8)] = 695.5
c[(4, 8)] = 0.0
c[(5, 8)] = 0.0
c[(6, 8)] = 0.0
c[(1, 9)] = 0.0
c[(2, 9)] = 0.0
c[(3, 9)] = 0.0
c[(4, 9)] = 0.0
c[(5, 9)] = 0.0
c[(6, 9)] = 650.5
c[(1, 10)] = 0.0
c[(2, 10)] = 0.0
c[(3, 10)] = 695.5
c[(4, 10)] = 0.0
c[(5, 10)] = 0.0
c[(6, 10)] = 0.0
c[(1, 11)] = 0.0
c[(2, 11)] = 0.0
c[(3, 11)] = 695.5
c[(4, 11)] = 0.0
c[(5, 11)] = 0.0
c[(6, 11)] = 0.0
c[(1, 12)] = 0.0
c[(2, 12)] = 0.0
c[(3, 12)] = 695.5
c[(4, 12)] = 0.0
c[(5, 12)] = 0.0
c[(6, 12)] = 0.0
c[(1, 13)] = 0.0
c[(2, 13)] = 0.0
c[(3, 13)] = 695.5
c[(4, 13)] = 0.0
c[(5, 13)] = 0.0
c[(6, 13)] = 0.0
c[(1, 14)] = 0.0
c[(2, 14)] = 0.0
c[(3, 14)] = 0.0
c[(4, 14)] = 0.0
c[(5, 14)] = 0.0
c[(6, 14)] = 650.5
c[(1, 15)] = 0.0
c[(2, 15)] = 0.0
c[(3, 15)] = 0.0
c[(4, 15)] = 1607.04
c[(5, 15)] = 0.0
c[(6, 15)] = 0.0
c[(1, 16)] = 0.0
c[(2, 16)] = 0.0
c[(3, 16)] = 0.0
c[(4, 16)] = 0.0
c[(5, 16)] = 0.0
c[(6, 16)] = 650.5
c[(1, 17)] = 1510.33
c[(2, 17)] = 0.0
c[(3, 17)] = 0.0
c[(4, 17)] = 0.0
c[(5, 17)] = 0.0
c[(6, 17)] = 0.0
c[(1, 18)] = 0.0
c[(2, 18)] = 0.0
c[(3, 18)] = 0.0
c[(4, 18)] = 0.0
c[(5, 18)] = 0.0
c[(6, 18)] = 650.5
c[(1, 19)] = 0.0
c[(2, 19)] = 0.0
c[(3, 19)] = 695.5
c[(4, 19)] = 0.0
c[(5, 19)] = 0.0
c[(6, 19)] = 0.0
c[(1, 20)] = 0.0
c[(2, 20)] = 0.0
c[(3, 20)] = 695.5
c[(4, 20)] = 0.0
c[(5, 20)] = 0.0
c[(6, 20)] = 0.0
c[(1, 21)] = 0.0
c[(2, 21)] = 0.0
c[(3, 21)] = 0.0
c[(4, 21)] = 0.0
c[(5, 21)] = 0.0
c[(6, 21)] = 650.5
c[(1, 22)] = 0.0
c[(2, 22)] = 0.0
c[(3, 22)] = 695.5
c[(4, 22)] = 0.0
c[(5, 22)] = 0.0
c[(6, 22)] = 0.0
c[(1, 23)] = 0.0
c[(2, 23)] = 0.0
c[(3, 23)] = 0.0
c[(4, 23)] = 0.0
c[(5, 23)] = 0.0
c[(6, 23)] = 650.5
c[(1, 24)] = 0.0
c[(2, 24)] = 0.0
c[(3, 24)] = 695.5
c[(4, 24)] = 1607.04
c[(5, 24)] = 0.0
c[(6, 24)] = 0.0
p[(1, 1)] = 0.0
p[(2, 1)] = 0.0
p[(3, 1)] = 50.0
p[(4, 1)] = 0.0
p[(5, 1)] = 100.0
p[(6, 1)] = 0.0
p[(1, 2)] = 0.0
p[(2, 2)] = 0.0
p[(3, 2)] = 0.0
p[(4, 2)] = 0.0
p[(5, 2)] = 0.0
p[(6, 2)] = 50.0
p[(1, 3)] = 0.0
p[(2, 3)] = 0.0
p[(3, 3)] = 50.0
p[(4, 3)] = 0.0
p[(5, 3)] = 0.0
p[(6, 3)] = 0.0
p[(1, 4)] = 0.0
p[(2, 4)] = 0.0
p[(3, 4)] = 50.0
p[(4, 4)] = 0.0
p[(5, 4)] = 0.0
p[(6, 4)] = 0.0
p[(1, 5)] = 0.0
p[(2, 5)] = 0.0
p[(3, 5)] = 0.0
p[(4, 5)] = 0.0
p[(5, 5)] = 0.0
p[(6, 5)] = 50.0
p[(1, 6)] = 0.0
p[(2, 6)] = 0.0
p[(3, 6)] = 50.0
p[(4, 6)] = 0.0
p[(5, 6)] = 0.0
p[(6, 6)] = 0.0
p[(1, 7)] = 0.0
p[(2, 7)] = 0.0
p[(3, 7)] = 0.0
p[(4, 7)] = 0.0
p[(5, 7)] = 0.0
p[(6, 7)] = 50.0
p[(1, 8)] = 0.0
p[(2, 8)] = 0.0
p[(3, 8)] = 50.0
p[(4, 8)] = 0.0
p[(5, 8)] = 0.0
p[(6, 8)] = 0.0
p[(1, 9)] = 0.0
p[(2, 9)] = 0.0
p[(3, 9)] = 0.0
p[(4, 9)] = 0.0
p[(5, 9)] = 0.0
p[(6, 9)] = 50.0
p[(1, 10)] = 0.0
p[(2, 10)] = 0.0
p[(3, 10)] = 50.0
p[(4, 10)] = 0.0
p[(5, 10)] = 0.0
p[(6, 10)] = 0.0
p[(1, 11)] = 0.0
p[(2, 11)] = 0.0
p[(3, 11)] = 50.0
p[(4, 11)] = 0.0
p[(5, 11)] = 0.0
p[(6, 11)] = 0.0
p[(1, 12)] = 0.0
p[(2, 12)] = 0.0
p[(3, 12)] = 50.0
p[(4, 12)] = 0.0
p[(5, 12)] = 0.0
p[(6, 12)] = 0.0
p[(1, 13)] = 0.0
p[(2, 13)] = 0.0
p[(3, 13)] = 50.0
p[(4, 13)] = 0.0
p[(5, 13)] = 0.0
p[(6, 13)] = 0.0
p[(1, 14)] = 0.0
p[(2, 14)] = 0.0
p[(3, 14)] = 0.0
p[(4, 14)] = 0.0
p[(5, 14)] = 0.0
p[(6, 14)] = 50.0
p[(1, 15)] = 0.0
p[(2, 15)] = 0.0
p[(3, 15)] = 0.0
p[(4, 15)] = 100.0
p[(5, 15)] = 0.0
p[(6, 15)] = 0.0
p[(1, 16)] = 0.0
p[(2, 16)] = 0.0
p[(3, 16)] = 0.0
p[(4, 16)] = 0.0
p[(5, 16)] = 0.0
p[(6, 16)] = 50.0
p[(1, 17)] = 100.0
p[(2, 17)] = 0.0
p[(3, 17)] = 0.0
p[(4, 17)] = 0.0
p[(5, 17)] = 0.0
p[(6, 17)] = 0.0
p[(1, 18)] = 0.0
p[(2, 18)] = 0.0
p[(3, 18)] = 0.0
p[(4, 18)] = 0.0
p[(5, 18)] = 0.0
p[(6, 18)] = 50.0
p[(1, 19)] = 0.0
p[(2, 19)] = 0.0
p[(3, 19)] = 50.0
p[(4, 19)] = 0.0
p[(5, 19)] = 0.0
p[(6, 19)] = 0.0
p[(1, 20)] = 0.0
p[(2, 20)] = 0.0
p[(3, 20)] = 50.0
p[(4, 20)] = 0.0
p[(5, 20)] = 0.0
p[(6, 20)] = 0.0
p[(1, 21)] = 0.0
p[(2, 21)] = 0.0
p[(3, 21)] = 0.0
p[(4, 21)] = 0.0
p[(5, 21)] = 0.0
p[(6, 21)] = 50.0
p[(1, 22)] = 0.0
p[(2, 22)] = 0.0
p[(3, 22)] = 50.0
p[(4, 22)] = 0.0
p[(5, 22)] = 0.0
p[(6, 22)] = 0.0
p[(1, 23)] = 0.0
p[(2, 23)] = 0.0
p[(3, 23)] = 0.0
p[(4, 23)] = 0.0
p[(5, 23)] = 0.0
p[(6, 23)] = 50.0
p[(1, 24)] = 0.0
p[(2, 24)] = 0.0
p[(3, 24)] = 50.0
p[(4, 24)] = 100.0
p[(5, 24)] = 0.0
p[(6, 24)] = 0.0
h[(1, 1)] = 0.0
h[(1, 2)] = 3.6
h[(1, 3)] = 3.6
h[(1, 4)] = 3.6
h[(1, 5)] = 3.6
h[(1, 6)] = 3.6
h[(1, 7)] = 3.6
h[(1, 8)] = 3.6
h[(1, 9)] = 3.6
h[(1, 10)] = 3.6
h[(1, 11)] = 3.6
h[(1, 12)] = 3.6
h[(1, 13)] = 3.6
h[(1, 14)] = 3.6
h[(1, 15)] = 3.6
h[(1, 16)] = 5.4
h[(1, 17)] = 5.4
h[(1, 18)] = 7.2
h[(1, 19)] = 7.2
h[(1, 20)] = 7.2
h[(1, 21)] = 7.2
h[(1, 22)] = 7.2
h[(1, 23)] = 7.2
h[(1, 24)] = 7.2
g_plus[(1, 1)] = 4.0
g_plus[(1, 2)] = 0.0
g_plus[(1, 3)] = 0.0
g_plus[(1, 4)] = 0.0
g_plus[(1, 5)] = 0.0
g_plus[(1, 6)] = 0.0
g_plus[(1, 7)] = 0.0
g_plus[(1, 8)] = 0.0
g_plus[(1, 9)] = 0.0
g_plus[(1, 10)] = 0.0
g_plus[(1, 11)] = 0.0
g_plus[(1, 12)] = 0.0
g_plus[(1, 13)] = 0.0
g_plus[(1, 14)] = 0.0
g_plus[(1, 15)] = 2.0
g_plus[(1, 16)] = 0.0
g_plus[(1, 17)] = 2.0
g_plus[(1, 18)] = 0.0
g_plus[(1, 19)] = 0.0
g_plus[(1, 20)] = 0.0
g_plus[(1, 21)] = 0.0
g_plus[(1, 22)] = 0.0
g_plus[(1, 23)] = 0.0
g_plus[(1, 24)] = 4.0
g_minus[(1, 1)] = 0.0
g_minus[(1, 2)] = 0.0
g_minus[(1, 3)] = 0.0
g_minus[(1, 4)] = 0.0
g_minus[(1, 5)] = 0.0
g_minus[(1, 6)] = 0.0
g_minus[(1, 7)] = 0.0
g_minus[(1, 8)] = 0.0
g_minus[(1, 9)] = 0.0
g_minus[(1, 10)] = 0.0
g_minus[(1, 11)] = 0.0
g_minus[(1, 12)] = 0.0
g_minus[(1, 13)] = 0.0
g_minus[(1, 14)] = 0.0
g_minus[(1, 15)] = 0.0
g_minus[(1, 16)] = 0.0
g_minus[(1, 17)] = 0.0
g_minus[(1, 18)] = 0.0
g_minus[(1, 19)] = 0.0
g_minus[(1, 20)] = 0.0
g_minus[(1, 21)] = 0.0
g_minus[(1, 22)] = 0.0
g_minus[(1, 23)] = 0.0
g_minus[(1, 24)] = 0.0
dr[(1,)] = 0.0
dr[(2,)] = 0.0
dr[(3,)] = 0.0
dr[(4,)] = 0.0
dr[(5,)] = 0.0
dr[(6,)] = 0.0
dr[(7,)] = 0.0
dr[(8,)] = 0.0
dr[(9,)] = 0.0
dr[(10,)] = 0.0
dr[(11,)] = 0.0
dr[(12,)] = 0.0
dr[(13,)] = 0.0
dr[(14,)] = 0.0
dr[(15,)] = 0.0
dr[(16,)] = 0.0
dr[(17,)] = 0.0
dr[(18,)] = 0.0
dr[(19,)] = 0.0
dr[(20,)] = 0.0
dr[(21,)] = 0.0
dr[(22,)] = 0.0
dr[(23,)] = 0.0
dr[(24,)] = 0.0
μ[(1, 1)] = 0.0
μ[(2, 1)] = 0.0
μ[(3, 1)] = 0.0
μ[(1, 2)] = 0.0
μ[(2, 2)] = 0.0
μ[(3, 2)] = 0.0
μ[(1, 3)] = 0.0
μ[(2, 3)] = 0.0
μ[(3, 3)] = 0.0
μ[(1, 4)] = 0.0
μ[(2, 4)] = 0.0
μ[(3, 4)] = 0.0
μ[(1, 5)] = 0.0
μ[(2, 5)] = 0.0
μ[(3, 5)] = 0.0
μ[(1, 6)] = 0.0
μ[(2, 6)] = 0.0
μ[(3, 6)] = 0.0
μ[(1, 7)] = 0.0
μ[(2, 7)] = 0.0
μ[(3, 7)] = 0.0
μ[(1, 8)] = 0.0
μ[(2, 8)] = 0.0
μ[(3, 8)] = 0.0
μ[(1, 9)] = 0.0
μ[(2, 9)] = 0.0
μ[(3, 9)] = 0.0
μ[(1, 10)] = 0.0
μ[(2, 10)] = 0.0
μ[(3, 10)] = 0.0
μ[(1, 11)] = 0.0
μ[(2, 11)] = 0.0
μ[(3, 11)] = 0.0
μ[(1, 12)] = 0.0
μ[(2, 12)] = 0.0
μ[(3, 12)] = 0.0
μ[(1, 13)] = 0.0
μ[(2, 13)] = 0.0
μ[(3, 13)] = 0.0
μ[(1, 14)] = 0.0
μ[(2, 14)] = 0.0
μ[(3, 14)] = 0.0
μ[(1, 15)] = 0.0
μ[(2, 15)] = 0.0
μ[(3, 15)] = 0.0
μ[(1, 16)] = 0.0
μ[(2, 16)] = 0.0
μ[(3, 16)] = 0.0
μ[(1, 17)] = 0.0
μ[(2, 17)] = 0.0
μ[(3, 17)] = 0.0
μ[(1, 18)] = 0.0
μ[(2, 18)] = 0.0
μ[(3, 18)] = 0.0
μ[(1, 19)] = 0.0
μ[(2, 19)] = 0.0
μ[(3, 19)] = 0.0
μ[(1, 20)] = 0.0
μ[(2, 20)] = 0.0
μ[(3, 20)] = 0.0
μ[(1, 21)] = 0.0
μ[(2, 21)] = 0.0
μ[(3, 21)] = 0.0
μ[(1, 22)] = 0.0
μ[(2, 22)] = 0.0
μ[(3, 22)] = 0.0
μ[(1, 23)] = 0.0
μ[(2, 23)] = 0.0
μ[(3, 23)] = 0.0
μ[(1, 24)] = 0.0
μ[(2, 24)] = 0.0
μ[(3, 24)] = 0.0
