Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
1000.0,1000.0,1000.0,50.0,50.0,50.0,50.0,50.0
1000.0,1000.0,100.0,100.0,100.0,100.0,100.0,100.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
1000.0,1000.0,170.0,170.0,170.0,170.0,170.0,170.0
1000.0,113.05555555555554,150.0,150.0,150.0,150.0,150.0,150.0
1000.0,1000.0,100.0,100.0,100.0,100.0,100.0,100.0
50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
250.0,250.0,250.0,250.0,250.0,250.0,241.1111111111111,250.0
350.0,350.0,350.0,350.0,350.0,340.55555555555554,213.88888888888883,200.0
1000.0,1000.0,1000.0,1000.0,230.0,225.0,300.0,255.0
1000.0,271.25,271.25,271.25,345.0,350.0,300.0,320.0
