Column1
50.0
0.0
150.0
70.0
50.0
100.0
50.0
82.24359999999865
250.0
350.0
450.0
400.0
450.0
570.0
550.0
350.0
250.0
250.0
150.0
50.0
100.0
150.0
200.0
250.0
