Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20
50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1000.0,1000.0,950.0000000000001,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0
1000.0,899.9999999999999,899.9999999999999,900.0000000000009,900.0,900.0,900.0,900.0,900.0,900.0,899.9999999999999,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
1000.0,1000.0,880.0,886.3144670898679,880.0000000000002,880.0,880.0,880.0,880.0,880.0,879.9999999999998,880.0,880.0,879.9999999999998,880.0,880.0,880.0,880.0,880.0,880.0
1000.0,1000.0,900.0,921.9184700884053,900.0,900.0,900.0,900.0,900.0,900.0000000000002,900.0,900.0,933.0448882061778,900.0,900.0,900.0,900.0,900.0,900.0,900.0
1000.0,950.0,950.0,940.1715525440477,950.0,950.0000000000002,950.0,950.0,950.0,950.0,949.9999999999999,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0
1000.0,975.0,996.7156862745106,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,992.44708994709,975.0000000000002,978.2894736842109,982.4216622318548,980.5555555555557,992.285217333687,991.2443864667084,985.3770287141074
1000.0,995.1219512195133,971.1111111111111,899.9999999999998,900.0,900.0000000000005,900.0,900.0,900.0,900.0,899.9999999999999,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
1000.0,710.0,710.0,710.0,795.1160258803035,710.0,761.029411764707,837.9881736657724,800.0,800.0000000000002,740.0,740.0,800.0,739.9999999999997,740.0,740.0,750.0,750.0,750.0,800.0
1000.0,950.0,950.0,950.0000000000009,841.4567431770496,863.4952556888213,850.0816993464057,660.0,660.0,660.0,750.0,750.0,660.0,750.0,750.0,750.0,750.0,750.0,750.0,677.5
1000.0,1000.0,750.0,700.0000000000024,700.1160258803039,741.3199261069414,710.0,731.3926743602244,728.7037037037038,700.2777777777778,690.0,698.1594982078852,710.0,690.0,696.578947368421,690.0000000000045,700.0,700.0,690.0,710.0
1000.0,1000.0,800.0,799.9999999999943,800.0,622.0484719289519,699.6404287162236,675.3375887248901,677.5790171555706,660.0,650.0,650.0,650.0000000000005,650.0,650.0,660.0,680.5555555555558,667.1277295550254,660.0,660.0
1000.0,1000.0,1000.0,700.0000000000158,694.7368421052638,700.0,660.0,660.0,660.0,660.0000000000001,661.1111111111109,684.2105263157895,650.0000000000005,684.2105263157895,684.2105263157895,690.0,660.0,660.0,660.0,660.0
1000.0,1000.0,1000.0,720.0,710.7474034739864,691.3199261069414,664.8264277715564,641.8867924528297,634.4074074074073,665.5555555555557,640.0000000000002,688.1720430107526,688.1720430107526,688.1720430107526,650.0,676.58276220469,640.0,656.8556520010604,680.3149755573229,636.1111111111111
1000.0,1000.0,789.4736842105264,789.4736842105267,755.879059350504,755.879059350504,665.1735722284435,662.9565266808297,660.0,660.0,650.0,678.728541784569,679.8941798941803,667.6174306734587,684.2105263157895,659.528348906421,660.0,660.0,660.0,660.0
1000.0,1000.0,739.3954248366002,700.0000000000018,715.0,731.8636537247136,710.0,717.9420295867889,723.0,710.5555555555557,710.0,710.0,695.1058201058197,700.0,700.0,706.7394377409832,710.0,710.0,710.0,710.0
1000.0,950.0,950.0,950.0,850.0,886.5773792186346,859.3998140511683,881.7764071641031,700.0,700.0,700.0,660.0,660.0,660.0,660.0,660.0,680.5555555555563,667.1277295550262,651.0868986880477,677.5000000000008
1000.0,725.9891598915976,750.0,710.0,715.0,690.0000000000005,750.0,750.0,841.1246865481331,840.5555555555557,900.0,800.0,800.0,811.1111111111104,826.1111111111111,800.0,800.0,800.0,808.6223381776946,800.0
1000.0,900.0,999.9999999999999,900.0000000000009,900.0,900.0,900.0,900.0,900.0,900.0,899.9999999999999,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
1000.0,975.0,850.0,975.0000000000057,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,985.5555555555559,985.5555555555557,1000.0,998.0555555555557,993.1213450292396,994.3447244396431,990.2777777777783,984.412946888712,983.5868986880471,1000.0
1000.0,949.9999999999999,1000.0,983.1066213887841,950.0,950.0,950.0,950.0,950.0,950.0000000000002,949.9999999999998,950.0000000000002,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0
1000.0,1000.0,1000.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0000000000005,899.9999999999999,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
1000.0,786.1111111111111,725.0,893.4044897223172,850.0000000000002,760.0000000000002,760.0,760.0,760.0,760.0000000000007,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0
1000.0,1000.0,1000.0,900.0,900.0,1000.0,1000.0,1000.0,1000.0,1000.0,900.0000000000001,900.0,900.0,900.0,900.0,900.0000000000001,900.0,900.0000000000007,900.0,900.0
