Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,430.0,430.0
500.0,500.0,500.0,500.0,400.0,400.0,453.8888888888889,400.0,389.99999999999966,395.0,350.0,350.0
500.0,500.0,500.0,500.0,335.0,335.0,331.1111111111111,385.0,395.00000000000034,390.0,400.0,400.0
500.0,500.0,488.05555555555543,500.0,400.0,400.0000000000007,350.0,350.0,350.00000000000034,350.0,350.0000000000001,350.0
500.0,500.0,500.0,500.0,500.0,500.0,400.0,400.0,400.0,400.0,400.0000000000002,400.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,415.0,350.0,350.0,350.0,400.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,335.0,450.0,435.0,435.0,385.00000000401656
500.0,500.0,500.0,500.0,500.0,500.0,350.0,325.55555555555554,150.0,270.0,270.0,323.05555555354726
500.0,500.0,500.0,500.0,450.00000000000045,450.00000000000045,400.0,400.0,450.00000000000045,400.0,400.0,400.0
500.0,500.0,400.0000000000002,400.0000000000002,335.0,340.0000000000001,351.1111111111111,335.0,365.0,250.0,400.0,381.5555555565589
500.0,500.0,93.05555555555543,119.99999999999977,300.0,294.99999999999966,265.0,300.0000000000001,270.0,300.0,255.0,189.94444444444608
500.0,500.0,435.0,430.0000000000003,300.0,300.0,300.0,299.99999999999994,299.99999999999994,300.0000000000001,300.0,346.5555555565589
500.0,490.0,500.0,500.0,300.0,300.0,300.0,300.0,345.5555555555555,345.55555555555554,301.1111111111111,300.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,300.0,300.0000000000001,300.0,300.0,300.0000000000001
500.0,500.0,500.0,500.0,500.0,500.0,500.0,363.8888888888889,343.6111111111111,310.00000000000006,375.0,275.55555555655485
500.0,500.0,500.0,500.0,500.0,100.0,300.0,91.11111111111106,107.50000000000006,259.99999999999994,215.0,294.44444444344515
500.0,500.0,363.05555555555566,390.0,441.1111111111111,286.1111111111111,205.0,300.0,367.49999999999994,231.29084967320264,183.7037037037037,205.0000000000008
500.0,500.0,500.0,451.1111111111111,500.0,500.0,500.0,500.0,500.0,350.0,350.0,350.0
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,193.52941176470586,193.5294117647059,215.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,448.52941176470586,448.5294117647059,385.55555555555543
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,230.55555555555475
500.0,500.0,500.0,500.0,500.0,500.0,420.0,500.0,490.0,390.55555555555554,490.0,350.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,210.0,290.55555555555554,210.0,255.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,480.0,470.0,459.44444444444446,470.0,495.0
