Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
1000.0,909.9999999999999,910.0,910.0000000000001,910.0000000000001,889.9999999999999,910.0000000000001,909.9999999999998,910.0,910.0000000000002,910.0,910.0000000000001
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,940.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,996.111111111111,895.0,977.037037037037,986.111111111112,961.1111111111112,961.1111111111111,949.9999999999999,949.9999999999999,949.9999999999999,950.0,950.0
1000.0,925.0,986.1111111111106,742.0370370370372,850.0,894.9999999999998,750.0,850.0,850.0,850.0,850.0,861.1111111111111
1000.0,890.0,850.0,857.9629629629628,750.0000000000003,750.0,850.0,800.0,811.1111111111111,800.0,900.0,900.0
1000.0,850.0,850.0,842.0370370370372,874.4444444444439,840.0,850.0,710.0,750.0,750.0,750.0,750.0
1000.0,870.0,906.1111111111111,896.1111111111111,840.0,780.0,870.0,820.0000000000014,730.0,730.0,730.0,730.0
1000.0,975.0,890.0,890.0000000000003,860.0,860.0,840.0,700.0,850.0000000000001,761.1111111111111,750.0,750.0
1000.0,976.1111111111111,900.0,900.0,760.5555555555551,765.0000000000001,750.0,911.1111111111111,850.0,950.0,861.1111111111111,850.0
1000.0,1000.0,910.0,910.0,1000.0,1000.0,1000.0,1000.0,949.9999999999999,949.9999999999999,950.0,950.0
1000.0,1000.0,975.0000000000003,975.0000000000101,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
