Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
1493.6551409199546,1487.3371199977398,1481.045823710469,1474.7811390154473,1468.5429533481395,1462.3311546201478,1456.145631217198,1449.9862719971334,1443.8529662879187,1413.262847904447
1438.3631805473497,1438.3631805473497,1438.3631805473497,1438.3631805473497,1438.3631805473497,1438.3631805473497,1438.3631805473497,1438.3631805473497,1438.3631805473497,1400.9783204360062
1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1449.5049209776316
1439.1297497717492,1439.1297497717492,1439.1297497717492,1439.1297497717492,1439.1297497717492,1439.1297497717492,1439.1297497717492,1439.1297497717492,1439.1297497717492,1407.1441789314617
1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
1441.9378708398813,1434.7164525612768,1427.5312001140921,1420.3819323749922,1413.2684691277318,1406.1906310586132,1399.1482397519653,1392.141117685647,1390.72614,1390.72614
1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
1500.0,1493.1899204224042,1493.1899204224042,1493.1899204224042,1493.1899204224042,1493.1899204224042,1493.1899204224042,1493.1899204224042,1493.1899204224042,1454.0437703717082
1458.2157313834557,1471.8082043069098,1478.604440768637,1478.604440768637,1478.604440768637,1478.604440768637,1478.604440768637,1478.604440768637,1478.604440768637,1425.5245488081873
1493.8030177650955,1487.631637256071,1481.4857527039658,1475.3652587767854,1469.2700505776954,1463.200023643224,1457.1550739414715,1451.1350978703274,1446.3198,1446.3198
1437.5528120143454,1437.5528120143454,1437.5528120143454,1437.5528120143454,1437.5528120143454,1437.5528120143454,1437.5528120143454,1437.5528120143454,1437.5528120143454,1403.7414008265146
1493.5766538717419,1491.68348789672,1489.7910654091381,1487.7826636508362,1485.7769694383883,1483.773979121726,1481.7736890557007,1479.7760956000789,1477.7811951195338,1395.13888
1493.2256518070838,1493.2256518070838,1493.2256518070838,1493.2256518070838,1493.2256518070838,1493.2256518070838,1493.2256518070838,1493.2256518070838,1493.2256518070838,1457.7080806127456
1493.6810277154057,1487.388675037967,1481.122829828644,1474.883380420799,1468.670215618207,1462.4832246930732,1456.3222973840602,1450.1873238943224,1444.07819488955,1418.28224
1493.3348250982197,1493.3348250982197,1493.3348250982197,1493.3348250982197,1493.3348250982197,1493.3348250982197,1493.3348250982197,1493.3348250982197,1493.3348250982197,1465.2185919279339
1500.0,1500.0,1493.1112331103222,1493.1112331103222,1493.1112331103222,1493.1112331103222,1493.1112331103222,1493.1112331103222,1493.1112331103222,1486.4396584865165
1493.367576291296,1493.367576291296,1493.367576291296,1493.367576291296,1493.367576291296,1493.367576291296,1493.367576291296,1493.367576291296,1493.367576291296,1465.386899913639
1500.0,1493.183909224212,1493.183909224212,1493.183909224212,1493.183909224212,1493.183909224212,1493.183909224212,1493.183909224212,1493.183909224212,1441.3971309839708
1493.3909082646392,1493.3909082646392,1493.3909082646392,1493.3909082646392,1493.3909082646392,1493.3909082646392,1493.3909082646392,1493.3909082646392,1493.3909082646392,1465.5068180817354
1493.516814868197,1493.516814868197,1493.516814868197,1493.516814868197,1493.516814868197,1493.516814868197,1493.516814868197,1493.516814868197,1493.516814868197,1431.6687922459616
1493.256994974266,1493.256994974266,1493.256994974266,1493.256994974266,1493.256994974266,1493.256994974266,1493.256994974266,1493.256994974266,1493.256994974266,1417.678025146335
1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
