c[1],c[2],c[3],c[4],c[5],c[6],p[1],p[2],p[3],p[4],p[5],p[6],h[1],g_plus[1],g_minus[1],dr[1],μ[1],μ[2],μ[3]
5692.780310559005,2281.833540372671,894.642546583851,4774.709429347826,4175.885,639.4944099378881,340.31055900621107,200.8074534161491,65.0,279.1925465838509,350.8074534161491,49.19254658385093,0.8074534161490754,0.0,1.7943409247757232,84.03209109730847,83.2246376811594,0.0,0.0
5007.2913742236005,2033.3925465838508,683.9291925465837,5475.340671583852,3722.1150465838505,9.854406925957131e7,304.503105590062,180.0,49.19254658385093,315.0,315.0,0.0,0.0,0.0,0.0,110.49689440993814,0.0,109.68944099378906,0.0
5692.780310559005,2281.833540372671,10.343478260869656,6184.601281055902,4175.885,1941.1813664596277,340.31055900621107,200.8074534161491,0.8074534161490754,350.8074534161491,350.8074534161491,150.8074534161491,0.6459627329192603,0.0,1.6149068322981508,903.2298136645963,300.8074534161491,300.8074534161491,300.8074534161491
5007.2913742236005,2033.3925465838508,683.9291925465837,5475.340671583852,3722.1150465838505,0.0,304.503105590062,180.0,49.19254658385093,315.0,315.0,0.0,0.0,27.888198757764094,0.0,0.0,0.0,0.0,0.0
4342.722274844718,1788.4291925465839,0.0,4774.709429347826,3271.4603881987573,639.4944099378881,268.6956521739129,159.1925465838509,0.0,279.1925465838509,279.1925465838509,49.19254658385093,24.29192546583861,0.0,0.0,88.7267080745347,87.91925465838563,0.0,0.0
3697.0691304347797,2033.3925465838508,683.9291925465837,4102.643812111801,2831.1182298136637,0.0,232.8881987577638,180.0,49.19254658385093,243.38509316770183,243.38509316770183,0.0,23.484472049689543,0.0,0.0,250.34161490683266,0.0,249.53416149068357,0.0
3082.4761568322947,2033.3925465838508,10.343478260869656,3935.9388975155257,3271.4603881987573,1327.7586956521739,197.08074534161472,180.0,0.8074534161490754,234.50310559006198,279.1925465838509,103.38509316770185,22.67701863354047,0.0,0.0,304.2236024844724,2.6086956521742195,300.8074534161491,0.0
0.0,2281.833540372671,2062.8434782608697,4608.00451475155,3271.4603881987573,1531.2006211180124,0.0,200.8074534161491,150.8074534161491,270.31055900621107,279.1925465838509,119.19254658385093,21.869565217391383,0.0,0.0,278.8819875776401,0.0,0.0,278.074534161491
1496.7597360248446,2033.3925465838508,0.0,5299.409592391303,3722.1150465838505,1735.8425465838511,99.19254658385093,180.0,0.0,306.11801242236015,315.0,135.0,21.06211180124231,89.50310559006203,0.0,0.0,0.0,0.0,0.0
14.650232919254789,2281.833540372671,2062.8434782608697,6008.670201863353,4175.885,1941.1813664596277,0.8074534161490754,200.8074534161491,150.8074534161491,341.92546583850924,350.8074534161491,150.8074534161491,100.80745341614907,0.0,0.0,903.2298136645963,300.8074534161491,300.8074534161491,300.8074534161491
