Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24
500.0,500.0,500.0,107.26270089906302,107.26270089906302,107.26270089906302,107.26270089906302,107.26270089906302,107.26270089906302,107.26270089906302,107.26270089906302,107.26270089906302,107.26270089906302,107.26270089906302,107.26270089906302,107.26270089906302,107.26270089906302,107.26270089906302,107.26270089906302,107.26270089906302,107.26270089906302,107.26270089906302,107.26270089906302,107.26270089906302
500.0,500.0,500.0,500.0,129.11684147280994,129.11684147280994,129.11684147280994,129.11684147280994,129.11684147280994,129.11684147280994,129.11684147280994,129.11684147280994,129.11684147280994,129.11684147280994,129.11684147280994,129.11684147280994,129.11684147280994,129.11684147280994,129.11684147280994,129.11684147280994,129.11684147280994,129.11684147280994,129.11684147280994,129.11684147280994
500.0,500.0,500.0,500.0,500.0,108.46639806201809,149.77163895017185,149.77163895017185,149.77163895017185,149.77163895017185,149.77163895017185,149.77163895017185,149.77163895017185,149.77163895017185,149.77163895017185,149.77163895017185,149.77163895017185,149.77163895017185,149.77163895017185,149.77163895017185,149.77163895017185,149.77163895017185,149.77163895017185,149.77163895017185
500.0,500.0,500.0,500.0,500.0,500.0,180.48531929087116,180.48531929087116,180.48531929087116,180.48531929087116,180.48531929087116,180.48531929087116,180.48531929087116,180.48531929087116,180.48531929087116,180.48531929087116,180.48531929087116,180.48531929087116,180.48531929087116,180.48531929087116,180.48531929087116,180.48531929087116,180.48531929087116,180.48531929087116
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,146.88184825400202,146.88184825400202,146.88184825400202,146.88184825400202,146.88184825400202
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,139.50785444421808,139.50785444421808,139.50785444421808,139.50785444421808,139.50785444421808,139.50785444421808
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,97.94259883396462,107.94259883396398,107.94259883396444,107.94259883396398,107.94259883396438,107.94259883396454,107.94259883396454,109.79762139994564,109.79762139994564,109.79762139994564,109.79762139994564,109.79762139994564,109.79762139994564
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,179.00538228678306,179.00538228678306,179.00538228678306,179.00538228678306,179.00538228678306,179.00538228678306,179.00538228678306,179.00538228678306,179.00538228678306,179.00538228678306,179.00538228678306,179.00538228678306
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,114.07098372224283,114.07098372224283,114.07098372224283,114.07098372224283,114.07098372224283,114.07098372224283,114.07098372224283,114.07098372224283,73.86453566051912,114.07098372224283,114.07098372224283
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,187.08116089762007,187.08116089762007
500.0,92.94601518590358,102.53384250742829,102.53384250742829,102.53384250742829,102.53384250742829,102.53384250742829,102.53384250742829,102.53384250742829,102.53384250742829,102.53384250742829,102.53384250742829,102.53384250742829,102.53384250742829,102.53384250742829,102.53384250742829,102.53384250742829,102.53384250742829,102.53384250742829,102.53384250742829,102.53384250742829,59.76358528685657,102.53384250742829,102.53384250742829
500.0,500.0,175.65947113702154,175.65947113702154,175.65947113702154,175.65947113702154,175.65947113702154,175.65947113702154,175.65947113702154,175.65947113702154,175.65947113702154,175.65947113702154,175.65947113702154,175.65947113702154,175.65947113702154,175.65947113702154,175.65947113702154,175.65947113702154,175.65947113702154,175.65947113702154,175.65947113702154,175.65947113702154,175.65947113702154,175.65947113702154
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,124.00507678439607,124.00507678439607,124.00507678439607,124.00507678439607,124.00507678439607,124.00507678439607,124.00507678439607,124.00507678439607,124.00507678439607
500.0,500.0,500.0,500.0,500.0,500.0,500.0,109.16574487322487,109.16574487322487,109.16574487322487,109.16574487322487,109.16574487322487,109.16574487322487,109.16574487322487,109.16574487322487,109.16574487322487,109.16574487322487,109.16574487322487,109.16574487322487,109.16574487322487,109.16574487322487,109.16574487322487,109.16574487322487,109.16574487322487
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,137.64837454155577,137.64837454155577,137.64837454155577,137.64837454155577,137.64837454155577,137.64837454155577,137.64837454155577,137.64837454155577,137.64837454155577,137.64837454155577,137.64837454155577,137.64837454155577,137.64837454155577,137.64837454155577,137.64837454155577,137.64837454155577
