Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,600.0
1000.0,1000.0,1000.0,1000.0,698.8888888888887,650.0,610.0,650.0,625.0,395.0000000000004
1000.0,1000.0,1000.0,1000.0,216.11111111111128,310.0,350.0,344.99999999999994,296.1249998811752,500.0
1000.0,1000.0,1000.0,916.1111111111113,720.0000000000002,570.0000000000005,370.0,620.5924520345776,616.1111111111138,525.0
1000.0,1000.0,1000.0,1000.0,1000.0,365.8730158730162,453.8461538461538,344.99999999999994,360.000000000004,415.3703703703704
1000.0,1000.0,1000.0,975.0,1000.0,650.0,588.4188034188035,650.0,650.0,650.0
950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0
1000.0,1000.0,1000.0,985.0352112676055,1000.0,1000.0,1000.0,999.9999999999995,700.0000000000002,700.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,451.12499999999966,403.2593750000013
1000.0,765.0,919.9647887323945,714.9647887323945,829.9647887323945,654.9647887323945,889.9647887323945,770.8148850938226,458.8750000000017,545.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,209.18511490617738,566.1249999999986,503.96284722222185
1000.0,1000.0,1000.0,1000.0,1000.0,945.238095238095,1000.0,800.2962260172885,608.8750000000014,602.148263888886
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,459.98611109870876,509.3704861111118
1000.0,921.0758998435056,1000.0,1000.0,1000.0,920.4365079365081,1000.0,1000.0,770.0000000000009,770.0
1000.0,950.0000000000009,1000.0,807.7777777777778,791.1111111111111,727.3809523809525,600.0,684.9999999999958,679.9861111111195,600.0
1000.0,1000.0,1000.0,27.77777777777777,223.8888888888889,357.6190476190475,575.0,440.0000000000042,445.0138888888814,608.888888888888
1000.0,1000.0,1000.0,827.7777777777778,550.0,722.6190476190475,550.0,550.0000000000011,550.0,495.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,444.30555555555566,450.0,450.000000000001,566.1111111111115
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,539.3055555555557,471.62977018764525,545.0000000000014,424.9999999999999
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,440.00000000000006,419.9999999999982,500.00000000000006
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,500.0,455.0,486.1111111111129,395.0000000000024
1000.0,1000.0,1000.0,1000.0,550.0,700.0000000000002,502.5,539.4813409234661,508.8888888888892,599.9999999999977
1000.0,1000.0,1000.0,1000.0,400.0,205.87301587301613,382.50000000000006,480.51865907653394,406.1111111111137,343.0555555555569
1000.0,1000.0,984.9999999999999,1000.0,1000.0,664.1269841269839,617.5,450.0,643.8888888888869,650.0
