Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
1000.0,1000.0,906.1111111111111,961.1111111111111,911.1111111111111,910.0000000000005,921.1111111111111,911.1111111111114,960.8523965566241,871.1111111111111
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,995.3846153846151,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,993.6797671860713,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,989.9999999999999,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,931.1111111111109,930.0,950.0,910.0,950.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,894.3196943271525,900.0,900.0000000000061,950.0
1000.0,990.7975460122703,990.0000000000002,950.0,965.7692307692307,963.9102564102565,977.3076923076923,950.0,949.9999999999851,899.9999999999998
