Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
500.0,500.0,500.0,500.0,500.0,500.0,346.11111111111114,350.0
500.0,461.1111111111111,350.00000000000057,500.0,500.0,500.0,399.9999999999999,430.0
500.0,350.0,500.0,500.0,500.0,500.0,500.0,500.0
500.0,350.0,485.1111111111112,500.0,500.0,500.0,500.0,500.0
500.0,500.0,350.00000000000057,500.0,500.0,500.0,500.0,500.0
500.0,500.0,350.0,200.0,346.1111111111111,350.0,335.0,350.0
500.0,500.0,450.0,435.0,450.0,450.0,450.0,450.0
500.0,500.0,500.0,500.0,405.0,365.0,350.0,350.0
500.0,500.0,500.0,500.0,230.0,270.0,359.4354323139896,376.69918513326473
500.0,500.0,400.0000000000002,500.0,400.0,376.111111111111,370.71912435921575,333.85701869528305
500.0,500.0,500.0,500.0,500.0,176.73076923076914,164.28087564078425,201.14298130471695
500.0,500.0,500.0,500.0,500.0,500.0,500.0,488.73162103999
500.0,500.0,500.0,500.0,495.0,500.0,499.99999999999994,490.1767167502924
500.0,500.0,500.0,261.94444444444446,195.0,300.0000000000001,300.0,300.0
500.0,500.0,500.0,258.05555555555554,325.0,200.0,200.0000000000001,200.0
500.0,500.0,450.0,373.05555555555554,420.0,450.0,450.0,450.0
500.0,500.0,450.0,428.05555555555554,450.0,416.03535353535347,450.0,300.0
500.0,500.0,500.0,500.0,500.0,500.0,500.0,200.0
250.0,250.0,250.0,250.0,250.0,177.43827160493834,250.0,250.0
500.0,500.0,500.0,500.0,500.0,403.54938271604954,300.0,300.0
500.0,500.0,500.0,500.0,500.0,300.0,297.64588696593273,300.0000000000001
500.0,500.0,500.0,500.0,300.0,350.0000000000002,350.00000000000006,350.0
500.0,500.0,500.0,500.0,246.11111111111111,399.9999999999999,385.0,400.0
500.0,500.0,425.0,500.0,440.0,350.0,400.00000000000006,385.0
