Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
800.0,800.0,800.0,800.0,800.0,800.0,800.0,481.62618100000003,481.626181,481.62618100000003
800.0,800.0,800.0,481.6316900000001,481.6316900000001,381.4325994296196,369.6876848042457,281.6316900000001,266.5724074308292,281.6316900000001
800.0,800.0,800.0,800.0,800.0,429.8703639999999,420.129636,429.8703639999999,431.2407471111111,429.8703639999999
800.0,800.0,800.0,528.5634659999997,518.394674,381.60532599999993,386.6053259999999,331.60532599999993,295.59755857902064,331.60532599999993
800.0,800.0,800.0,800.0,800.0,410.421403147296,421.52621,421.5262100000002,428.47379000000006,421.52621
800.0,800.0,800.0,800.0,378.18453774771194,409.40542285270396,398.3006160000002,371.699384,331.2631694268972,371.699384
800.0,800.0,800.0,477.06098599999996,377.5649713633992,277.06098599999996,402.86458351752543,442.2066816121094,457.06098599999973,427.06098599999996
800.0,800.0,800.0,249.43560100000005,359.80964363660087,249.43560100000005,249.43560100000005,299.4356010000001,299.4356010000001,299.4356010000001
800.0,800.0,257.1394600000001,362.5521799999999,222.51350263660095,392.45687999999996,397.8605399999999,392.4568800000001,392.93797111111087,393.4905600000001
800.0,677.9705817019529,311.670258803189,334.89347,249.79817000000003,335.20183,329.7981699999999,335.20183,334.16814999999986,334.16814999999986
800.0,800.0,242.81501000000011,242.81501000000011,242.81501000000011,242.81501000000011,242.81501000000011,242.81501000000011,242.81501000000011,242.81501000000011
800.0,614.84582,264.84582,264.84582,264.8458200000001,264.84582,264.84582,264.8458200000001,314.8458200000001,314.84582
800.0,800.0,301.86921000000007,301.8937800000001,301.8937800000001,301.8937800000001,301.8937800000002,301.8937800000002,299.76992000000024,299.217331111111
800.0,800.0,800.0,800.0,336.46725383790937,235.02457000000004,235.02457000000004,219.9754300000001,235.02457000000004,251.66778999860733
800.0,800.0,800.0,800.0,800.0,380.8436200000001,380.8436199999999,380.8436200000001,380.84362000000016,349.15126000139276
800.0,800.0,800.0,800.0,800.0,319.70979329792647,327.7668237210377,325.5059338060549,379.74160555555613,336.0003600000001
800.0,800.0,800.0,800.0,296.8143099999999,162.5230783835649,171.4192262789623,173.6801161939451,130.55555555555551,162.93041803547328
800.0,799.7344511111114,800.0,800.0,651.6751200000001,761.012508383565,691.2304685858279,683.2806573050568,717.9338744444439,346.67711500469096
199.00259000000005,199.00259000000005,199.00259000000005,199.00259000000005,199.00259000000005,199.00259000000005,199.00259000000005,199.00259000000005,199.00259000000005,199.00259000000005
800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,382.79430300729405,283.3437811017289
800.0,800.0,800.0,800.0,800.0,800.0,299.83998054472823,237.12772000000007,206.50454690237828,276.45575889827114
800.0,800.0,800.0,403.0568691111114,506.90148999999997,450.55555555555554,328.09851000000003,389.0363699999999,328.09851000000003,328.09851000000003
800.0,548.285226,536.3574563079221,348.28522599999997,222.0882059999999,235.74227155555548,251.5057313332871,251.50573133328763,275.5613955479622,348.28522599999997
800.0,800.0,800.0,800.0,503.85499032896695,489.85380732178703,519.8336070000009,519.833607,495.16639299999997,419.83360700000003
