c[1],c[2],c[3],c[4],c[5],c[6],p[1],p[2],p[3],p[4],p[5],p[6],h[1],g_plus[1],g_minus[1],dr[1],μ[1],μ[2],μ[3]
5879.08,2273.0,2052.5,6169.415000000001,4166.46,1931.5,350.0,200.0,150.0,350.0,350.0,150.0,0.0,0.0,0.0,200.0,100.0,100.0,0.0
5209.04875,2273.0,2052.5,6169.415000000001,4166.46,1736.65,315.0,200.0,150.0,350.0,350.0,135.0,0.0,0.0,0.0,150.0,100.0,50.0,0.0
4547.36125,2034.1999999999998,1845.3500000000001,5476.148125000001,4166.46,1931.5,280.0,180.0,135.0,315.0,350.0,150.0,0.0,0.0,0.0,140.0,40.0,100.0,0.0
3916.2675,2273.0,2052.5,6169.415000000001,3722.9224999999997,1736.65,245.0,200.0,150.0,350.0,315.0,135.0,0.0,0.0,0.0,115.0,15.0,100.0,0.0
3301.86125,2273.0,1845.3500000000001,5575.186250000001,4166.46,1736.65,210.0,200.0,135.0,320.0,350.0,135.0,0.0,0.0,0.0,200.0,100.0,0.0,100.0
3916.2675,2273.0,2052.5,4884.516250000001,3786.285,1931.5,245.0,200.0,150.0,285.0,320.0,150.0,0.0,0.0,0.0,300.0,100.0,100.0,100.0
4547.36125,2273.0,2052.5,5575.186250000001,4166.46,1931.5,280.0,200.0,150.0,320.0,350.0,150.0,0.0,0.0,0.0,300.0,100.0,100.0,100.0
3916.2675,2034.1999999999998,1845.3500000000001,4884.516250000001,3722.9224999999997,1736.65,245.0,180.0,135.0,285.0,315.0,135.0,0.0,0.0,0.0,255.0,100.0,100.0,55.0
4547.36125,2273.0,1639.0,4227.605625,3282.1974999999998,1542.3999999999999,280.0,200.0,120.0,250.0,280.0,120.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0
3916.2675,2034.1999999999998,1434.25,3581.0825000000004,2851.785,1349.35,245.0,180.0,105.0,215.0,245.0,105.0,0.0,0.0,0.0,55.0,55.0,0.0,0.0
4547.36125,2273.0,5.439028465624996e6,3492.431875,3282.1974999999998,1157.5,280.0,200.0,0.0,210.0,280.0,90.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0
4457.205,2273.0,695.5,4133.7612500000005,2851.785,0.0,275.0,200.0,50.0,245.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
