Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,428.57077842828687,428.5707784282868,428.5707784282868,428.5707784282868,428.5707784282868
500.0,500.0,446.6232034357747,418.36831,418.36831,318.36831,318.36831,318.36831,318.36831,318.36831,318.36831,318.36831,318.36831,318.36831,318.36831
500.0,500.0,500.0,485.3107735427789,439.2607173537521,462.6887263744461,421.9066365976813,421.9066365976813,421.9066365976813,329.870364,294.68014451409897,290.1142034229904,290.1142034229904,290.11420342299033,290.11420342299033
500.0,500.0,440.2478053532775,387.63626023675465,368.394674,368.394674,368.394674,231.605326,268.394674,275.1234644297335,231.605326,268.394674,268.394674,268.394674,231.605326
500.0,500.0,490.9890452920324,423.89042669127423,423.89042669127423,423.89042669127423,416.25111181916196,416.25111181916196,416.25111181916196,321.52621000000005,309.1806684508242,296.0387643870231,293.46543242529583,249.04889458982055,296.0387643870231
500.0,500.0,433.9149899771773,381.1628060766808,372.5858990223614,357.01496021379853,373.54816619975213,356.7424241919607,328.300616,328.300616,328.300616,271.699384,271.6993840000001,271.69938400000103,271.699384
500.0,500.0,447.13906178186426,422.939014,422.939014,322.939014,322.939014,322.939014,322.939014,322.939014,322.939014,327.060986,327.060986,322.93901400000004,322.939014
500.0,500.0,450.564399,454.9077235488538,450.564399,299.435601,299.435601,299.43560100000116,299.435601,299.435601,299.435601,299.435601,299.435601,299.435601,299.435601
500.0,500.0,500.0,457.13946000000084,442.86054,442.86054,442.8605400000003,442.86054,442.86054,442.86054,442.86054,442.86054,442.86054,442.8605400000007,442.86054
500.0,500.0,500.0,500.0,299.79817,299.79817,299.79816999999997,299.7981700000018,299.7981700000021,299.79817000000145,295.20183,299.79817,299.79817000000014,299.79817,299.79817
500.0,500.0,500.0,492.81501000000003,342.81501,427.18499000000014,443.59709203130996,460.2766380219674,486.03963125566077,460.78870153846157,396.78133,481.07387888888877,492.8150100000007,442.18498999999997,442.18498999999997
500.0,500.0,500.0,190.15418,244.84582000000012,314.84582000000097,304.8379132151152,294.0022,270.9911787443391,296.24210846153835,280.80503555555543,275.9569311111112,264.21579999999926,314.8458199999999,314.84582
500.0,500.0,500.0,500.0,498.10622,401.89377999999994,401.89378000000164,378.97602978021433,401.89377999999977,401.89377999999977,412.70256000000006,333.10622,334.06315111111115,393.0048911111114,401.8937799999999
500.0,500.0,500.0,500.0,500.0,500.0,384.6902526495707,389.68213308914363,384.6902526495726,384.6902526495726,389.62690555555537,435.02457000000004,434.06763888889043,354.97542999999996,346.08654111111105
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,449.60987852205733,430.84362000000004,430.8436200000001,430.84362000000016,430.8436200000001,484.84109552737857,470.06231546555193
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,235.21550462149713,382.6033515384616,321.041157703119,236.00036,310.9652129809256,251.44798986336264,264.36335220848224
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,320.0809151293692,326.81431,435.791338198613,475.36184170499246,387.0054629465429,440.8830481236393,429.58652795592707
500.0,500.0,419.6803000000002,432.5,358.4894300000001,500.0,500.0,362.08221678516406,420.3196999999998,398.3248799999999,318.3248799999999,350.3196999999998,382.6202447435855,448.32487999999995,354.50851828287284
152.81965811111127,249.00259000000005,249.00259000000005,406.82228999999984,395.83285999999976,249.00259000000005,249.00259000000005,342.2400732148358,399.00259000000005,249.00259000000005,385.99741,399.00259000000005,366.7020452564143,249.0025900000001,394.813771717127
500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
500.0,500.0,465.7374,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,440.1479804409107,429.91756899999996
500.0,500.0,421.90148999999997,421.90148999999997,421.90148999999997,421.90148999999997,377.6448403333177,421.90148999999997,421.90148999999997,421.90148999999997,421.90148999999997,421.90148999999997,424.44380597233976,421.90149000000014,364.30260620883297
500.0,500.0,375.53357945456094,149.038969676093,301.7147739999999,301.7147739999999,301.714774,301.714774,301.714774,301.714774,301.714774,301.714774,248.28522600000002,248.28522600000002,248.28522600000002
500.0,500.0,355.9326136330975,207.42143110935723,380.166393,380.166393,380.166393,355.93261363309347,380.166393,380.16639299999997,380.1663930000001,380.16639299999997,380.166393,330.166393,330.166393
