Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,494.7917408186431
427.5287800000002,427.5287800000002,392.52878000000055,377.5287800000002,377.5287800000002,357.5287800000002,387.52878000000015,392.5287800000003,428.5718591813565
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,403.396951111111,361.0380999999998,402.49409918135683
1000.0,1000.0,1000.0,456.33150037037046,471.94852055555566,462.6703577777778,400.98984000000013,423.5091311111114,370.4556872516023
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,373.9844700000001,343.8754099999997,434.57000274839754
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,995.9609999999998,431.0700600000001,431.0700600000001
351.9794090338168,375.38497111111127,379.2738600000001,329.2738600000002,314.2738600000002,314.2738600000002,344.2738600000005,399.27386000000047,399.2738600000003
1000.0,1000.0,976.6053409043369,1000.0,1000.0,1000.0,1000.0,586.5321000000001,421.5321
1000.0,1000.0,1000.0,340.93983523417853,419.45861179085665,408.8098755555557,369.61017000000027,246.76256493613653,424.61017000000004
1000.0,439.4295400000002,377.6166269033789,360.5704599999992,270.3607582091435,281.00949444444444,350.3636755555556,349.13640924723927,337.0691400000004
1000.0,1000.0,1000.0,1000.0,481.94736179085623,471.2986255555553,413.0555555555556,408.5554707527608,420.6227399999997
329.3802130434785,323.68020000000007,343.68020000000007,308.6802000000003,323.68020000000007,408.68019999999996,408.68019999999996,408.6801999999999,408.6801999999999
1000.0,1000.0,999.1366299999999,1000.0,1000.0,441.28339555555596,453.50297000000023,453.50297000000023,339.96998111111134
1000.0,345.6387630738363,315.1388799999994,283.99775000000045,290.13887999999895,257.7143544444441,271.07143893293403,254.17725318672245,370.1388799999998
1000.0,1000.0,1000.0,398.4044699999995,403.3744511111123,424.68786555555585,463.3578111111112,428.22496681327743,367.4589000000001
366.7177600000004,351.7177600000001,351.7177600000002,366.71776000000034,351.71776000000085,436.7177600000001,436.71776,433.62728429783374,421.71776000000006
1000.0,1000.0,1000.0,993.3526500000007,1000.0,392.2623299999998,392.26232999999996,418.8091168132777,430.71864111111097
1000.0,414.5252500000001,428.8274,449.5252500000005,469.5252500000003,406.56507,406.5650699999998,380.01828318672204,368.108758888889
1000.0,1000.0,872.5764542077333,1000.0,114.82601376469876,297.9396800000003,232.93968000000024,357.0837179243892,368.99324222222185
1000.0,435.59505000000115,414.89720000000045,435.59505000000036,505.59505000000047,493.62536999999963,520.4952699999998,434.48133207561074,422.5718077777782
1000.0,379.2395100000013,375.5643637900117,367.648579356689,429.9644762353011,440.3112660557946,495.7396988888882,371.2477946971272,356.0549362231871
1000.0,1000.0,430.9060932083811,439.30992087721086,373.1519724379048,373.96341752765846,332.81425111111145,438.0671721691865,451.61836355507273
1000.0,1000.0,361.28351000000004,355.67710652024346,328.71649,407.9369099999995,361.28351000000004,383.49458,383.71648999999996
1000.0,347.2780900000009,452.27809000000013,425.68715935668877,467.2780899999999,388.0576700000004,452.27809000000013,412.5,412.27809
