Column1,Column2
861.093830305575,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
74.30999999999995,74.30999999999995
