Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,355.89238000000006
287.5287800000001,287.5287800000001,287.5287800000001,287.5287800000001,287.5287800000001,287.5287800000001,287.5287800000001,287.5287800000001
1000.0,1000.0,1000.0,996.82178,1000.0,320.2724955555556,320.2724955555556,343.17821999999995
1000.0,410.9898400000001,410.9898400000001,410.9898400000001,410.9898400000001,410.9898400000001,410.9898400000001,410.9898400000001
1000.0,326.01552999999984,326.01552999999984,326.01552999999984,324.48342999999994,326.01552999999984,326.01552999999984,326.01552999999984
1000.0,1000.0,1000.0,362.47766,368.8155880339673,407.5583711111112,343.1052511111109,413.92994
259.27386000000007,259.27386000000007,259.27386000000007,259.27386000000007,259.27386000000007,259.27386000000007,259.27386000000007,259.27386000000007
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,446.5320999999999,446.5320999999999
1000.0,1000.0,1000.0,409.69088111111114,401.7068330771438,364.6101699999999,405.3898300000001,337.2744346114113
1000.0,384.4295400000001,384.4295400000001,342.6918800000001,342.6918800000001,342.6918800000001,366.3653400000003,363.65604649969987
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,381.73765999999995,381.73765999999995
253.68019999999996,253.68019999999996,253.68019999999996,253.68019999999996,253.68019999999996,253.68019999999996,253.68019999999996,253.68019999999996
1000.0,1000.0,1000.0,1000.0,360.86337000000003,360.86337000000003,360.86337000000003,360.86337000000003
304.86112,304.86112,304.86112,304.86112,304.86112,304.86112,304.86112,304.86112
1000.0,1000.0,377.4589000000001,377.4589000000001,377.4589000000001,377.4589000000001,377.4589000000001,377.4589000000001
281.71776,281.71776,281.71776,281.71776,281.71776,281.71776,281.71776,281.71776
1000.0,1000.0,1000.0,1000.0,1000.0,355.69785,355.69785,355.69785
1000.0,1000.0,399.5252499999998,399.5252499999998,399.5252499999998,399.5252499999998,399.5252499999998,399.5252499999998
1000.0,1000.0,1000.0,1000.0,349.0299999999999,349.0299999999999,349.0299999999999,349.0299999999999
1000.0,385.5950499999999,385.5950499999999,385.5950499999999,385.5950499999999,385.5950499999999,385.5950499999999,385.5950499999999
1000.0,1000.0,344.23951000000017,344.23951000000017,344.23951000000017,344.23951000000017,344.23951000000017,344.23951000000017
1000.0,1000.0,1000.0,317.79346000000004,317.79346000000004,317.79346000000004,317.79346000000004,317.79346000000004
1000.0,1000.0,371.28351000000004,371.28351000000004,371.28351000000004,371.28351000000004,371.28351000000004,371.28351000000004
1000.0,1000.0,1000.0,312.27808999999996,312.27808999999996,312.27808999999996,312.27808999999996,312.27808999999996
