Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
500.0,500.0,500.0,500.0,500.0,500.0,396.76156899999995,418.373819
500.0,500.0,500.0,500.0,445.9727572777775,456.09063300000014,353.2329220000001,349.3440331111112
500.0,494.8703639999999,470.129636000001,429.8703639999999,359.21143127777725,337.8519590000002,383.528404,383.528404
500.0,500.0,500.0,381.6053260000006,374.0536067222227,381.60532599999993,381.60532599999993,381.60532599999993
500.0,500.0,336.52621,361.52621,352.44441472222275,398.127442,398.127442,398.127442
500.0,407.73621700000194,348.300616,421.699384,421.699384,421.699384,421.699384,421.699384
500.0,473.7449981111113,277.06098599999996,457.93901400000004,427.06098599999996,465.583716,425.0332691328956,393.96388511111104
500.0,500.0,449.43560100000013,249.43560100000008,299.4356010000001,253.21943011111063,299.4356010000001,289.839261
500.0,500.0,500.0,404.314556,347.6739098333322,382.5431200000005,348.77888597821544,407.1394600000001
500.0,500.0,61.57893376190452,224.71453711111116,320.3968018333335,249.79817000000003,301.12017597821546,240.20182999999997
500.0,500.0,500.0,421.36099399999995,242.81501000000003,341.78132999999957,279.90835111111124,292.81501000000003
500.0,500.0,500.0,500.0,264.84582,159.57695357881914,264.84582,264.84582
500.0,500.0,500.0,500.0,351.8937800000001,449.7934600000001,351.8937800000001,351.8937800000001
500.0,500.0,500.0,500.0,148.76299000000017,214.75570357881918,235.02457000000004,235.02457000000004
500.0,500.0,500.0,500.0,396.88170927777827,369.15637999999984,349.1563799999999,325.79448
500.0,500.0,443.8922348730148,500.0,487.03844927777817,386.00036,386.00036,386.0003600000002
500.0,500.0,500.0,500.0,500.0,276.81431,276.81431,276.81431
500.0,500.0,500.0,500.0,500.0,206.6751200000001,206.6751200000001,206.6751200000001
50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
409.06214,259.06214,259.06214,229.22853299999997,259.06214,259.06214,259.06214,259.06214000000006
500.0,500.0,500.0,500.0,500.0,500.0,500.0,345.84329703193043
500.0,500.0,500.0,500.0,500.0,500.0,500.0,328.09851000000003
500.0,500.0,500.0,500.0,500.0,348.28522599999997,348.28522599999997,263.45161899999994
500.0,480.1663930000012,500.0,500.0,500.0,419.83360700000003,419.83360700000003,500.0
