Column1
0.0
0.0
50.0
70.0
50.0
0.0
0.0
50.0
150.0
298.91026666666676
450.0
500.0
550.0
570.0
550.0
350.0
350.0
150.0
50.0
0.0
0.0
50.0
100.0
150.0
