Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,600.0,600.0000000000002,600.0,600.0000000000002,600.0,600.0,600.0,600.0000000000002,588.6111111111848,600.0000000000005,599.9999999999998,600.0,600.0000000000002,599.9999999999998,600.0000000000002
1000.0,1000.0,1000.0,1000.0,698.8888888888887,650.0,610.0,650.0,625.0,395.0000000000004,394.9999999999995,395.0,390.0,394.9999999999999,395.0,423.47222222222115,394.9999999999997,413.6111111110371,395.0,395.0,395.0,429.9999999999998,417.7623456790124,434.9999999999998
1000.0,1000.0,1000.0,1000.0,216.11111111111128,310.0,350.0,344.99999999999994,296.1249998811752,500.0,535.0000000000005,543.8635514455187,595.0000000000011,500.00000000000193,500.0,550.0000000000002,545.0000000000001,550.0,535.0,535.0,540.2256944444324,512.8005754212423,548.086419753086,535.0
1000.0,1000.0,1000.0,916.1111111111113,720.0000000000002,570.0000000000005,370.0,620.5924520345776,616.1111111111138,525.0,511.1111111111112,453.3840082200736,369.99999999999994,491.11111111111035,515.3355902777778,530.0,454.9999999999999,545.0,560.0,560.0,460.65972222224605,501.2734986528319,452.87037037037015,494.22222222221166
1000.0,1000.0,1000.0,1000.0,1000.0,365.8730158730162,453.8461538461538,344.99999999999994,360.000000000004,415.3703703703704,488.88888888888914,546.6159917799264,501.7624216725319,445.00000000000045,499.99999999999966,460.0,550.0000000000001,375.0000000000002,349.99999999999994,349.99999999999994,528.6284722222053,444.8376124582792,550.0,517.3333333333353
1000.0,1000.0,1000.0,975.0,1000.0,650.0,588.4188034188035,650.0,650.0,650.0,606.1111111111109,548.3840082200736,535.0,649.9999999999995,495.0,570.0,499.99999999999966,565.0,600.000000000004,601.2962962962958,501.37152777779465,585.1623875417208,480.0,473.77777777777203
950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,488.88888888888914,546.6159917799264,559.9999999999889,445.0000000000004,600.0,550.0,530.0,530.0,450.0,450.0,450.0,450.0,450.0,521.2222222222281
1000.0,1000.0,1000.0,985.0352112676055,1000.0,1000.0,1000.0,999.9999999999995,700.0000000000002,700.0,656.1111111111109,598.3840082200736,585.0000000000114,699.9999999999995,545.0,640.0,550.0,550.0,514.9999999999965,513.7037037037042,536.3715277777633,543.8888888888883,550.0,423.777777777772
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,451.12499999999966,403.2593750000013,428.88888888888897,551.8518518518517,484.6743447192845,433.88888888888425,545.2086805555557,430.55555555555685,623.0555555555552,613.8888888888889,649.9999999999997,648.7037037037038,632.1701388888922,650.0,622.4999999999997,633.8888888888805
1000.0,765.0,919.9647887323945,714.9647887323945,829.9647887323945,654.9647887323945,889.9647887323945,770.8148850938226,458.8750000000017,545.0,556.1111111111113,428.14814814814844,493.21838319591257,495.0,464.7913194444442,550.0,396.1258280015828,404.99999999999955,444.99999999999784,445.8641975308639,456.7708333333275,405.0,422.5000000000002,411.11111111110966
