Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
800.0,800.0,800.0,800.0,800.0,481.62618100000003,461.62618100000003,466.62618100000003,481.62618100000003
800.0,800.0,618.36831,618.36831,449.80834005686586,346.6316900000001,343.36830999999995,338.36830999999995,368.36830999999995
800.0,800.0,800.0,800.0,429.8703639999999,429.8703639999999,429.8703639999999,429.8703639999999,429.8703639999999
800.0,531.6053259999999,531.6053259999999,568.394674,381.60532599999993,381.60532599999993,399.78197605686563,381.60532599999993,381.60532599999993
800.0,800.0,800.0,800.0,421.52621,421.52621,421.5262100000002,408.38547000000045,382.4042380000001
800.0,800.0,571.6993840000009,521.699384,421.699384,392.21577123114,419.2529575897361,421.699384,447.4225879999999
800.0,800.0,277.06098599999996,477.06098599999996,457.93901400000004,427.06098599999996,427.06098599999996,476.0797539999995,477.06098599999996
800.0,599.4356010000001,350.564399,149.61907470790393,249.43560100000005,250.56439899999998,299.43560100000013,220.56439899999975,270.564399
800.0,777.8605399999999,800.0,407.1394600000001,407.1394600000001,442.1394600000001,407.1394600000001,472.1394600000003,407.1394600000001
800.0,800.0,800.0,599.7981699999999,345.20183,385.20183,365.20182999999975,399.79817000000025,399.79817
800.0,800.0,800.0,800.0,302.81501000000003,262.81501000000014,282.8150100000006,233.5360899999996,234.1083241769528
800.0,705.15418,800.0,264.84582,264.8458200000001,264.84582,264.8458200000001,310.2885453333338,357.92248582304717
800.0,651.8937800000001,279.12547417695305,279.12547417695305,301.8937800000001,301.8937800000002,301.89377999999977,262.7237826720145,279.12547417695305
800.0,800.0,385.02457000000004,385.02457000000004,190.165645788571,192.19701718403255,361.5061139760778,385.02457000000004,385.02457000000004
800.0,800.0,800.0,800.0,514.8432600000001,514.8432600000001,261.66438190355103,280.79448,221.15710000000013
800.0,800.0,800.0,800.0,800.0,800.0,245.23187351118202,259.3506000000002,273.99964
800.0,800.0,800.0,800.0,800.0,800.0,733.954176488819,719.8354499999998,285.1645500000002
348.32488000000023,348.32488,348.32488,348.32488,348.32488,348.32488,348.32488,348.32488,348.32488
199.00259000000005,199.00259000000005,199.00259000000005,199.00259000000005,199.00259000000005,199.00259000000005,196.59128818903264,195.49647165397198,195.49647165397184
800.0,800.0,800.0,800.0,800.0,800.0,358.29365351118145,360.93786,360.93786000000006
800.0,800.0,800.0,800.0,800.0,800.0,800.0,234.26260000000002,234.26260000000002
800.0,478.09851000000003,418.57888089563346,478.09851000000003,478.09851000000003,555.619191668206,528.09851,328.09851000000003,328.09851000000003
800.0,548.285226,458.0848329873824,398.28522599999997,511.01945348789667,498.28522599999997,398.28522599999997,498.28522599999997,313.28522599999997
800.0,800.0,235.86475069862922,369.83360700000003,248.20760446439857,305.87508130034985,369.8336070000005,305.8750813003501,482.1190937918291
