Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
1000.0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,50.0,50.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,100.0,100.0,100.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
1000.0,1000.0,855.0,720.0,747.8707171591085,691.7223729110184,720.0,601.1111111111109,170.0
1000.0,1000.0,1000.0,130.0,102.12928284089159,132.09335899903607,119.52020202020226,145.00000000000034,150.0
1000.0,0.0,100.0,97.09335899903647,70.0,97.09335899903607,100.0,100.0,100.0
1000.0,920.0,749.2198544817738,822.9066410009635,831.1111111111111,822.9066410009639,775.0,50.0,50.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
1000.0,831.1111111111111,820.0,828.2044701101477,820.0,823.2044701101474,820.0,700.0,220.0
315.3703703703704,350.0,350.0,350.0,350.0,350.0,350.0,350.0,234.9999999999995
1000.0,1000.0,909.0909090909088,724.2733397497591,860.0,909.0909090909091,909.0909090909091,216.11111111111111,196.66666666666725
1000.0,1000.0,280.9090909090912,375.72666025024085,240.0,280.9090909090909,280.9090909090909,323.88888888888886,343.33333333333275
1000.0,1000.0,420.9090909090912,325.72666025024085,200.0,200.0,280.90909090909093,375.0,400.0
1000.0,1000.0,1000.0,195.72666025024097,220.0,220.0,192.49999999999977,169.9999999999999,130.5555555555556
1000.0,1000.0,1000.0,1000.0,311.1111111111111,200.0,332.0202020202019,350.0000000000001,400.0
1000.0,1000.0,1000.0,1000.0,300.0,300.0,272.5,300.0,300.0
1000.0,350.0,350.0,350.0,249.99999999999994,200.0,277.5,250.0,290.0
1000.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
1000.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
1000.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1000.0,1000.0,916.1111111111111,1000.0,100.0,99.99999999999997,100.0,100.0,60.00000000000017
150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
191.84210526315724,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,250.0,250.0,250.0
