Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,425.0,412.49999999999994,425.0,424.62962962962945
475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,455.00000000000006,467.5,455.0,455.37037037037055
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,420.00000000139266,451.66666666666646,483.611111111111,458.38529973287484,460.37037037037044
1000.0,1000.0,1000.0,1000.0,475.0,459.1666666666668,464.99999999999994,401.11111110832564,358.3333333333334,366.388888888889,391.61470026712516,425.0000000000001
1000.0,1000.0,1000.0,525.0,395.55555555555554,389.9999999999999,385.00000000000006,412.5000000013927,453.6111111111108,455.0,459.9999999999999,424.9999999999999
475.0,475.0,475.0,455.00000000000057,475.0,475.0,475.0,475.0,475.0,475.0,433.1651662358494,366.1111111111111
425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,305.0,425.0,425.0
1000.0,1000.0,1000.0,1000.0,1000.0,525.0,525.0,515.5555555555555,505.0,425.0,375.0,375.0
1000.0,1000.0,1000.0,1000.0,475.0,417.5000000000002,340.0,349.44444444444446,371.6666666666667,440.0,475.0,425.0
1000.0,725.0,725.0,725.0,450.0,449.99999999999966,493.6111111111111,500.0,473.33333333333326,505.0,375.0,425.0
1000.0,1000.0,45.0,173.05555555555543,475.0,475.0,440.0,475.0,475.0,445.0000000000001,456.0270275623691,435.0000000000001
1000.0,850.0,835.0,725.0,525.0,525.0,575.0,525.0,525.0,525.0,503.9729724376309,525.0
1000.0,815.0,800.0,575.0000000000002,575.0,575.0,575.0,575.0,575.0000000000002,545.0000000000001,568.9729724376309,447.65074464974396
1000.0,1000.0,50.0,485.0,515.0,515.0000000000001,462.5,434.30555555555554,502.77777777777766,446.1111111111109,445.0,542.3492553502559
1000.0,896.1111111111111,811.1111111111111,545.0,513.0555555555555,515.0000000000001,567.5,557.5,550.5555555555557,499.9999999999999,531.1111111111111,495.0
1000.0,1000.0,1000.0,358.05555555555543,462.5,471.9444444444443,413.6111111111111,452.5,420.0,459.7222222222222,440.22013349702536,407.34925535025593
1000.0,725.0,725.0,575.0,328.05555555555554,343.05555555555543,525.0,522.5,499.44444444444434,515.2777777777778,503.66875539186356,506.41260041059905
1000.0,1000.0,1000.0,1000.0,547.5,533.0555555555558,368.75,384.5833333333333,370.0,340.41666666666663,427.91382772606113,414.3281403301416
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,525.0,525.0,525.0,525.0,460.0,450.67185966985846
425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,389.99999999999994
475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,397.5,475.0,390.00000000000006
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,490.0,489.4444444444446,482.50000000000006,375.0,490.0
1000.0,1000.0,1000.0,1000.0,1000.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0
1000.0,1000.0,625.0,625.0,625.0,475.00000000000057,475.0,475.0,475.0,475.0,475.0,475.0000000000002
