Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11
1000.0,1000.0,700.0,500.0,500.0,498.3957563092748,560.0,498.3957563092748,500.00000000000017,448.3957563092748,498.3957563092748
1000.0,708.9458689458685,87.69230769230768,200.0,200.0,400.0,200.0,400.0,398.0046983555751,400.0000000000001,400.0
1000.0,817.9487179487201,800.0,450.0,250.0,250.0,430.3578578906377,250.0,298.681067381032,373.52205577125073,348.2986111111115
1000.0,829.5454545454545,730.0,730.0,463.5171261487052,420.0,260.73467097617043,330.0,420.0,339.3140504693616,437.81249999999955
1000.0,777.7777777777777,700.0,700.0,709.3567251461988,700.0,448.5541791463997,417.22560784251044,232.43811947815647,355.68594953063825,250.0
877.1929824561404,700.0,700.0,700.0,701.7543859649123,700.0,647.7542176549553,700.518409947287,466.856629828837,390.68594953063854,400.0
850.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,550.0,500.0,500.0
1000.0,722.2222222222222,600.0,650.0,650.0,650.0,650.0,650.0,650.0,500.0,486.051136363637
1000.0,687.5,550.0,600.0,600.0,600.0,600.0,600.0,500.0,490.2900445577709,496.5589416101632
1000.0,714.2857142857143,561.2244897959184,550.0,550.0,550.0,500.0,572.0333685345144,411.1111111111112,449.9999999999999,450.0
1000.0,833.3333333333334,625.0,607.6560110919639,506.3800092433033,506.3800092433033,506.3800092433033,400.00000000000006,400.0,350.0,354.4660064703123
1000.0,909.090909090909,909.090909090909,600.0,450.0,376.0273981641041,381.8181818181818,366.986929211541,350.0000000000005,350.0,350.00000000000017
1000.0,922.2222222222222,900.0,500.0,300.0,300.0,300.0,300.0,300.0,300.0,300.00000000000125
1000.0,1000.0,918.9814814814814,520.0000000000001,355.46024892859583,320.00000000000006,320.00000000000006,320.00000000000006,320.00000000000006,320.00000000000006,320.00000000000006
1000.0,1000.0,900.0,500.0,300.0,300.0,300.0,300.0,300.0000000000002,300.0,300.0
1000.0,833.3333333333334,641.7336010709504,694.4444444444445,521.4050442754002,578.7037037037037,422.912920049626,399.9999999999998,350.0,400.0,356.64510464079876
1000.0,785.7142857142858,617.3469387755102,550.0,550.0,550.0,550.0,550.0,445.45012664545135,360.0,449.99999999999994
1000.0,750.0,600.0,600.0,600.0,600.0,600.0,550.0,600.0,431.32362759241795,332.81250000000006
1000.0,722.2222222222222,650.0,650.0,650.0,650.0,650.0,649.9999999999998,600.0,561.1111111111097,450.0
850.0,600.0,600.0,600.0,600.0,609.356725146198,600.0,600.0000000000001,550.0,559.5108091419395,500.0
1000.0,701.7543859649123,700.0,700.0,700.0,701.7543859649131,700.0,351.00538482072903,506.81961606190373,443.8030716658502,470.0
1000.0,1000.0,777.7777777777777,831.2345679012345,888.8888888888889,543.0677596174677,449.99999999999994,450.0,400.4559156153281,450.0,449.99999999999994
1000.0,1000.0,823.5294117647059,823.5294117647059,259.80870396939264,244.94109885831335,259.8087039693926,259.8087039693926,348.4624581539936,246.20731912105356,300.0
1000.0,1000.0,1000.0,615.0,550.0,500.0,550.0,550.0,499.9999999999996,550.0,490.00000000000006
