Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
1000.0,1000.0,1000.0,1000.0,50.0,50.0,50.0,50.0,50.0,50.0
1000.0,1000.0,1000.0,1000.0,1000.0,100.0,100.0,100.0,100.0,100.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
1000.0,1000.0,1000.0,725.0,722.9066410009635,722.9066410009635,700.0,684.9999999999999,700.0,170.0
1000.0,1000.0,1000.0,125.0,127.09335899903647,127.09335899903647,150.0,130.0,150.0,150.0
1000.0,0.0,97.09335899903635,95.0,97.09335899903647,97.09335899903647,70.0,100.0,100.0,100.0
1000.0,875.0,822.9066410009635,825.0,822.9066410009635,822.9066410009635,831.1111111111111,49.999999999999986,50.0,49.999999999999986
150.0,150.0,150.0,150.0,150.0,150.0,150.0,149.9999999999999,150.0,150.0
1000.0,786.1111111111111,831.1111111111111,820.0,820.0,820.0,820.0,740.0,740.0,250.0
315.3703703703704,350.0,255.55555555555554,350.0,350.0,350.0,350.0,350.0,340.0000000000002,205.00000000000006
1000.0,1000.0,520.2020202020202,910.0,909.0909090909091,909.0909090909091,755.0000000000002,909.0909090909091,180.00000000000003,224.9999999999998
1000.0,1000.0,396.89133879701626,280.0,280.9090909090909,280.9090909090909,344.99999999999983,280.9090909090909,346.11111111111086,350.0
1000.0,1000.0,550.0,420.0,391.1111111111111,420.9090909090908,460.00000000000006,420.9090909090909,399.9999999999999,350.0
1000.0,1000.0,570.0,220.0,230.90909090909088,220.0000000000001,220.0,376.23080051999636,220.0,206.72043010752688
1000.0,1000.0,1000.0,200.0000000000001,200.0,263.20447011014767,249.9999999999999,174.88031059111478,340.00000000000114,368.27956989247315
1000.0,1000.0,1000.0,280.0,300.0,300.0,240.0000000000009,343.9712196820239,343.97121968202384,343.9712196820239
1000.0,350.0,350.0,221.1111111111111,200.0,200.0000000000001,261.1111111111102,195.0,195.0,195.0
1000.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
1000.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
1000.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1000.0,1000.0,1000.0,985.0,1000.0,100.0,100.0,100.0,100.0,100.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
191.84210526315724,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,250.0,250.0,250.0,250.0
