Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,951.1111111111094,956.1111111111111,950.0,949.9999999999999,950.0
1000.0,1000.0,1000.0,1000.0,1000.0,950.0,900.0,950.0,970.0,950.0,985.0000000000006,985.0
1000.0,1000.0,1000.0,1000.0,1000.0,900.0,900.0,900.0000000000013,900.0,900.0,850.0,879.9999999999993
1000.0,1000.0,1000.0,991.1111111111077,984.2705673009839,970.0,880.0,970.0,960.0,970.0,980.0,980.0000000000007
1000.0,1000.0,1000.0,1000.0,985.0,1000.0,977.4999999999999,1000.0,1000.0,950.0,1000.0000000015708,1000.0
1000.0,1000.0,1000.0,1000.0,951.8405438101272,921.1111111111112,900.0,900.0,900.0,943.0555555555557,888.0555555540323,900.0
1000.0,1000.0,1000.0,991.261204919741,935.0,950.0,1000.0,949.9999999999997,1000.0,970.0,985.0,950.0000000000001
1000.0,1000.0,1000.0,1000.0,1000.0,950.0,917.5,912.5000000000007,859.9999999999999,911.1111111111111,900.0,900.0
1000.0,1000.0,1000.0,1000.0,1000.0,950.0,950.0,950.0,950.0,900.0,910.4743589737745,900.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,849.9999999999999,850.0,834.9999999999998
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,800.0000000005846,799.9999999999998
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,800.0,800.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,750.000000000002
1000.0,1000.0,1000.0,980.0,980.0,980.0,991.1111111111111,980.0,980.0,980.0,980.0,980.0000000000098
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,750.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,800.0
1000.0,1000.0,1000.0,950.0000000000034,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0000000000007
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,848.7500000000006,850.0,850.0,850.0,850.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,999.9999999999998,999.9999999999997,985.0,1000.0
1000.0,1000.0,911.1111111111111,1000.0,900.0,950.0,950.0,900.0000000000005,900.1111111111114,900.1111111111118,945.6367521367526,888.8888888888897
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,950.0,977.4444444444445,979.9444444444442,964.9999999999999,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,900.0,917.5000000000001,900.0,900.0,900.0000000000001,899.9999999999999,872.2222222222126
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,950.0,950.0,950.0,950.0,950.0000000000001,950.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,950.0,981.999999999999,982.0,1000.0
