Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,519.5076417971741
515.4027060869566,467.52164334302165,394.7723365217404,487.4435768486397,514.7723365217403,354.77233652174027,517.5287800000002,532.5287800000001,457.5287800000001,440.3565538653189,417.5287800000001
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,489.71051166666666,528.4076561093307
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,635.9898400000003,515.6678972457919,505.58981820282577
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,509.9618588823672,529.7817926361299
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,899.6927776573532,1000.0,486.0700600000009,391.07006,378.8985768736202
439.94689816425307,449.2738600000022,449.2738600000024,384.2738600000001,399.2738600000001,439.2738600000001,484.27386000000035,459.2738600000011,440.94487111110976,509.2738600000001,486.95987736387326
1000.0,1000.0,1000.0,1000.0,471.53210000000087,477.71776651291526,383.0673855555557,410.4620399999999,436.3133688888903,418.4679000000001,417.6882399999986
1000.0,1000.0,1000.0,382.52113022529846,309.61017000000015,364.69734112366723,375.01068444444434,403.11574723630946,464.30503384027475,359.6101699999999,375.38983000000144
1000.0,1000.0,219.56842000000006,333.27865533025727,434.41665615848274,290.17967348708487,361.05665022979207,368.47719868870854,394.5360883161793,394.4295400000001,299.8528781647729
1000.0,1000.0,1000.0,1000.0,441.7376600000008,435.5023029648057,429.143646346432,421.11490612233547,481.73766000000046,456.73766000000023,487.5689121663196
93.68020000000023,403.68020000000104,357.48360772946904,423.6801999999999,373.68019999999996,463.6802000000006,512.72680155177,510.0953931170259,398.6111346356198,333.68020000000024,471.73748327743033
1000.0,1000.0,1000.0,1000.0,1000.0,454.7575146640065,399.157998888888,415.5323300000003,398.5720353643801,460.86337000000003,401.55679783368043
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,399.83975111111204,318.4654199999997,399.2324600000014,396.73085658329995,332.43705629993497
1000.0,994.6405947766218,1000.0,1000.0,1000.0,1000.0,1000.0,477.4589000000003,414.83243463561985,409.43684666666707,461.28868455624894
322.4656121739132,324.2706236655109,390.5211677294691,496.83524260869797,441.71776000000096,381.71776000000085,451.71776,381.7177599999999,535.9087053643801,476.30429333333325,489.45245544375183
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,455.69785000000013,393.0713846356198,452.675796666667,439.52763455624887
1000.0,919.5047500000001,1000.0,1000.0,1000.0,347.54985881829134,377.54578733711844,425.47475,400.06488111111,381.1516033333328,394.29976544375086
1000.0,1000.0,1000.0,1000.0,474.03000000000054,384.91500881829154,326.9589626628814,349.0300000000007,374.43986888888907,440.6563533333331,380.2049845562503
1000.0,1000.0,497.68935118709743,525.595050000001,195.59505000000024,468.51994118170865,438.5240126628813,466.6467059250182,413.9950811111111,361.1029811111114,443.09214111111146
1000.0,435.2095100000002,303.65259000000043,266.9219255555548,326.87160111111046,315.1245188182916,357.6946737739935,410.0980251860934,380.76048999999995,433.65259000000003,433.65259000000026
1000.0,1000.0,457.79346,546.7627200000007,382.79346000000055,494.42180229281996,435.7224226628814,417.79346000000015,417.79346000000015,417.79346,417.7934600000002
1000.0,1000.0,1000.0,226.72732999999909,460.69658999999945,275.8423211817083,319.2124726628812,385.9582459250181,453.7164900000006,458.528665753447,326.72732999999977
1000.0,425.9945799999999,452.2780899999999,552.2780900000007,405.29799000000094,573.1630988182916,529.7929473371187,463.0471740749818,412.2780900000001,407.46591424655315,522.2780900000001
