Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20
50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1000.0,1000.0,1000.0,950.0,950.0000000000001,950.0,950.0,950.0,950.0,950.0000000000002,950.0000000000001,950.0,950.0,950.0,949.9999999999998,950.0,950.0,950.0,950.0,950.0
1000.0,1000.0,1000.0,900.0,899.9999999999999,900.0,900.0,900.0,900.0,899.9999999999998,899.9999999999999,900.0,899.9999999999999,900.0,899.9999999999999,900.0000000000017,900.0,900.0,900.0,899.9999999999999
1000.0,1000.0,1000.0,880.0,880.0,880.0000000000001,880.0,880.0,879.9999999999999,880.0,879.9999999999997,880.0,880.0,880.0,880.0,880.0000000000003,880.0,880.0,880.0,880.0
1000.0,1000.0,900.0,899.9999999999999,900.0,900.0000000000001,900.0,900.0000000000002,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
1000.0,1000.0,1000.0,949.9999999999997,950.0,949.9999999999984,950.0,950.0,949.9999999999997,949.9999999999999,949.9999999999997,950.0,950.0,950.0,949.9999999999997,950.0000000000023,950.0,950.0,950.0,950.0
1000.0,1000.0,1000.0,1000.0,999.9999999999999,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,998.1127414507032,1000.0,1000.0,999.3725343673839,1000.0,1000.0
1000.0,1000.0,900.0,899.9999999999999,900.0,899.9999999999999,900.0,900.0,899.9999999999998,899.9999999999999,900.0,900.0,900.0,900.0,899.9999999999999,900.0,900.0,900.0,900.0,900.0
1000.0,1000.0,710.0,710.0,710.0,710.0,710.0,710.0,728.8966811883078,749.9999999999999,750.0,800.0,800.0,800.0,800.0,750.0,800.0,800.0,772.7312462749148,750.0000000000006
1000.0,1000.0,950.0,950.0,950.0,950.0,887.6529740318948,890.0,899.9999999999997,887.0515840336484,889.8266423818452,660.0,660.0,660.0,700.0,750.0,700.0,660.0,670.1558685683071,750.0
1000.0,1000.0,1000.0,1000.0,700.0,700.0,752.3470259681051,700.0,709.9999999999999,710.0,729.4258887934393,711.1111111111111,714.9999999999999,715.0,746.1111111111112,711.1111111111059,740.5555555555559,710.0,740.0,700.0
1000.0,1000.0,1000.0,1000.0,800.0,800.0,800.0,811.1111111111103,750.0,750.0,750.0,800.0,816.6158274050104,800.0,750.0,750.0,750.0,750.0,700.0,701.1111111111111
1000.0,1000.0,1000.0,1000.0,684.2105263157895,694.7368421052632,668.9000240271308,694.7368421052632,687.7028934047338,694.4526656174878,676.550954592765,694.7368421052632,733.3841725949895,729.2386605370862,650.0,650.5555555555569,650.0,675.0,640.0,640.0
1000.0,1000.0,1000.0,1000.0,840.7533169842163,811.7264138869916,784.9462365591397,784.9462365591397,674.5130178443724,688.1720430107528,680.5741112065605,665.5263157894738,641.522395059151,645.979934906359,640.0,664.4444444444416,640.0,640.0,661.6173886716565,640.0
1000.0,1000.0,1000.0,1000.0,730.7479224376735,694.7368421052627,673.6842105263164,670.3169213355978,673.1701224682816,658.7637692019961,674.5601565183459,679.7368421052631,650.0000000000002,665.7613394629138,650.0,640.0,640.0,640.0,650.0,650.0
1000.0,1000.0,1000.0,1000.0,700.0,700.0,740.0,700.0,690.0,719.7226332808744,700.0,740.0,735.0,735.0,710.0,720.0000000000035,715.5555555555559,721.111111111112,720.4927499929747,710.0
1000.0,1000.0,961.1111111111111,900.0,950.0,950.0,837.3470259681056,650.0000000000008,750.0,640.0,750.0,627.4347953216374,640.0,640.0,700.0,700.000000000002,700.0,700.0,700.0,685.1100766132009
1000.0,1000.0,710.0,761.1111111111111,735.0,750.0,768.7640851430056,900.0000000000002,796.1111111111123,891.6584454936234,751.1111111111112,800.0,806.1111111111115,811.1111111111111,836.1111111111111,840.0000000000014,830.5555555555552,869.9999999999995,825.955242542804,821.845018450184
1000.0,1000.0,1000.0,1000.0,1000.0,946.2055461962109,900.0,900.0,950.0,899.9999999999999,950.0000000000003,900.0,900.0,900.0,899.9999999999999,900.0000000000018,900.0,900.0,900.0,900.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,960.0,1000.0,1000.0,980.6927710843373,999.9999999999999,993.055555555552,1000.0,977.4999999999998,984.0228649518378,996.5774907749076
1000.0,1000.0,1000.0,961.111111111111,950.0,950.0,950.0,950.0,949.9999999999999,949.9999999999999,949.9999999999999,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0
1000.0,1000.0,810.0,1000.0,900.0000000000001,900.0000000000001,900.0,900.0,900.0,900.0,900.0,850.0,904.9999999999995,900.0,900.0000000000001,900.0,900.0,900.0,900.0,900.0
1000.0,1000.0,1000.0,850.0,850.0,850.0,850.0,850.0000000000002,850.0,850.0000000000001,850.0000000000001,874.9999999999984,850.0000000000001,850.0,850.0,850.0,850.0,850.0,850.0,850.0
1000.0,810.0,810.0000000000009,899.9999999999999,899.9999999999999,900.0000000000001,900.0,900.0,900.0,900.0,899.9999999999999,950.0000000000018,899.9999999999999,900.0,900.0000000000001,900.0000000000009,900.0,900.0,900.0,900.0000000000001
