Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
1000.0,1000.0,1000.0,1000.0,950.0,949.9999999999998,950.0,949.9999999999999,950.0,950.0,950.0,950.0,950.0,950.0,950.0
1000.0,1000.0,1000.0,950.0,910.0,810.0,899.9999999999997,900.0,900.0,900.0,900.0,900.0,961.1111111111111,911.1111111111111,899.9999999999998
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,891.1111111111111,891.1111111111112,891.1111111111111,966.0861551350413,958.637281142948,880.0,880.0,880.0,880.0
1000.0,1000.0,1000.0,950.0,1000.0,961.1111111111111,899.9999999999999,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
1000.0,1000.0,1000.0,1000.0,950.0000000000031,950.0,950.0000000000002,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,982.4738299681633,975.0,1000.0,1000.0,975.0
1000.0,1000.0,1000.0,1000.0,1000.0,900.0,900.0,900.0,965.0,900.0,892.5261700318367,993.5163300139282,900.0,900.0,1000.0
1000.0,1000.0,900.0,900.0,900.0,750.0,838.8888888888888,764.9999999999992,760.0,750.0249559760695,749.9476599363267,731.4836699860718,750.0,750.0,725.0
1000.0,1000.0,814.6929060722163,811.1111111111111,811.1111111111111,850.0,811.1111111111111,875.0000000000005,790.0,775.0,790.0,790.0,790.0,790.0,790.0
1000.0,950.0,946.4182050388947,850.0,850.0,850.0,850.0,700.0,685.0,700.0,700.0,692.5947810971829,700.0,725.0,696.1111111111113
1000.0,846.3726884779517,810.0,810.0,810.0,810.0000000000001,810.0,775.0000000000002,800.0,800.0,800.0,800.0,775.0,800.0,790.0
