c[1],c[2],c[3],c[4],c[5],c[6],p[1],p[2],p[3],p[4],p[5],p[6],h[1],g_plus[1],g_minus[1],dr[1],μ[1],μ[2],μ[3]
14.899252077602895,13.991893789600413,17.463968653607864,28.86095262157309,27.503594333570604,0.0,207.35828800248404,157.35828800248404,157.35828800248404,357.3582880024841,357.3582880024841,7.358288002484046,7.358288002484046,0.0,16.351751116631213,232.1402328659805,107.35828800248404,107.35828800248404,10.065368858528359
14.899252077602895,13.991893789600413,18.441402092688755,0.0,55.003594333570604,0.0,207.35828800248404,157.35828800248404,183.77540797764325,7.358288002484046,1607.358288002484,7.358288002484046,0.0,0.0,0.0,222.07486400745213,107.35828800248404,107.35828800248404,0.0
14.899252077602895,13.991893789600413,16.591402092688757,0.0,55.003594333570604,0.0,207.35828800248404,157.35828800248404,133.77540797764328,7.358288002484046,1607.358288002484,7.358288002484046,0.0,0.0,0.0,222.07486400745213,107.35828800248404,107.35828800248404,0.0
14.899252077602895,0.0,21.163968653607867,0.0,55.003594333570604,0.0,207.35828800248404,7.358288002484046,257.3582880024841,7.358288002484046,1607.358288002484,7.358288002484046,0.0,0.0,0.0,228.49198398261137,107.35828800248404,107.35828800248404,6.417119975159551
14.899252077602895,13.991893789600413,16.59140209268876,0.0,55.003594333570604,0.0,207.35828800248404,157.35828800248404,133.7754079776434,7.358288002484046,1607.358288002484,7.358288002484046,0.0,0.0,0.0,222.07486400745213,107.35828800248404,107.35828800248404,0.0
14.899252077602895,13.991893789600413,18.441402092688755,0.0,55.003594333570604,0.0,207.35828800248404,157.35828800248404,183.77540797764323,7.358288002484046,1607.358288002484,7.358288002484046,0.0,0.0,0.0,222.07486400745213,107.35828800248404,107.35828800248404,0.0
14.899252077602895,13.991893789600413,20.29140209268874,0.0,55.003594333570604,0.0,207.35828800248404,157.35828800248404,233.77540797764289,7.358288002484046,1607.358288002484,7.358288002484046,0.0,0.0,0.0,222.07486400745213,107.35828800248404,107.35828800248404,0.0
14.899252077602895,13.991893789600413,16.591402092688742,0.0,55.003594333570604,0.0,207.35828800248404,157.35828800248404,133.7754079776429,7.358288002484046,1607.358288002484,7.358288002484046,0.0,0.0,0.0,222.07486400745213,107.35828800248404,107.35828800248404,0.0
14.423851276733489,13.991893789600413,0.0,0.0,55.003594333570604,0.0,193.77540797764382,157.35828800248404,7.358288002484046,7.358288002484046,1607.358288002484,7.358288002484046,0.0,0.0,0.0,222.07486400745213,107.35828800248404,107.35828800248404,0.0
14.073851276733492,0.0,0.0,0.0,55.003594333570604,0.0,183.7754079776439,7.358288002484046,7.358288002484046,7.358288002484046,1607.358288002484,7.358288002484046,0.0,0.0,0.0,222.07486400745213,107.35828800248404,107.35828800248404,0.0
0.0,0.0,0.0,0.0,55.003594333570604,0.0,7.358288002484046,7.358288002484046,7.358288002484046,7.358288002484046,1607.358288002484,7.358288002484046,0.0,0.0,0.0,248.49198398261183,107.35828800248404,107.35828800248404,26.41711997515955
0.0,0.0,0.0,0.0,55.003594333570604,0.0,7.358288002484046,7.358288002484046,7.358288002484046,7.358288002484046,1607.358288002484,7.358288002484046,0.0,0.0,0.0,148.49198398261183,107.35828800248404,33.77540797764374,0.0
0.0,0.0,0.0,0.0,55.003594333570604,0.0,7.358288002484046,7.358288002484046,7.358288002484046,7.358288002484046,1607.358288002484,7.358288002484046,0.0,0.0,0.0,148.49198398261183,107.35828800248404,33.77540797764374,0.0
0.0,0.0,0.0,0.0,52.91109775352321,0.0,7.358288002484046,7.358288002484046,7.358288002484046,7.358288002484046,1512.2448070912387,7.358288002484046,0.0,0.0,0.0,114.71657600496815,107.35828800248404,0.0,0.0
0.0,0.0,0.0,0.0,53.54665330907876,0.0,7.358288002484046,7.358288002484046,7.358288002484046,7.358288002484046,1541.1336959801276,7.358288002484046,0.0,0.0,0.0,114.71657600496809,107.35828800248404,0.0,0.0
0.0,0.0,0.0,0.0,55.003594333570604,0.0,7.358288002484046,7.358288002484046,7.358288002484046,7.358288002484046,1607.358288002484,7.358288002484046,0.0,0.0,8.175875558315607,240.31610842429632,107.35828800248404,107.35828800248404,18.24124441684404
14.07385127673347,0.0,0.0,0.0,55.003594333570604,0.0,183.77540797764328,7.358288002484046,7.358288002484046,7.358288002484046,1607.358288002484,7.358288002484046,0.0,0.0,0.0,222.07486400745233,107.35828800248404,107.35828800248404,0.0
14.423851276733489,13.991893789600413,0.0,0.0,55.003594333570604,0.0,193.77540797764382,157.35828800248404,7.358288002484046,7.358288002484046,1607.358288002484,7.358288002484046,0.0,0.0,0.0,222.07486400745213,107.35828800248404,107.35828800248404,0.0
14.899252077602895,13.991893789600413,16.59140209268874,0.0,55.003594333570604,0.0,207.35828800248404,157.35828800248404,133.7754079776428,7.358288002484046,1607.358288002484,7.358288002484046,0.0,0.0,0.0,222.07486400745213,107.35828800248404,107.35828800248404,0.0
14.899252077602895,13.991893789600413,20.29140209268874,0.0,55.003594333570604,0.0,207.35828800248404,157.35828800248404,233.77540797764289,7.358288002484046,1607.358288002484,7.358288002484046,0.0,0.0,0.0,222.07486400745213,107.35828800248404,107.35828800248404,0.0
14.899252077602895,13.991893789600413,18.441402092688744,0.0,55.003594333570604,0.0,207.35828800248404,157.35828800248404,183.77540797764294,7.358288002484046,1607.358288002484,7.358288002484046,0.0,0.0,0.0,222.07486400745213,107.35828800248404,107.35828800248404,0.0
0.0,13.991893789600413,21.163968653607867,0.0,55.003594333570604,0.0,7.358288002484046,157.35828800248404,257.3582880024841,7.358288002484046,1607.358288002484,7.358288002484046,0.0,0.0,0.0,298.4919839826116,107.35828800248404,107.35828800248404,76.41711997515944
0.0,13.991893789600413,21.163968653607867,0.0,55.003594333570604,0.0,7.358288002484046,157.35828800248404,257.3582880024841,7.358288002484046,1607.358288002484,7.358288002484046,0.0,0.0,6.540700446652636,241.95128353595922,107.35828800248404,107.35828800248404,19.876419528507085
0.0,13.991893789600413,20.291402092688756,0.0,55.003594333570604,0.0,7.358288002484046,157.35828800248404,233.77540797764328,7.358288002484046,1607.358288002484,7.358288002484046,0.0,0.0,0.0,222.07486400745213,107.35828800248404,107.35828800248404,0.0
