Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,850.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,899.9999999999999
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,920.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,900.0
1000.0,1000.0,1000.0,800.0,1000.0,1000.0,1000.0,950.0000000000015,1000.0,850.0000000000001
1000.0,1000.0,950.0000000000011,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,799.9999999999998
1000.0,1000.0,1000.0,1000.0,1000.0,900.0,1000.0,1000.0,1000.0,900.0
1000.0,1000.0,960.0,960.0,960.0,960.0000000000014,960.0,960.0,960.0,950.0
1000.0,1000.0,950.0,950.0,950.0,950.0000000000005,900.0,900.0,900.0,900.0
966.0887949260042,1000.0,1000.0,850.0,850.0,850.0000000000005,850.0,850.0,850.0,800.0
974.9084792717917,1000.0,1000.0,800.0,800.0,861.111111111112,844.2174432497013,876.5681748230134,800.0,750.0
1000.0,1000.0,1000.0,801.1695906432749,789.4736842105264,800.0000000000101,750.0,764.5429362880981,850.0,700.0
1000.0,1000.0,1000.0,892.4731182795698,801.6374269005848,729.9999999999918,796.8936678614098,749.9999999999997,741.1111111111111,705.3223940936754
1000.0,1000.0,1000.0,789.4736842105264,750.0,700.0,750.0,750.0,750.0,785.7887170174357
966.0887949260042,1000.0,1000.0,850.0,850.0,850.0000000000005,849.9999999999999,850.0,850.0,800.0
1000.0,1000.0,961.1111111111111,950.0,950.0,950.0000000000001,899.9999999999999,900.0,900.0,900.0
1000.0,1000.0,960.0,960.0,960.0,960.0000000000009,850.0000000000007,960.0,960.0,800.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,900.0000000000007
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,950.0000000000006,940.0,1000.0,800.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,950.0000000000013,1000.0,849.9999999999998
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,900.0000000000002
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,950.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,995.8765432098769
