Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24
1000.0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1000.0,1000.0,1000.0,1000.0,1000.0,46.86378035906864,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
1000.0,1000.0,1000.0,792.4955523208798,993.1362196409314,993.1362196409314,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0
1000.0,1000.0,1000.0,150.0,107.77696485144594,107.77696485144588,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
1000.0,0.0,90.0,52.87185293007708,31.487445735089864,27.534125234608098,95.90232456140322,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1000.0,920.0,830.0,840.0,770.0,822.9066410009635,824.0976754385968,50.0,50.000000000000014,50.000000000000014,50.000000000000014,50.000000000000014,50.000000000000014,50.000000000000014,50.000000000000014,50.000000000000014,50.000000000000014,50.000000000000014,50.000000000000014,50.000000000000014,50.000000000000014,50.000000000000014,50.000000000000014,50.000000000000014
150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,147.33846325830143,150.0,150.0
1000.0,831.1111111111111,821.1111111111111,820.0,820.0,820.0,825.2087865497076,686.1111111111111,219.08901807223234,249.9999999999999,249.99999999999994,228.8888888888887,234.99999999999952,250.0,250.0,250.0,250.0,233.05555555555475,205.0,235.0,199.99999999999991,207.66153674169848,249.99999999999994,247.95091422799175
315.3703703703704,350.0,320.0,350.0,350.0,350.0,350.0,350.0,258.02763648349577,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,221.94444444444485,231.48510327315745,200.0,255.00000000000037,247.33846325830137,200.0000000000001,200.0
