Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11
1000.0,1000.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1000.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0
1000.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1000.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
150.0,150.0,142.7777777777778,150.0,150.0,145.0,150.0,150.0,150.0,150.0,150.0
1000.0,1000.0,212.22222222222226,240.99999999999994,201.11111111111106,195.0,212.50000000000006,250.0,199.99999999999963,245.00000000000006,246.11111111111117
350.0,350.0,242.7777777777777,192.0000000000002,253.8888888888889,260.0,234.99999999999994,200.0,255.00000000000043,200.0,200.0
1000.0,150.0,300.0,297.9999999999997,236.1111111111111,236.1111111111111,263.75,217.49999999999926,220.0,225.0,249.99999999999994
1000.0,350.0,350.0,353.11111111111137,338.8888888888889,325.0,278.75000000000017,302.50000000000074,300.0,272.037037037037,295.00000000000006
1000.0,186.1111111111111,250.0,342.9999999999996,350.0,200.0,214.8611111111111,317.49999999999926,215.0,227.03703703703704,265.0
570.0,570.0,522.7777777777778,262.0000000000004,270.0,355.0,370.0,270.0,291.1111111111111,317.962962962963,270.0
1000.0,200.0,250.0,114.99999999999989,134.99999999999994,185.0,76.25000000000006,135.0,210.00000000000006,187.0370370370371,170.0
450.0,320.0,250.0,405.0000000000001,390.0000000000001,405.0,448.75,384.9999999999997,370.0,374.07407407407413,365.0
