Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
1000.0,1000.0,1000.0,1000.0,815.0000000000001,850.0,761.111111111111,811.111111111112,700.0
1000.0,1000.0,1000.0,1000.0,1000.0,950.0,950.0,950.0,950.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,985.625
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,970.0000000000005,984.3750000000001
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,961.1111111111111,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,946.1111111111109,859.9999999999998,889.084969454975,957.042484727488
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,950.0,949.9999999999999,950.0,950.0
1000.0,1000.0,971.1111111111111,900.0,900.0,950.0,950.0,950.0,950.0
1000.0,1000.0,750.0000000000014,850.0,850.0,850.0,850.0,850.0,850.0
1000.0,1000.0,1000.0,800.0,800.0,800.0,800.0,800.0,800.0
1000.0,1000.0,1000.0,789.4736842105264,789.4736842105264,789.4736842105264,766.691190341445,750.0,750.0
1000.0,1000.0,1000.0,796.8936678614098,762.1637426900584,784.9462365591397,784.9462365591397,766.69835589961,766.69835589961
1000.0,1000.0,1000.0,789.4736842105264,789.4736842105264,766.691190341445,789.4736842105264,760.3277857565262,760.3277857565262
1000.0,1000.0,750.0,860.0,850.0,850.0,850.0,850.0,850.0
1000.0,1000.0,1000.0,950.0,949.9999999999999,950.0,949.9999999999999,950.0,949.9999999999999
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,921.1111111111111,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,937.2413793103428,1000.0
