Column1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
43.365400000000136
150.0
250.0
350.0
400.0
450.0
470.0
450.0
350.0
250.0
150.0
0.0
0.0
0.0
0.0
100.0
150.0
