Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,425.0,412.50000000000045,425.0,425.0,425.0,412.5,425.0,425.0,425.0,425.0
475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,455.00000000000006,467.49999999999955,455.0,455.0,455.0,407.5,442.5906483530017,418.64441704772406,418.6444170477241,455.0
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,420.00000000139266,451.66666666666646,483.61111111111063,425.0,425.0,425.0,472.5,437.4093516469983,460.0,460.0,375.0
1000.0,1000.0,1000.0,1000.0,475.0,459.1666666666668,464.99999999999994,401.11111110832564,358.3333333333334,366.3888888888893,426.1111111111111,425.0,448.3101851851852,378.61111111111126,470.0,390.0,390.0,466.111111111111
1000.0,1000.0,1000.0,525.0,395.55555555555554,389.9999999999999,385.00000000000006,412.5000000013927,453.6111111111108,443.61111111111063,405.0,408.3333333333333,401.6898148148148,471.38888888888874,375.0,467.4395467633775,467.43954676337756,386.12678411465015
475.0,475.0,475.0,455.00000000000057,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,455.0,405.2308727430586,451.1111111111111,412.5604532366223,412.56045323662215,407.5713585018899
425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,358.05555555555554,425.0,374.7691272569413,352.4093516469983,367.4395467633777,367.43954676337785,383.5397526092212
1000.0,1000.0,1000.0,1000.0,1000.0,525.0,525.0,515.5555555555555,505.0,525.0,525.0,430.0,375.0,455.2308727430586,465.1812967060035,462.5604532366223,462.56045323662215,446.4602473907788
1000.0,1000.0,1000.0,1000.0,475.0,417.5000000000002,340.0,349.44444444444446,371.6666666666667,381.5277777777779,389.72222222222223,435.0,473.6574074074074,409.7691272569414,399.8187032939965,402.4395467633777,402.43954676337785,418.5397526092212
1000.0,725.0,725.0,725.0,450.0,449.99999999999966,493.6111111111111,500.0,473.33333333333326,465.5555555555557,455.27777777777777,465.55555555555554,457.96296296296276,495.23087274305874,462.63356647087267,466.1111111111111,466.1111111111111,499.9999999999999
1000.0,1000.0,45.0,173.05555555555543,475.0,475.0,440.0,475.0,475.0,475.0,475.0,475.0,467.0370370370371,435.0,475.0,475.0,475.0,444.07934879120813
1000.0,850.0,835.0,725.0,525.0,525.0,575.0,525.0,525.0,525.0,525.0,525.0,525.0,525.0,515.6697395061191,480.24447184116474,480.2444718411647,525.0
1000.0,815.0,800.0,575.0000000000002,575.0,575.0,575.0,575.0,575.0000000000002,547.5000000000005,575.0,570.5555555555555,525.7638888888888,515.6709919270849,474.9999999999999,480.5868609407557,480.58686094075574,395.92065120879175
1000.0,1000.0,50.0,485.0,515.0,515.0000000000001,462.5,434.30555555555554,502.77777777777766,538.0555555555551,510.55555555555554,515.0,492.0370370370371,474.32900807291514,515.0,509.4131390592442,509.41313905924414,585.0000000000001
1000.0,896.1111111111111,811.1111111111111,545.0,513.0555555555555,515.0000000000001,567.5,557.5,550.5555555555557,507.5000000000004,535.0,530.5555555555555,519.2361111111111,535.4401191840263,494.1114240712433,491.8798331226313,491.8798331226313,404.9999999999999
1000.0,1000.0,1000.0,358.05555555555543,462.5,471.9444444444443,413.6111111111111,452.5,420.0,475.0,465.0,463.8888888888889,461.875,445.67099192708474,415.8885759287567,465.5868609407557,465.58686094075574,510.0000000000001
1000.0,725.0,725.0,575.0,328.05555555555554,343.05555555555543,525.0,522.5,499.44444444444434,437.4999999999996,430.2777777777778,425.55555555555554,468.125,525.0,467.1380656280004,452.5942971648467,452.59429716484675,455.3334632761291
1000.0,1000.0,1000.0,1000.0,547.5,533.0555555555558,368.75,384.5833333333333,370.0,475.0,475.0,475.0,398.0555555555556,370.0,414.11142407124316,427.526609308398,427.52660930839795,424.9999999999999
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,525.0,525.0,525.0,375.0,375.0,375.0,431.9444444444445,425.0,375.00000000000017,428.9868061473154,428.98680614731535,375.0
425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,398.0555555555555,405.0,425.0,401.0131938526846,401.01319385268465,416.0511886221607
475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0,448.6111111111112,451.109649122807,474.9999999999998,474.9999999999998,410.0,380.0000000000001,380.00000000000017,368.333619703363
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,490.0,489.4444444444446,405.00000000000006,431.38888888888886,428.89035087719304,375.0,375.0,468.47754464023814,411.111111111111,411.111111111111,490.0
1000.0,1000.0,1000.0,1000.0,1000.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,440.0,440.0,425.0
1000.0,1000.0,625.0,625.0,625.0,475.00000000000057,475.0,475.0,475.0,475.0000000000002,475.0,475.0,475.0,475.0,475.0,475.0,475.0,475.0
