Column1,Column2,Column3,Column4
1000.0,50.0,50.0,50.0
100.0,100.0,100.0,100.0
1000.0,150.0,150.0,150.0
1000.0,170.0,170.0,170.0
1000.0,150.0,150.0,150.0
100.0,100.0,100.0,100.0
1000.0,50.0,50.0,50.0
1000.0,1000.0,140.55555555555554,150.0
1000.0,250.0,230.0,250.0
350.0,205.0,225.0,200.0000000000003
1000.0,1000.0,300.0,286.1111111111104
500.0,500.0,300.0,288.8888888888896
