c[1],c[2],c[3],c[4],c[5],c[6],c[7],c[8],c[9],c[10],c[11],c[12],c[13],c[14],c[15],c[16],c[17],c[18],p[1],p[2],p[3],p[4],p[5],p[6],p[7],p[8],p[9],p[10],p[11],p[12],p[13],p[14],p[15],p[16],p[17],p[18],h[1],g_plus[1],g_minus[1],dr[1],μ[1],μ[2],μ[3]
1290.7644758064516,9.95272259267817e7,508.28548387096777,0.0,975.0329838709677,496.8758064516128,1290.7644758064516,951.5677419354838,508.28548387096777,0.0,0.0,472.4306451612904,4275.461048387098,951.5677419354838,1352.9354838709667,0.0,0.0,0.0,86.93548387096774,0.0,36.935483870967744,0.0,86.93548387096774,38.87096774193547,86.93548387096774,86.93548387096774,36.935483870967744,0.0,0.0,36.935483870967744,265.6451612903227,86.93548387096774,99.99999999999991,0.0,0.0,0.0,0.0,113.06451612903226,0.0,0.0,0.0,0.0,0.0
237.03931451612897,2415.925806451613,167.3564516129032,6415.127520161291,152.49556451612898,851.3306451612902,237.03931451612897,142.92580645161286,882.3854838709678,6415.127520161291,4318.955564516129,826.8854838709678,5171.282620967744,142.92580645161286,1736.506451612902,245.71252016129029,152.49556451612898,156.64354838709673,13.064516129032254,213.06451612903226,13.064516129032254,363.06451612903226,13.064516129032254,66.93548387096773,13.064516129032254,13.064516129032254,65.0,363.06451612903226,363.06451612903226,65.0,313.70967741935493,13.064516129032254,128.06451612903217,13.064516129032254,13.064516129032254,13.064516129032254,88.69354838709678,0.0,26.129032258064512,652.258064516129,213.06451612903226,213.06451612903226,213.06451612903226
1290.7644758064516,0.0,508.28548387096777,0.0,975.0329838709677,496.8758064516128,1290.7644758064516,0.0,0.0,0.0,3709.8579838709675,472.4306451612904,0.0,0.0,0.0,1375.910745967742,975.0329838709677,0.0,86.93548387096774,0.0,36.935483870967744,0.0,86.93548387096774,38.87096774193547,86.93548387096774,0.0,0.0,0.0,315.0,36.935483870967744,0.0,0.0,0.0,86.93548387096774,86.93548387096774,0.0,52.11290322580647,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,167.3564516129032,1375.910745967742,0.0,472.4306451612904,1290.7644758064516,0.0,508.28548387096777,1375.910745967742,0.0,0.0,1290.7644758064516,142.92580645161286,508.28548387096777,0.0,1530.0579838709677,0.0,0.0,1.0941805803209594,13.064516129032254,86.93548387096774,0.0,36.935483870967744,86.93548387096774,0.0,36.935483870967744,86.93548387096774,0.0,0.0,86.93548387096774,13.064516129032254,36.935483870967744,0.6595700458299394,135.0,0.0,39.04838709677421,0.0,0.0,45.50431388997813,32.43979776094587,0.0,0.0
1290.7644758064516,0.0,0.0,0.0,975.0329838709677,0.0,237.03931451612897,142.92580645161286,0.0,2178.173608870968,1094.5320088414576,0.0,1290.7644758064516,0.0,167.3564516129032,1375.910745967742,152.49556451612898,472.4306451612904,86.93548387096774,1.0941805803209594,0.9460185466352102,0.6595700458299394,86.93548387096774,1.0057364225582952,13.064516129032254,13.064516129032254,0.9460185466352102,135.0,97.28395972898807,0.0,86.93548387096774,0.0,13.064516129032254,86.93548387096774,13.064516129032254,36.935483870967744,25.983870967741957,0.0,0.0,13.064516129032254,0.0,0.0,0.0
0.0,951.5677419354838,2219.856451612903,1375.910745967742,0.0,0.0,6116.11931451613,0.0,508.28548387096777,0.0,0.0,156.64354838709673,0.0,951.5677419354838,508.28548387096777,0.0,975.0329838709677,156.6435483869875,0.0,86.93548387096774,163.06451612903226,86.93548387096774,0.0,0.0,363.06451612903226,0.0,36.935483870967744,0.0,0.0,13.064516129032254,0.0,86.93548387096774,36.935483870967744,0.0,86.93548387096774,13.064516129023845,12.919354838709703,0.0,0.0,13.064516129032254,0.0,0.0,0.0
1290.7644758064516,951.5677419354838,0.0,0.0,975.0329838709677,472.4306451612904,0.0,0.0,9.010692505796792,1375.910745967742,975.0329838709677,472.4306451612904,0.0,0.0,0.0,1375.910745967742,152.49556451612898,2088.143548387097,86.93548387096774,86.93548387096774,0.0,0.6595700458299394,86.93548387096774,36.935483870967744,0.0,0.0,1.5984944702989896,86.93548387096774,86.93548387096774,36.935483870967744,0.0,0.0,0.0,86.93548387096774,13.064516129032254,163.06451612903226,25.983870967741957,0.0,0.0,13.064516129032254,0.0,0.0,0.0
0.0,0.0,508.28548387096777,1375.910745967742,0.0,0.0,0.0,0.0,508.28548387096777,1375.910745967742,975.0329838709677,0.0,1290.7644758064516,42.39758064516031,508.28548387096777,0.0,975.0329838709677,0.0,0.0,1.0941805803209594,36.935483870967744,86.93548387096774,0.0,0.0,0.0,0.0,36.935483870967744,86.93548387096774,86.93548387096774,0.0,86.93548387096774,4.645066731506915,36.935483870967744,0.0,86.93548387096774,0.0,26.12903225806451,0.0,0.0,226.1290322580645,0.0,213.06451612903226,0.0
1290.7644758064516,0.0,0.0,0.0,4170.022386419245,472.4306451612904,1290.7644758064516,0.0,0.0,0.0,0.0,472.4306451612904,0.0,0.0,508.28548387096777,1375.910745967742,0.0,0.0,86.93548387096774,0.0,0.0,0.0,351.3120459694833,36.935483870967744,86.93548387096774,0.0,0.9460185466352102,0.0,0.0,36.935483870967744,0.0,0.0,36.935483870967744,86.93548387096774,0.0,0.0,13.064516129032254,0.0,0.0,13.064516129032254,0.0,0.0,0.0
0.0,0.0,0.0,1375.910745967742,0.0,13.804433881331251,0.0,0.0,0.0,1375.910745967742,975.0329838709677,0.0,2050.4842338709677,0.0,0.0,0.0,975.0329838709677,472.4306451612904,0.0,0.0,0.0,86.93548387096774,1.0309343956624388,2.0684334111134337,0.0,0.0,0.0,86.93548387096774,86.93548387096774,0.0,135.0,1.0941805803209594,0.0,0.0,86.93548387096774,36.935483870967744,0.0,0.0,0.0,13.064516129032254,0.0,0.0,0.0
