c[1],c[2],c[3],c[4],c[5],c[6],p[1],p[2],p[3],p[4],p[5],p[6],h[1],g_plus[1],g_minus[1],dr[1],μ[1],μ[2],μ[3]
3693.5958730158745,2273.0,1602.8166666666657,3403.7812500000005,4166.46,1931.5,232.65079365079373,200.0,117.34920634920627,205.0,350.0,150.0,0.0,0.0,0.0,345.0,45.0,150.0,150.0
3092.9281150793663,2273.0,1808.7425396825386,2783.2268750000003,4166.46,1931.5,197.65079365079373,200.0,132.34920634920627,170.0,350.0,150.0,0.0,0.0,0.0,300.0,150.0,150.0,0.0
2500.7718650793663,2273.0,1845.3500000000001,2191.2381250000003,3942.780317460316,1736.65,162.65079365079373,200.0,135.0,135.0,332.34920634920627,135.0,0.0,0.0,0.0,300.0,150.0,150.0,0.0
1947.3853571428583,2273.0,2052.5,1607.04,4166.46,1931.5,127.65079365079373,200.0,150.0,100.0,350.0,150.0,0.0,0.0,0.0,282.34920634920627,150.0,132.34920634920627,0.0
2500.7718650793663,2034.1999999999998,1845.3500000000001,2191.2381250000003,4006.142817460316,1931.5,162.65079365079373,180.0,135.0,135.0,337.34920634920627,150.0,0.0,0.0,0.0,300.0,150.0,150.0,0.0
3092.9281150793663,2273.0,2052.5,2480.820234126983,4166.46,1931.5,197.65079365079373,200.0,150.0,152.34920634920627,350.0,150.0,0.0,0.0,0.0,300.0,150.0,150.0,0.0
3693.5958730158745,2273.0,2052.5,3090.830472222221,4166.46,1931.5,232.65079365079373,200.0,150.0,187.34920634920627,350.0,150.0,0.0,0.0,0.0,330.0,150.0,150.0,30.0
3092.9281150793663,2034.1999999999998,2052.5,2480.820234126983,4166.46,1931.5,197.65079365079373,180.0,150.0,152.34920634920627,350.0,150.0,0.0,0.0,0.0,220.0,70.0,150.0,0.0
2500.7718650793663,2273.0,1845.3500000000001,1896.6221091269829,3849.6475,1931.5,162.65079365079373,200.0,135.0,117.34920634920627,325.0,150.0,0.0,0.0,0.0,150.0,150.0,0.0,0.0
1947.3853571428583,2273.0,2052.5,1607.04,3406.1099999999997,4.698990603994047e6,127.65079365079373,200.0,150.0,100.0,290.0,0.0,0.0,0.0,0.0,300.0,150.0,150.0,0.0
0.0,2093.9,2052.5,1607.04,3097.7349999999997,1931.5,0.0,185.0,150.0,100.0,265.0,150.0,0.0,0.0,0.0,300.0,150.0,150.0,0.0
1510.33,0.0,2052.5,2191.2381250000003,2667.3224999999998,1736.65,100.0,0.0,150.0,135.0,230.0,135.0,0.0,0.0,0.0,150.0,0.0,150.0,0.0
1510.33,2273.0,0.0,1607.04,2248.16,0.0,100.0,200.0,0.0,100.0,195.0,0.0,0.0,0.0,0.0,305.0,5.0,150.0,150.0
0.0,2273.0,695.5,1773.95375,1831.81,1157.5,0.0,200.0,50.0,110.0,160.0,90.0,0.0,0.0,0.0,300.0,150.0,150.0,0.0
3916.2675,2034.1999999999998,695.5,2358.1518750000005,0.0,1349.35,245.0,180.0,50.0,145.0,0.0,105.0,0.0,0.0,0.0,225.0,75.0,0.0,150.0
4547.36125,1798.7,0.0,2960.5281250000003,1138.96,1542.3999999999999,280.0,160.0,0.0,180.0,100.0,120.0,0.0,0.0,0.0,111.94444444444446,111.94444444444446,0.0,0.0
5209.04875,2034.1999999999998,1845.3500000000001,3581.0825000000004,1138.96,1736.65,315.0,180.0,135.0,215.0,100.0,135.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0
5879.08,2273.0,2052.5,4227.605625,0.0,1931.5,350.0,200.0,150.0,250.0,0.0,150.0,0.0,0.0,0.0,450.0,150.0,150.0,150.0
5209.04875,2034.1999999999998,1845.3500000000001,3581.0825000000004,3722.9224999999997,1736.65,315.0,180.0,135.0,215.0,315.0,135.0,0.0,0.0,0.0,105.0,0.0,105.0,0.0
4547.36125,2273.0,1639.0,3852.2281250000005,4166.46,1542.3999999999999,280.0,200.0,120.0,230.0,350.0,120.0,0.0,0.0,0.0,300.0,150.0,150.0,0.0
5209.04875,2273.0,1434.25,3758.383750000001,4166.46,1349.35,315.0,200.0,105.0,225.0,350.0,105.0,0.0,0.0,0.0,200.0,50.0,150.0,0.0
5879.08,2034.1999999999998,1231.1,3137.8293750000003,4166.46,1157.5,350.0,180.0,90.0,190.0,350.0,90.0,0.0,0.0,0.0,150.0,0.0,150.0,0.0
5879.08,1798.7,1028.75,3758.383750000001,3722.9224999999997,966.2500000000001,350.0,160.0,75.0,225.0,315.0,75.0,0.0,0.0,0.0,150.0,150.0,0.0,0.0
5879.08,1566.5,828.8,4415.294375,4166.46,776.8000000000001,350.0,140.0,60.0,260.0,350.0,60.0,0.0,0.0,0.0,24.999999999999773,24.999999999999773,0.0,0.0
