Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,252.51903260194354,299.7253740007201,309.89084970650595,234.99999999999994,234.99999999999994,234.99999999999994,289.9999999999999,267.35370428878895,204.9999999999998,288.45464975845385
1000.0,1000.0,530.0000000000003,246.73202614379434,223.70370370370392,234.9999999999999,224.8634119106987,245.00000000000006,267.9498406808894,306.3611344320093,334.99999999999994,334.99999999999994,254.9999999999999,254.9999999999999,324.99999999999994,216.54535024154615
1000.0,1000.0,999.9999999999999,269.5915032679667,281.11111111111103,270.00000000000006,327.4999999999999,304.99999999999983,322.05015931911083,314.5672362471524,277.2050807161341,268.1436334305841,287.5,304.99999999999983,287.4828584939119,320.00000000000017
1000.0,605.0000000000009,592.5000000000014,342.4413185564154,331.2222222222222,342.04347826086945,287.50000000000017,358.82583967109326,346.3511491848659,353.6388655679907,325.00000000000006,325.00000000000006,324.99999999999994,307.95652173913055,282.51714150608814,286.54535024154626
1000.0,1000.0,1000.0,272.5586814435846,283.7777777777778,272.95652173913084,320.0000000000001,311.1741603289069,322.05015931911095,316.3611344320093,309.96571698782367,309.96571698782367,319.9999999999999,304.9999999999999,309.96571698782367,305.0
1000.0,502.50000000000034,472.5000000000007,293.5524296675265,291.3448913043474,287.3459315269893,255.77391304347816,254.99999999999994,255.00000000000045,254.99999999999994,254.99999999999994,254.99999999999994,269.99999999999994,254.9999999999999,254.9999999999999,255.00000000000028
1000.0,1000.0,1000.0,1000.0,264.3275543478263,266.3270342365053,252.50000000000006,290.0000000000001,290.0000000000001,289.99999999999994,272.2565052343984,272.25650523439833,245.10900586387166,262.68332297637835,278.62825261719877,276.5453502415465
1000.0,318.2590892310883,161.11111111111168,167.5000000000013,239.3275543478268,241.3270342365053,237.50000000000006,257.5000000000001,247.49999999999946,247.50000000000014,267.50000000000017,272.4999999999999,237.50000000000009,214.9629727348321,191.37174738280117,216.54535024154683
1000.0,1000.0,310.00000000000006,298.61111111111177,185.67244565217362,183.6729657634947,187.49999999999994,177.50000000000023,177.50000000000068,177.49999999999994,222.49999999999994,217.50000000000017,187.49999999999991,275.03702726516775,298.6282526171986,200.00000000000034
1000.0,100.00000000000017,145.00000000000017,149.99999999999932,225.00000000000048,225.0000000000014,252.49999999999994,252.50000000000026,252.49999999999983,252.49999999999994,173.85460587671255,173.85460587671258,252.49999999999994,120.03702726516764,155.82761949797083,259.99999999999994
1000.0,1000.0,1000.0,155.00000000000074,117.37733091787408,132.19754673388087,197.1545893719809,184.99999999999991,184.99999179802933,190.23080283281033,231.14539412328745,231.14539412328736,191.776018290718,284.9629727348323,260.82761949797066,191.04082125603648
1000.0,1000.0,1000.0,979.9999999999995,917.6226690821281,920.750047258979,192.15458937198082,220.00000000000006,220.0000082019705,219.99999999999991,219.9999999999999,219.99999999999997,219.99999999999997,220.0,226.37174738280095,250.00000000000006
336.11111111111165,343.74999999999994,343.75000000000017,327.5000000000002,327.4999999999999,327.5000000000002,312.845410628019,259.9999999999999,259.9999999999999,259.9999999999999,259.9999999999999,259.9999999999999,259.9999999999999,259.9999999999999,259.9999999999999,259.9999999999999
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,459.9999999999997,459.99999999999983,459.9999999999999,460.0,459.9999999999999,459.9999999999999,459.9999999999999,453.6282526171989,429.99999999999983
