Column1,Column2,Column3,Column4,Column5,Column6,Column7
1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,355.89238000000006
287.5287800000001,287.5287800000001,287.5287800000001,287.5287800000001,287.5287800000001,287.5287800000001,287.5287800000001
1000.0,1000.0,1000.0,1000.0,1000.0,329.8126499999999,343.17821999999995
1000.0,410.9898400000001,410.9898400000001,410.9898400000001,410.9898400000001,410.9898400000001,410.9898400000001
1000.0,326.01552999999984,326.01552999999984,326.01552999999984,326.01552999999984,326.01552999999984,326.01552999999984
1000.0,1000.0,965.1251711111111,1000.0,413.92994,413.92994,413.92994
259.27386000000007,259.27386000000007,259.27386000000007,259.27386000000007,259.27386000000007,259.27386000000007,259.27386000000007
1000.0,1000.0,1000.0,1000.0,1000.0,446.5320999999999,446.5320999999999
1000.0,1000.0,1000.0,1000.0,355.06038111111116,330.36002111111134,324.97626111111117
1000.0,384.4295400000001,384.4295400000001,384.4295400000001,342.6918800000001,370.5704599999999,375.9542200000001
1000.0,1000.0,1000.0,1000.0,1000.0,381.73765999999995,381.73765999999995
253.68019999999996,253.68019999999996,253.68019999999996,253.68019999999996,253.68019999999996,253.68019999999996,253.68019999999996
1000.0,1000.0,1000.0,360.86337000000003,360.86337000000003,360.86337000000003,360.86337000000003
304.86112,304.86112,304.86112,304.86112,304.86112,304.86112,304.86112
1000.0,1000.0,377.4589000000001,377.4589000000001,377.4589000000001,377.4589000000001,377.4589000000001
281.71776,281.71776,281.71776,281.71776,281.71776,281.71776,281.71776
1000.0,1000.0,1000.0,1000.0,355.69785,355.69785,355.69785
1000.0,1000.0,399.5252499999998,399.5252499999998,399.5252499999998,399.5252499999998,399.5252499999998
1000.0,1000.0,1000.0,349.0299999999999,349.0299999999999,349.0299999999999,349.0299999999999
1000.0,385.5950499999999,385.5950499999999,385.5950499999999,385.5950499999999,385.5950499999999,385.5950499999999
1000.0,1000.0,344.23951000000017,344.23951000000017,344.23951000000017,344.23951000000017,344.23951000000017
1000.0,1000.0,1000.0,317.79346000000004,317.79346000000004,317.79346000000004,317.79346000000004
1000.0,1000.0,371.28351000000004,371.28351000000004,371.28351000000004,371.28351000000004,371.28351000000004
1000.0,1000.0,1000.0,312.27808999999996,312.27808999999996,312.27808999999996,312.27808999999996
