c[1],c[2],c[3],c[4],c[5],c[6],p[1],p[2],p[3],p[4],p[5],p[6],h[1],g_plus[1],g_minus[1],dr[1],μ[1],μ[2],μ[3]
1061.5081241569492,15.544509640066556,19.399242259912008,0.0,29.635622736381034,0.0,48.244206615151406,38.244206615151406,58.244206615151406,0.0,199.60982369225584,0.0,1.755793384848593,0.0,3.9017630774413177,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.605579160684737,0.0,0.0,0.0,0.0,0.0,198.2442066151514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.605579160684737,0.0,0.0,0.0,0.0,0.0,198.2442066151514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.605579160684737,0.0,0.0,0.0,0.0,0.0,198.2442066151514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.605579160684737,0.0,0.0,0.0,0.0,0.0,198.2442066151514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.605579160684737,0.0,0.0,0.0,0.0,0.0,198.2442066151514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.932753846681706,0.0,0.0,0.0,29.605579160684737,0.0,48.244206615151406,0.0,0.0,0.0,198.2442066151514,0.0,0.0,0.0,0.0,1.7557933848486016,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.605579160684737,0.0,0.0,0.0,0.0,0.0,198.2442066151514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15.544509640066556,20.608135825353536,0.0,29.605579160684737,0.0,0.0,38.244206615151406,90.91700568113863,0.0,198.2442066151514,0.0,0.0,25.649625526592857,0.0,0.0,0.0,0.0,0.0
25.55565938362111,0.0,25.298100180592932,0.0,0.0,0.0,351.7557933848486,1.755793384848593,217.67279906598722,1.755793384848593,1.755793384848593,1.755793384848593,21.328869589084942,0.0,3.5115867696971588,1207.0231735393943,401.7557933848486,401.7557933848486,401.7557933848486
0.0,15.544509640066556,20.608135825353536,0.0,0.0,0.0,0.0,38.244206615151406,90.91700568113863,0.0,0.0,0.0,16.412648111508908,0.0,0.0,19.082994318860457,17.327200934011863,0.0,0.0
14.932753846681706,0.0,0.0,0.0,0.0,0.0,48.244206615151406,0.0,0.0,0.0,0.0,0.0,14.656854726660313,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15.544509640066556,19.399242259912008,0.0,0.0,0.0,0.0,38.244206615151406,58.244206615151406,0.0,0.0,0.0,12.901061341811719,16.77989730359695,0.0,0.0,0.0,0.0,0.0
14.932753846681706,0.0,0.0,0.0,0.0,0.0,48.244206615151406,0.0,0.0,0.0,0.0,0.0,26.247175530200387,18.5356906884452,0.0,0.0,0.0,0.0,0.0
0.0,15.544509640066556,19.399242259912008,0.0,0.0,0.0,0.0,38.244206615151406,58.244206615151406,0.0,0.0,0.0,41.17350376495247,69.26453667193857,0.0,0.0,0.0,0.0,0.0
14.932753846681706,15.544509640066556,0.0,0.0,0.0,0.0,48.244206615151406,38.244206615151406,0.0,0.0,0.0,0.0,101.75579338484859,0.0,0.0,1.7557933848486016,0.0,0.0,0.0
0.0,15.544509640066556,0.0,0.0,29.605579160684737,0.0,0.0,38.244206615151406,0.0,0.0,198.2442066151514,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.605579160684737,0.0,0.0,0.0,0.0,0.0,198.2442066151514,0.0,98.24420661515141,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.605579160684737,0.0,0.0,0.0,0.0,0.0,198.2442066151514,0.0,96.48841323030283,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15.544509640066556,0.0,0.0,29.605579160684737,0.0,0.0,38.244206615151406,0.0,0.0,198.2442066151514,0.0,94.73261984545424,0.0,0.0,11.755793384848602,10.000000000000009,0.0,0.0
0.0,0.0,0.0,0.0,29.605579160684737,0.0,0.0,0.0,0.0,0.0,198.2442066151514,0.0,92.97682646060565,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.605579160684737,0.0,0.0,0.0,0.0,0.0,198.2442066151514,0.0,91.22103307575706,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.605579160684737,0.0,0.0,0.0,0.0,0.0,198.2442066151514,0.0,89.46523969090848,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.605579160684737,0.0,0.0,0.0,0.0,0.0,198.2442066151514,0.0,87.70944630605989,96.48841323030338,0.0,0.0,0.0,0.0,0.0
