Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
400.0,400.0,400.0,400.0,400.0,299.9999999999999,300.0,300.0,300.0
400.0,400.0,400.0,400.0,400.0,300.0,275.0,275.0,275.0
400.0,400.0,400.0,400.0,350.0,200.0,200.0,200.0,292.6111111111111
400.0,400.0,400.0,400.0,270.0,361.1111111111111,369.99999999999983,370.0,202.94444444444449
400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,367.3888888888889
400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
400.0,400.0,400.0,379.99999999999875,400.0,400.0,400.0,400.0,400.0
400.0,400.0,400.0,375.00000000000125,308.05555555555554,355.0,355.0,355.0,340.77777777777777
400.0,400.0,400.0,400.0,400.0,400.0,388.70370370370324,388.7037037037037,394.55555555555554
400.0,400.0,400.0,400.0,400.0,400.0,338.7037037037047,338.7037037037037,338.05555555555554
400.0,400.0,400.0,400.0,400.0,400.0,399.9999999999999,400.0,395.44444444444446
400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
400.0,360.0,400.0,400.0,400.0,400.0,400.0,400.0,300.77777777777777
400.0,380.0,400.0,400.0,400.0,400.0,400.0,400.0,300.0
400.0,400.0,400.0,350.00000000000034,400.0,400.0,400.0,400.0,400.0
