Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
1000.0,1000.0,1000.0,1000.0,1000.0,536.6261810000015,476.9380403681677,503.5581416922849,521.3109519657442,504.1348655567028,518.373819,518.373819
1000.0,1000.0,1000.0,627.9783672918118,518.36831,481.63169000000147,518.36831,468.36830999999995,468.36830999999984,511.63169000000045,468.36830999999995,463.20184966968856
1000.0,1000.0,999.9999999999998,559.8703640000024,548.0804725508242,479.8703640000005,539.8703640000009,523.7557533938842,478.30361414536685,470.1296359999999,470.129636,470.129636
1000.0,1000.0,1000.0,631.6053260000002,546.6053260000004,571.6589815555552,476.60532600000204,518.394674,518.394674,518.394674,518.394674,518.394674
1000.0,1000.0,1000.0,651.5262099999981,487.44801456027375,526.5798655555554,510.32951811111013,478.47379,471.52621000000033,471.5262100000002,471.5262100000002,478.47379
1000.0,1000.0,1000.0,386.69938399999666,446.6993840000001,478.300616,336.73349243039115,366.3908191049553,386.69938400000046,371.6993840000005,371.6993840000005,339.336530753712
1000.0,1000.0,627.060986,407.06098600000166,330.4416734053031,283.2162474542785,473.28171741359625,463.24757889504474,442.93901400000004,446.0677424659795,457.9390139999995,483.48280780184325
1000.0,1000.0,642.5418210000001,559.5366080047822,517.8162884053032,534.4356010000014,510.6563324135959,521.9840750061555,550.564399,488.54437893091114,531.3398389925765,555.857422801844
1000.0,1000.0,418.7624940500411,387.5431200000007,396.71976170580734,439.3156716564623,432.24067570576227,317.1394600000004,442.8968455555562,437.69050493926613,457.13946000000135,524.5747196846979
1000.0,739.79817,217.4744523631317,254.79817000000034,309.85581720504524,223.34303834353761,284.58196570681764,364.79817000000037,251.58866396792288,276.6659761718438,256.8568262328941,203.08399031530195
1000.0,567.8150100000007,306.73742311701744,307.8150100000016,307.05249443986787,286.35987834353836,333.4668603014698,442.1849899999993,324.6055039679233,384.6828161718439,329.8736662328954,276.10083031530814
1000.0,1000.0,227.95204000000012,279.84582000000097,305.9166955601323,337.7204227675734,279.50232969853084,225.9315645570949,320.60320555555614,236.4306316595697,307.86905864532116,344.6726435852761
1000.0,1000.0,1000.0,948.1062199999999,285.0794700000121,260.89342000000113,355.07947000000144,380.35847935051316,336.3157260320767,400.61732834043147,329.5390962328947,301.89378000000147
1000.0,941.9892931584257,914.97543,914.97543,942.6943433205286,964.97543,163.6956050000005,186.6991073535905,195.8490801270526,257.03913378314246,423.5916937671058,390.46473090939907
1000.0,1000.0,969.1563799999999,1000.0,1000.0,1000.0,1000.0,361.6049363636364,331.6814025845871,357.0954393300471,236.2142409947861,183.04103699337935
1000.0,963.99964,963.99964,1000.0,1000.0,1000.0,985.328605,980.6870026464089,396.9382200000002,368.3913530780332,367.20106358432497,403.4518843143181
1000.0,973.18569,863.1856899999997,1000.0,1000.0,1000.0,1000.0,1000.0,983.1856899999998,603.8706457441605,486.9877502655326,599.0593680774236
1000.0,923.7775479526877,859.6803000000008,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,942.5235131611346,630.0323294062651,633.3644773438614
617.9054389999999,614.002590000002,554.0025900000006,644.0025900000007,639.0025900000013,609.0025900000021,654.0025900000029,649.00259,604.0025900000003,624.0025900000006,574.1472645505057,489.0025900000028
1000.0,858.943040000002,978.943040000001,1000.0,1000.0,1000.0,1000.0,990.93786,1000.0,893.9535720702199,959.7130084389282,594.2285914639903
1000.0,915.7374,915.7374,951.9363961160653,915.7374,915.7373999999999,865.7374,915.7374,915.7373999999995,875.9661094605912,718.9302316656798,683.701243573225
1000.0,721.90149,771.90149,821.90149,771.90149,771.90149,771.90149,771.90149,771.90149,645.3232843839288,579.1206393066589,621.90149
1000.0,750.5347207185183,705.1672319940936,639.7317041063268,651.714774,551.714774,651.714774,601.7147740000001,651.714774,539.3276644285716,539.3276644285717,523.2852260000001
1000.0,871.8222152386408,815.9480951111258,711.3616757995308,746.5705413185296,746.5705413185312,746.5705413185296,730.166393,530.166393,530.166393,530.166393,530.166393
